800.000000	0.000000
801.132000	2.214967
802.264000	4.885644
803.396000	8.240755
804.528000	11.920241
805.660000	16.429892
806.792000	21.813141
807.924000	28.193202
809.056000	35.469616
810.188000	43.487314
811.320000	52.173216
812.452000	61.436779
813.584000	71.147253
814.716000	81.232953
815.848000	91.485690
816.980000	101.754960
818.112000	112.032791
819.244000	122.366514
820.376000	132.772069
821.508000	143.281789
822.640000	153.856868
823.772000	164.388090
824.904000	174.883029
826.036000	185.340437
827.168000	195.647781
828.300000	205.708244
829.432000	215.360671
830.564000	224.394732
831.696000	232.814060
832.828000	240.634473
833.960000	247.850983
835.092000	254.465227
836.224000	260.325939
837.356000	264.960984
838.488000	268.314490
839.620000	270.478862
840.752000	271.320868
841.884000	270.803092
843.016000	268.869178
844.148000	265.642477
845.280000	260.126060
846.412000	252.582410
847.544000	243.674086
848.676000	233.680000
849.808000	222.749442
850.940000	210.986255
852.072000	198.636781
853.204000	185.966588
854.336000	173.063199
855.468000	160.042882
856.600000	146.919135
857.732000	133.707328
858.864000	120.617810
859.996000	107.896549
861.128000	95.733129
862.260000	84.331838
863.392000	73.703970
864.524000	63.807477
865.656000	54.708073
866.788000	46.463527
867.920000	38.998581
869.052000	32.270100
870.184000	26.143333
871.316000	20.471035
872.448000	15.512607
873.580000	11.636349
874.712000	8.475084
875.844000	6.064963
876.976000	5.668842
878.108000	6.433948
879.240000	8.006225
880.372000	9.996842
881.504000	13.515261
882.636000	19.070568
883.768000	25.726653
884.900000	33.241956
886.032000	41.601252
887.164000	50.795711
888.296000	60.762005
889.428000	71.446091
890.560000	82.604953
891.692000	93.927154
892.824000	105.255212
893.956000	116.421120
895.088000	127.171563
896.220000	137.310525
897.352000	146.521212
898.484000	154.505339
899.616000	161.438594
900.748000	167.093686
901.880000	170.963764
903.012000	173.433793
904.144000	178.563134
905.276000	180.933687
906.408000	182.488631
907.540000	186.314731
908.672000	187.098911
909.804000	190.151568
910.936000	190.842557
912.068000	191.613897
913.200000	193.264065
914.332000	195.237469
915.464000	196.974286
916.596000	199.404058
917.728000	202.747351
918.860000	206.841942
