800.000000	0.000000
801.132000	0.930514
802.264000	1.972259
803.396000	3.113333
804.528000	4.296688
805.660000	5.525898
806.792000	6.853324
807.924000	8.327017
809.056000	9.913598
810.188000	11.650029
811.320000	13.711076
812.452000	16.146239
813.584000	18.878390
814.716000	21.811757
815.848000	24.823482
816.980000	27.737991
818.112000	30.775792
819.244000	34.212206
820.376000	38.141870
821.508000	42.729746
822.640000	48.147641
823.772000	54.428654
824.904000	61.851957
826.036000	70.624049
827.168000	80.544570
828.300000	91.326009
829.432000	102.665750
830.564000	114.104048
831.696000	125.550706
832.828000	137.058122
833.960000	148.503536
835.092000	159.779384
836.224000	170.618748
837.356000	180.557595
838.488000	189.437310
839.620000	197.056714
840.752000	203.041752
841.884000	204.365101
843.016000	204.685645
844.148000	204.685645
845.280000	202.897000
846.412000	197.426274
847.544000	189.401793
848.676000	179.987222
849.808000	169.371319
850.940000	157.648318
852.072000	145.189658
853.204000	132.369620
854.336000	119.266551
855.468000	106.270421
856.600000	93.977234
857.732000	83.290197
858.864000	70.057316
859.996000	59.943652
861.128000	49.638915
862.260000	40.231287
863.392000	30.535157
864.524000	22.935000
865.656000	17.923101
866.788000	15.614144
867.920000	13.747742
869.052000	11.879639
870.184000	9.830563
871.316000	8.631455
872.448000	8.004745
873.580000	7.889905
874.712000	7.946883
875.844000	8.233760
876.976000	9.270516
878.108000	11.059869
879.240000	13.121365
880.372000	15.436624
881.504000	18.038048
882.636000	21.099389
883.768000	24.433011
884.900000	27.999649
886.032000	31.776874
887.164000	35.816464
888.296000	40.172502
889.428000	44.884055
890.560000	49.847697
891.692000	54.911062
892.824000	59.963083
893.956000	64.891081
895.088000	69.592142
896.220000	74.006005
897.352000	78.001556
898.484000	81.457708
899.616000	84.391441
900.748000	86.731960
901.880000	88.532311
903.012000	90.294895
904.144000	90.981689
905.276000	92.904133
906.408000	92.515740
907.540000	91.962646
908.672000	95.184973
909.804000	96.592959
910.936000	95.707746
912.068000	95.931567
913.200000	95.144779
914.332000	95.099883
915.464000	94.628636
916.596000	94.939425
917.728000	95.404633
918.860000	96.167675
919.992000	97.108184
921.124000	97.853175
922.256000	98.507091
923.388000	99.108386
924.520000	99.606424
925.652000	99.982692
926.784000	100.150007
927.916000	99.999542
929.048000	99.503197
930.180000	98.383411
931.312000	96.861531
932.444000	94.921325
933.576000	92.502956
934.708000	89.236446
935.840000	84.972306
936.972000	80.131277
938.104000	74.854888
939.236000	69.335922
940.368000	63.647182
941.500000	57.834972
942.632000	52.037204
943.764000	46.415377
944.896000	41.016018
946.028000	35.907429
947.160000	31.098905
948.292000	26.554952
949.424000	22.412205
950.556000	18.880177
951.688000	16.204747
952.820000	14.288764
953.952000	13.444514
955.084000	13.208138
956.216000	13.232263
957.348000	13.432221
958.480000	14.538679
959.612000	16.000181
960.744000	17.567088
961.876000	18.992617
963.008000	20.489872
964.140000	22.126277
965.272000	23.951095
966.404000	26.052265
967.536000	28.737917
968.668000	31.857006
969.800000	35.602455
970.932000	40.142492
972.064000	45.274667
973.196000	50.756197
974.328000	56.268336
975.460000	61.422156
976.592000	66.296794
977.724000	71.070467
978.856000	75.649596
979.988000	80.000221
981.120000	84.001419
982.252000	87.339001
983.384000	90.032469
984.516000	92.275399
985.648000	93.200873
986.780000	93.820849
987.912000	92.599987
989.044000	88.575257
990.176000	82.322520
991.308000	75.162366
992.440000	66.953019
993.572000	58.726747
994.704000	50.922482
995.836000	46.947523
996.968000	43.540881
998.100000	42.922741
999.232000	44.389157
1000.364000	50.431852
1001.496000	57.791947
1002.628000	64.973330
1003.760000	72.018591
1004.892000	77.458271
1006.024000	79.062764
1007.156000	82.563142
1008.288000	87.695710
1009.420000	92.595381
1010.552000	100.540817
1011.684000	110.966952
1012.816000	122.397767
