gene_id	U4-CCD30-1	U2-CCD30-2	U1-cTAL30-1	C2-cTAL30-1	C1-CCD30-1
ENSRNOG00000048533_AABR07004025.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000055492_7SK	0.00	0.00	0.00	0.00	1.36
ENSRNOG00000039740_Cenpk	2.10	4.65	1.16	1.77	2.39
ENSRNOG00000053318_AABR07052510.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000048242_Txlna	5.24	0.11	6.36	7.23	4.23
ENSRNOG00000015328_AABR07060577.1	0.00	0.63	0.00	0.00	0.47
ENSRNOG00000001704_Runx1	0.35	0.22	0.00	0.07	0.69
ENSRNOG00000020086_Aar2	14.89	4.27	13.73	15.33	16.14
ENSRNOG00000021357_AC118772.2	0.00	0.00	0.00	0.76	0.00
ENSRNOG00000053373_AC140765.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000050605_Olr383	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000047322_Crb3	95.37	74.40	65.98	101.69	97.28
ENSRNOG00000021181_Sf3b4	39.01	9.58	27.41	29.91	43.76
ENSRNOG00000003224_Nudt16l1	41.73	22.51	36.44	38.82	42.03
ENSRNOG00000001575_Grik1	0.00	0.00	0.00	0.03	0.00
ENSRNOG00000015967_Sh3bgrl3	467.47	1079.34	65.03	89.45	516.52
ENSRNOG00000052155_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000012881_Fgl2	0.38	0.22	0.77	0.59	0.09
ENSRNOG00000046570_AABR07039461.1	0.61	0.00	0.00	0.00	0.00
ENSRNOG00000037299_Smpd5	1.59	0.00	0.95	0.81	0.90
ENSRNOG00000016829_Isoc2b	66.60	63.68	85.95	97.89	72.44
ENSRNOG00000017172_Mvb12b	0.83	0.20	0.56	0.58	1.22
ENSRNOG00000008232_Spaca1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000051084_LOC103695128	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000028578_AABR07044065.1	0.00	1.07	0.00	1.86	4.24
ENSRNOG00000036842_Smug1	8.25	1.13	6.06	5.39	5.41
ENSRNOG00000002014_Stap1	5.43	5.02	1.58	0.54	5.78
ENSRNOG00000050697_Ctsz	25.86	10.33	28.99	26.61	23.37
ENSRNOG00000030414_Taar8a	0.00	0.00	0.00	0.04	0.08
ENSRNOG00000012807_C1qa	8.47	2.34	16.14	9.49	2.88
ENSRNOG00000058065_AABR07061507.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000046599_Klhdc4	0.00	0.00	0.00	0.00	2.37
ENSRNOG00000019643_Pcyox1l	21.37	4.59	2.51	3.94	23.99
ENSRNOG00000046007_Cldn3	58.79	19.75	28.34	48.22	39.61
ENSRNOG00000000070_LOC100910207	11.59	1.36	0.00	1.27	10.74
ENSRNOG00000051529_Opn1mw	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000059483_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000022232_Bhlha9	0.00	0.00	0.00	0.00	0.34
ENSRNOG00000047765_AABR07010682.1	0.13	0.25	0.01	0.28	0.28
ENSRNOG00000002050_Igfbp7	43.39	96.60	49.28	23.61	151.77
ENSRNOG00000006589_Mif	359.69	537.93	368.11	405.21	393.64
ENSRNOG00000012176_Rab27b	2.54	0.64	7.50	4.47	3.00
ENSRNOG00000054783_AABR07017141.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000055401_Kcnc1	0.00	0.01	0.01	0.03	0.14
ENSRNOG00000026440_RGD1559891	0.00	0.00	8.75	1.21	0.00
ENSRNOG00000028411_Pcnp	53.70	28.88	35.55	41.67	39.43
ENSRNOG00000032788_Dysf	0.20	0.03	4.32	1.75	0.70
ENSRNOG00000024204_Ifne	0.00	0.49	0.00	0.00	0.25
ENSRNOG00000059034	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000021814_Tnfrsf25	0.00	0.00	0.04	0.09	0.10
ENSRNOG00000006623_Cd302	9.96	18.73	15.85	4.49	7.69
ENSRNOG00000051885_LOC100360413	234.25	180.30	210.79	210.70	237.85
ENSRNOG00000043345_Rnf168	6.21	1.95	4.86	5.12	3.23
ENSRNOG00000016971_Zfp612	7.05	0.97	7.06	8.63	6.03
ENSRNOG00000053566_AC112531.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000018111_Slc12a5	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000038744_AABR07025819.1	0.73	0.00	1.29	2.80	1.46
ENSRNOG00000022718_AC094246.2	0.14	0.00	0.00	0.00	0.61
ENSRNOG00000022791_AABR07064386.1	1.28	0.27	0.00	0.00	1.33
ENSRNOG00000060188_AC141526.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000015866_Hint2	235.69	318.87	271.25	309.65	223.09
ENSRNOG00000052802_Aldoa	2528.83	1224.43	1716.98	2193.69	3565.81
ENSRNOG00000057344_AABR07051733.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000008439_Gprc5d	0.00	0.00	0.00	0.00	0.06
ENSRNOG00000058469_7SK	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000051899_AABR07000159.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000008025_Bend5	10.30	4.38	4.42	4.21	13.61
ENSRNOG00000008411_Sec23b	87.69	24.39	55.82	64.18	73.84
ENSRNOG00000050490_Mir3064	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000057943_AABR07058884.2	6.54	4.27	8.13	10.51	11.92
ENSRNOG00000055157_Pard6g	0.40	0.00	0.18	0.11	0.29
ENSRNOG00000054884	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000004139_Ndel1	34.53	4.80	21.13	24.64	23.03
ENSRNOG00000006305_Slc38a2	35.58	9.24	37.20	32.85	35.60
ENSRNOG00000039576_Suv39h1l1	3.09	1.51	2.39	4.40	2.84
ENSRNOG00000028581_Ccdc138	13.17	2.76	4.57	7.20	8.49
ENSRNOG00000006884_RGD1563263	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000058077_AABR07001068.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000060789_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000015158_Pikfyve	1.63	0.38	1.97	0.97	2.09
ENSRNOG00000055187_AABR07026002.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000054595_LOC100910543	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000041608_AC123095.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000017418_Rps3	296.25	407.02	308.36	285.92	276.09
ENSRNOG00000060838_AABR07021355.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000017689_Itih3	0.00	0.02	0.00	0.00	0.03
ENSRNOG00000040532_5S_rRNA	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000055821_AABR07003349.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000021130_Abcc8	0.05	0.00	0.04	0.07	0.11
ENSRNOG00000016792_LOC103689989	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000056380_AABR07060940.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000052123_U1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000001765_Slc51a	0.51	0.73	16.69	1.31	0.44
ENSRNOG00000061810_AABR07062026.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000042579_AABR07072078.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000008741_Camsap2	1.93	1.03	3.25	2.50	2.55
ENSRNOG00000046239_LOC100909612	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000060683_AABR07070161.6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000060506_AABR07072667.1	0.00	0.00	0.93	0.00	0.00
ENSRNOG00000012208_Itgb7	0.25	0.00	0.16	0.07	0.21
ENSRNOG00000046967_Olr1416	0.00	0.00	0.00	0.30	0.00
ENSRNOG00000054172_Ctnnb1	63.54	2.31	23.87	31.60	56.98
ENSRNOG00000007256_Necab1	0.01	0.00	0.00	0.06	0.05
ENSRNOG00000003071_Vamp4	23.62	13.51	14.72	18.80	20.87
ENSRNOG00000011824_Trh	0.10	0.04	0.00	0.06	0.00
ENSRNOG00000017291_Sord	25.58	9.38	112.39	82.48	40.08
ENSRNOG00000042494_RGD1307916	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000054481_AABR07054703.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000039783_AC094217.1	22.56	40.57	19.74	24.71	11.53
ENSRNOG00000028044_Rhox11	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000058319_7SK	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000020255_Sars1	96.32	28.82	72.61	85.10	74.99
ENSRNOG00000061341_LOC108350528	0.13	0.00	0.12	0.00	0.00
ENSRNOG00000009808_Ift80	16.29	3.23	10.91	14.69	12.02
ENSRNOG00000001259_Cux2	0.10	0.00	0.00	0.00	0.13
ENSRNOG00000062211_AABR07072853.3	0.00	0.00	0.22	0.00	0.00
ENSRNOG00000018960_AABR07001382.1	1.22	1.06	1.41	1.16	3.23
ENSRNOG00000040314_AABR07034637.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000006399_Synj2bp	11.76	12.16	17.18	16.55	13.00
ENSRNOG00000053420_AABR07062400.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000049324_Tspan4	1.17	1.49	1.55	0.73	1.52
ENSRNOG00000002948_Abcc3	0.92	0.00	0.57	0.31	0.50
ENSRNOG00000016498_AABR07004112.1	4.13	0.52	4.86	4.84	3.98
ENSRNOG00000055822_Xlr4a	0.00	0.00	0.08	0.29	0.00
ENSRNOG00000016054_Tab2	1.80	1.52	2.35	2.27	3.39
ENSRNOG00000060325_Lefty2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000059453_Fcsk	4.94	0.39	2.67	1.86	3.43
ENSRNOG00000012053_S100a16	156.43	185.61	104.80	130.31	170.20
ENSRNOG00000057300_AC105645.4	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000018317_Aak1	0.22	0.00	0.09	0.08	0.30
ENSRNOG00000001271_Card6	3.75	0.93	0.74	0.18	3.10
ENSRNOG00000025327_Tert	0.87	0.00	0.22	0.25	1.20
ENSRNOG00000047623_Olr219	0.00	1.35	0.00	0.00	0.00
ENSRNOG00000024779_Polr2b	28.73	6.89	18.75	26.11	22.98
ENSRNOG00000052109_AABR07043389.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000004311_Gpr182	0.10	0.05	2.48	0.99	0.32
ENSRNOG00000050552_AABR07053516.1	13.78	3.52	19.91	18.87	11.82
ENSRNOG00000051197_AABR07039325.1	0.00	0.42	0.00	0.00	0.00
ENSRNOG00000001647_Ets2	4.02	1.13	0.99	0.95	3.56
ENSRNOG00000002186_Nudt9	32.60	8.53	5.91	8.86	33.81
ENSRNOG00000023861_Snap91	0.00	0.25	0.15	0.18	0.03
ENSRNOG00000012722_Ppdpf	98.36	205.25	114.75	127.78	148.90
ENSRNOG00000015397_Cpne7	1.47	0.28	1.94	0.64	2.57
ENSRNOG00000007977_Olr424	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000050956_Mir6330	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000019093_Nrg2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000051361_AABR07010033.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000011794_Tcea3	13.11	6.79	2.65	2.28	15.60
ENSRNOG00000053166_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000000964_AABR07036087.1	3.43	2.96	3.07	2.79	1.60
ENSRNOG00000049878_Sytl2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000046658_Omd	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000017367_Pabpc6	0.04	0.00	0.00	0.26	0.07
ENSRNOG00000007584_Ehd4	26.48	6.00	11.26	7.05	17.37
ENSRNOG00000054399_Olr407	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000021011_Fut2	0.00	0.21	0.00	0.07	0.31
ENSRNOG00000010171_Elk1	2.99	0.58	1.89	1.08	3.02
ENSRNOG00000005792_Ankef1	0.00	0.00	0.00	0.00	0.02
ENSRNOG00000004679_Fign	0.33	0.01	0.22	0.15	0.76
ENSRNOG00000010316_Magohb	14.74	29.30	6.15	11.20	14.87
ENSRNOG00000018956_Olr287	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000047618_LOC103690050	1.43	0.96	0.94	1.60	1.44
ENSRNOG00000019037_AABR07008724.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000032535_Olr807	0.00	0.00	0.40	0.00	0.10
ENSRNOG00000051149_AC122631.1	0.00	0.00	0.00	0.00	0.17
ENSRNOG00000056716_Zbtb20	45.98	4.32	23.11	22.14	37.21
ENSRNOG00000050849_Leprot	55.84	36.30	47.95	47.06	60.36
ENSRNOG00000034000_AABR07002659.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000012576_Selenos	146.56	169.89	119.23	144.82	112.76
ENSRNOG00000038607_Tmem86b	0.00	0.00	0.88	0.10	0.10
ENSRNOG00000014415_Hsbp1	535.40	569.46	394.06	461.73	498.52
ENSRNOG00000055491_AABR07034038.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000045894_AABR07036972.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000039786_Msmb	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000053665_AABR07036336.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000052484	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000053198_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000014274_Trit1	14.62	3.43	9.51	11.80	14.23
ENSRNOG00000050753_5S_rRNA	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000010989_Ipo5	21.10	2.60	17.62	22.48	16.56
ENSRNOG00000042826_Zfp52	6.05	3.24	3.56	3.26	5.50
ENSRNOG00000027590_Jakmip3	0.02	0.00	0.00	0.00	0.07
ENSRNOG00000021345_Timd2	6.87	5.13	7.87	8.95	4.16
ENSRNOG00000019184_Npr3	0.03	0.00	0.00	0.00	0.04
ENSRNOG00000055526_AC126292.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000012213_Nthl1	8.89	9.69	14.24	15.06	12.65
ENSRNOG00000049255_LOC100911837	0.51	0.56	0.63	0.73	1.25
ENSRNOG00000052002_AABR07010468.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000003709_Kmo	2.57	2.18	18.71	14.55	4.74
ENSRNOG00000012763_Cwf19l1	0.76	0.32	0.57	0.72	0.67
ENSRNOG00000011991_Slc10a7	5.22	1.20	5.94	4.80	5.12
ENSRNOG00000004214_Rpl26	409.11	860.01	387.77	403.14	369.67
ENSRNOG00000027002_NEWGENE_1310139	0.41	0.02	0.70	1.31	0.35
ENSRNOG00000003955_Spata7	23.42	3.25	17.80	16.88	18.60
ENSRNOG00000056797_AABR07056637.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000045768_AABR07039506.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000000281_Prodh1	2.58	0.35	13.24	32.13	4.83
ENSRNOG00000010545_Mrap2	0.06	0.00	0.00	0.00	0.00
ENSRNOG00000024068_RGD1564955	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000044036_5S_rRNA	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000016700_Tcf21	0.43	0.36	11.82	3.89	1.26
ENSRNOG00000009360_Sh3bp1	0.33	0.25	1.04	2.00	0.48
ENSRNOG00000041490_AABR07068084.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000009891_Pcf11	2.90	1.11	1.59	1.38	4.66
ENSRNOG00000006118_Klf10	20.73	4.70	19.79	12.88	19.14
ENSRNOG00000020753_Bnip1	30.41	38.78	22.93	32.09	21.15
ENSRNOG00000060662_Pou4f1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000046600_AABR07015066.1	3.65	0.41	3.22	1.42	1.66
ENSRNOG00000034028_Olr660	0.00	0.00	0.00	0.51	0.00
ENSRNOG00000024685_Tas2r7l	0.00	0.00	0.00	0.10	0.00
ENSRNOG00000008258_Fnbp1	1.85	0.48	2.47	2.90	1.04
ENSRNOG00000053361_Olr444	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000010486_Mpp4	0.10	0.00	0.03	0.04	0.16
ENSRNOG00000052299_AABR07061807.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000051007_AABR07054586.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000020057_Tex101	0.00	0.05	0.00	0.25	0.09
ENSRNOG00000057190_AC114111.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000023342_Prr27	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000035633_Mir142	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000005620_Lcp2	0.38	0.00	1.13	1.21	0.12
ENSRNOG00000001396_Mospd3	39.65	24.75	34.72	39.87	46.69
ENSRNOG00000053696_AC135294.1	0.00	0.00	0.00	0.00	75.82
ENSRNOG00000023794_Mei4	0.00	0.00	0.00	0.07	0.05
ENSRNOG00000039058_Prl2c1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000004518_Cacnb1	0.26	0.03	0.10	0.22	0.21
ENSRNOG00000053443_SNORD36	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000061284_7SK	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000009768_LOC100912228	0.00	0.00	1.16	0.00	0.00
ENSRNOG00000054113_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000027843_Kir3dl1	0.00	0.00	0.00	0.00	0.07
ENSRNOG00000055148_AABR07031588.1	0.04	0.29	0.15	0.16	0.19
ENSRNOG00000014204_Pacsin3	15.31	4.37	17.19	20.94	12.06
ENSRNOG00000056788_AABR07070901.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000046414_Vwa5a	26.48	0.25	19.53	21.73	17.67
ENSRNOG00000057114_AABR07032116.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000029855_Letmd1	34.40	4.72	12.95	18.90	34.43
ENSRNOG00000010682_Clcn3	108.99	12.65	17.72	19.91	87.22
ENSRNOG00000002783_Serpinc1	0.68	0.12	32.60	1.11	1.18
ENSRNOG00000041435_AABR07039202.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000004360_Gemin2	20.48	14.85	15.21	17.76	18.92
ENSRNOG00000012526_Olr1609	0.00	0.00	0.00	0.19	0.19
ENSRNOG00000010452_Cycs	1262.84	2335.13	2065.11	1942.83	1336.42
ENSRNOG00000003081_Ribc1	9.05	6.55	7.23	9.43	9.13
ENSRNOG00000013865_Zmym6	4.38	2.19	4.56	4.05	4.20
ENSRNOG00000062083_AABR07049773.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000007663_LOC100911372	348.10	646.09	354.66	391.19	322.79
ENSRNOG00000016760_Kctd19	0.09	0.00	0.07	0.19	0.04
ENSRNOG00000037710_Calr4	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000031423_LOC108350226	0.00	0.00	0.03	0.00	0.00
ENSRNOG00000032578_AY172581.17	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000055835_AABR07065818.1	0.00	0.26	0.00	0.00	0.00
ENSRNOG00000006625_AABR07030125.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000004373_Ddx39a	31.36	13.80	22.34	26.25	35.03
ENSRNOG00000037238_Mrm3	11.12	1.30	9.27	14.60	13.18
ENSRNOG00000018791_Dnlz	67.47	64.62	62.72	86.44	71.59
ENSRNOG00000013669_Pik3r4	12.55	1.80	8.46	9.38	11.29
ENSRNOG00000051581_AC121415.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000033152_Rps18l1	91.53	157.41	110.41	97.05	91.43
ENSRNOG00000041899_AC135310.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000053208_AC109901.1	0.00	0.00	0.00	0.77	0.00
ENSRNOG00000048008_AABR07049190.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000024832_Gpr158	0.00	0.00	0.00	0.02	0.00
ENSRNOG00000060938_AC097791.4	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000024960_Smco1	0.00	0.05	0.00	0.00	0.00
ENSRNOG00000026040_Prss53	0.13	0.00	5.68	4.61	0.19
ENSRNOG00000008565_Nkiras1	5.29	1.86	9.82	9.08	5.19
ENSRNOG00000001003_Trappc5	80.03	84.33	44.54	68.59	85.10
ENSRNOG00000056171_AC107505.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000022252_Kbtbd3	3.65	2.14	4.70	4.95	3.30
ENSRNOG00000055967_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000014424_RGD1563354	0.04	0.00	0.22	0.55	0.00
ENSRNOG00000055983_AABR07002258.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000042473_Krtap17-1	0.00	0.00	0.00	0.00	0.16
ENSRNOG00000003928_Tmco1	209.23	218.20	134.36	137.98	195.69
ENSRNOG00000014104_Myo5b	3.29	1.47	2.60	2.01	4.41
ENSRNOG00000010224_Rab30	14.75	9.81	3.41	4.56	16.35
ENSRNOG00000000589_RGD1310495	0.79	0.34	4.27	5.81	1.70
ENSRNOG00000061134_7SK	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000009620_Cybrd1	0.28	0.20	0.95	0.51	0.72
ENSRNOG00000018977_Ap3d1	11.22	3.82	6.96	7.93	20.25
ENSRNOG00000005018_Scn2a	0.04	0.02	0.05	0.13	0.02
ENSRNOG00000052351_AABR07019269.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000001086_Vps37b	17.90	3.08	1.11	1.16	20.94
ENSRNOG00000054177_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000005724_LOC100910771	2.55	1.77	2.46	1.95	4.63
ENSRNOG00000012147_Nop14	6.91	4.96	3.73	4.63	6.67
ENSRNOG00000042990_AABR07021804.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000007323_Ric8b	9.17	0.08	2.72	2.60	4.78
ENSRNOG00000020583_Fcgrt	73.27	15.14	96.47	112.62	67.58
ENSRNOG00000004537_Rxrg	0.07	0.18	2.86	0.62	0.79
ENSRNOG00000029493_AABR07010524.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000055692_U4	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000057238_AABR07031165.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000050453_AABR07002848.1	0.00	0.00	0.00	0.00	0.50
ENSRNOG00000054430_AABR07061780.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000054435_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000049807_LOC100912580	0.00	0.00	0.00	0.17	0.28
ENSRNOG00000029450_AABR07058422.1	0.17	0.00	0.00	0.00	0.06
ENSRNOG00000057855_F5	0.22	0.23	5.66	5.03	0.31
ENSRNOG00000060848_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000057184_AABR07053849.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000048985_LOC100910575	33.71	0.00	0.00	0.00	24.84
ENSRNOG00000058518_AABR07000521.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000045061_AABR07050457.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000057695_7SK	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000054450_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000052520_AABR07072195.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000008067_Rcor1	1.91	1.56	0.32	0.70	1.79
ENSRNOG00000002094_Atg3	108.48	82.66	19.31	23.13	115.57
ENSRNOG00000013238_Tmem14a	61.73	71.66	48.19	55.58	56.67
ENSRNOG00000002321_AABR07039541.1	6.77	1.13	1.49	1.45	7.55
ENSRNOG00000053355_7SK	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000047616_AABR07001967.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000054236_AABR07016573.1	0.00	0.00	0.00	0.19	0.00
ENSRNOG00000003855_Dnaja3	107.53	9.50	113.59	116.74	111.60
ENSRNOG00000039447_Pate4	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000006350_Tle6	3.70	0.19	1.05	0.46	2.75
ENSRNOG00000046143_Pgap3	6.29	0.66	6.09	6.82	10.37
ENSRNOG00000055775_AC098008.4	0.00	0.00	0.00	0.00	0.11
ENSRNOG00000006901_Cd320	84.97	70.22	65.83	89.33	83.56
ENSRNOG00000009739_Washc5	18.25	3.07	17.75	16.89	12.97
ENSRNOG00000047004_LOC100365450	0.00	0.00	0.00	0.27	0.00
ENSRNOG00000062044_AABR07041246.1	0.00	0.00	0.00	0.14	0.00
ENSRNOG00000058988_AABR07030471.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000050188_AABR07030603.1	0.00	0.00	0.00	1.78	0.00
ENSRNOG00000021143_Setdb1	7.21	1.79	6.06	6.56	6.31
ENSRNOG00000053459_AABR07017617.1	0.09	0.00	0.00	0.00	0.00
ENSRNOG00000029106_Usp26	0.01	0.00	0.16	0.19	0.00
ENSRNOG00000035491_Mir137	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000060895_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000017959_Cfap100	0.09	0.00	0.00	0.21	0.11
ENSRNOG00000057607_AABR07061057.3	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000022260_Senp1	2.53	0.23	1.75	2.49	2.70
ENSRNOG00000054499_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000046827_AABR07058002.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000016413_Pstpip1	0.54	0.00	0.85	0.83	0.04
ENSRNOG00000009912_Fgr	2.33	0.61	3.27	3.39	2.80
ENSRNOG00000060208_AABR07051438.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000046309_Gpr68	0.00	0.00	0.00	0.11	0.14
ENSRNOG00000039832_Gpr12	0.00	0.00	0.00	0.00	0.18
ENSRNOG00000051271_AABR07021571.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000048430_Myo18b	0.01	0.01	0.02	0.00	0.00
ENSRNOG00000056914_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000010681_Pitx2	0.00	0.00	0.46	0.21	0.18
ENSRNOG00000060386_AC135285.4	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000027405_Ccp110	2.76	0.34	1.41	2.45	2.04
ENSRNOG00000051989_AABR07069227.1	4.35	2.35	0.90	1.14	5.72
ENSRNOG00000002831_Wfikkn2	0.02	0.00	0.00	0.36	0.04
ENSRNOG00000019179_Ggta1	0.78	0.41	35.58	29.12	1.10
ENSRNOG00000019990_Rex1bd	27.69	47.38	13.71	24.59	28.03
ENSRNOG00000016991_Arl2bp	22.69	28.72	6.93	7.93	36.21
ENSRNOG00000009995_Rapgef6	2.07	0.34	2.19	1.63	2.35
ENSRNOG00000048926_LOC100912450	0.11	0.00	0.00	0.05	0.00
ENSRNOG00000054442_AABR07036407.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000023589_Gpr107	4.44	1.13	3.68	3.33	4.95
ENSRNOG00000003209_Pcp4l1	0.05	0.77	2.62	5.81	0.63
ENSRNOG00000055854_AABR07051403.1	0.00	0.05	0.00	0.00	0.08
ENSRNOG00000029787_Olr418	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000031431_Cdca8	7.14	1.49	5.37	8.42	7.03
ENSRNOG00000013971_Psat1	23.74	7.71	35.87	16.80	31.16
ENSRNOG00000057879_AABR07044408.2	0.00	0.00	0.21	0.26	0.52
