gene_id	U4-CCD30-1	U2-CCD30-2	U1-cTAL30-1	C2-cTAL30-1	C1-CCD30-1
ENSRNOG00000033350_Olr119	0.00	0.00	0.08	0.00	0.00
ENSRNOG00000059513_LOC102547412	0.00	0.04	0.00	0.00	0.03
ENSRNOG00000051292_AABR07021596.2	0.00	0.00	2.96	3.76	0.00
ENSRNOG00000018005_Duoxa1	0.00	0.00	0.07	0.18	0.00
ENSRNOG00000038397_AABR07073531.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000038976_Galntl6	0.17	0.00	0.00	0.00	0.06
ENSRNOG00000011231_Cntnap4	0.02	0.00	0.23	0.00	0.02
ENSRNOG00000029235_Sfmbt2	0.02	0.00	0.00	0.08	0.00
ENSRNOG00000048226_Hmgn1	427.90	253.69	200.79	290.91	341.38
ENSRNOG00000011068_Papss2	0.88	0.08	29.18	29.28	1.07
ENSRNOG00000061640_AABR07061630.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000057640_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000007091_Ly6e	15.84	14.09	119.91	49.00	30.30
ENSRNOG00000050388_AABR07017868.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000049768_Adcy9	1.38	0.92	0.36	0.14	2.29
ENSRNOG00000013451_Drosha	3.64	1.68	3.11	3.07	4.86
ENSRNOG00000037500_Pus1	6.73	3.31	4.30	5.18	8.59
ENSRNOG00000053264_AABR07051215.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000013395_Pglyrp1	0.96	0.82	0.19	0.35	0.96
ENSRNOG00000023768_Rundc1	10.27	0.74	1.09	1.56	18.16
ENSRNOG00000019579_Edc3	11.88	2.21	8.05	9.49	14.36
ENSRNOG00000004449_E2f6	14.41	7.68	7.65	7.53	29.96
ENSRNOG00000019439_Polr2g	135.26	192.49	71.55	105.27	121.68
ENSRNOG00000047625_Atg4d	36.92	12.72	6.67	12.50	50.15
ENSRNOG00000061676_AABR07046713.3	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000021724_Ptprcap	1.43	0.08	1.59	2.54	0.25
ENSRNOG00000059132_AABR07054088.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000057568	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000015036_Ccn2	8.95	10.61	3.13	2.80	8.52
ENSRNOG00000021119_Pdcd2l	12.81	9.60	2.57	3.07	16.14
ENSRNOG00000008055_Ccne2	0.87	1.29	2.13	2.79	2.85
ENSRNOG00000017708_AABR07073038.1	82.97	54.13	48.21	72.73	99.71
ENSRNOG00000056693_U1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000055831_AABR07003463.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000048823_AABR07007146.1	0.00	0.00	0.32	0.30	0.00
ENSRNOG00000003143_RGD1310166	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000061225_AABR07060364.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000014450_Shprh	3.39	1.57	2.73	3.53	4.25
ENSRNOG00000059416_AC115159.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000015248_Abca12	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000050855_LOC100911994	5.76	0.00	2.25	4.74	3.72
ENSRNOG00000047594_LOC108348069	1.81	0.30	1.26	1.27	1.98
ENSRNOG00000008081_Ddx27	15.48	4.15	10.84	11.85	13.77
ENSRNOG00000007576_Zfp597	2.80	0.09	2.65	2.83	1.82
ENSRNOG00000054288_AABR07008126.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000013894_Gpr87	0.00	0.00	0.00	0.00	0.33
ENSRNOG00000014052_Ccna1	0.39	0.00	1.36	0.35	0.04
ENSRNOG00000032102_Olr422	0.00	0.00	0.16	0.78	0.60
ENSRNOG00000055340_Ski	1.28	0.16	0.40	0.80	1.13
ENSRNOG00000054888_AABR07007566.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000056125_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000015994_Cd3d	0.58	0.00	0.13	0.95	0.16
ENSRNOG00000015690_Adad2	0.00	0.09	0.11	0.00	0.05
ENSRNOG00000014984_Dmwd	1.02	0.47	0.45	0.57	1.39
ENSRNOG00000002251_Sec31a	6.80	0.59	4.70	6.18	9.16
ENSRNOG00000031721_Dnajc30	28.44	28.70	31.63	37.19	38.41
ENSRNOG00000002781_Kdsr	23.71	3.62	26.58	22.13	21.51
ENSRNOG00000048268_AABR07015067.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000058718_AABR07026499.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000042389_Bcl10	52.75	46.67	43.17	46.70	47.14
ENSRNOG00000060622_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000047265_AABR07072805.1	0.00	0.00	0.00	0.10	0.00
ENSRNOG00000003597_Tuba4a	107.10	50.86	128.98	141.13	83.04
ENSRNOG00000008283_B4galt5	1.16	1.47	0.59	0.28	1.39
ENSRNOG00000038174_AABR07057322.1	0.00	0.00	0.00	0.53	0.42
ENSRNOG00000051365_AABR07038886.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000002192_Rell1	17.04	3.75	18.59	15.76	17.90
ENSRNOG00000021270_Trmt6	3.76	2.92	3.95	2.96	3.06
ENSRNOG00000004787_AABR07053185.1	7.30	3.72	3.71	5.35	9.01
ENSRNOG00000060639_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000052734_AABR07051310.1	0.18	0.00	0.00	0.18	0.00
ENSRNOG00000057915_U4	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000039528_Fam32a	59.42	51.67	49.30	58.78	55.15
ENSRNOG00000055436_U1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000050949_Ttc39c	0.26	1.71	1.20	0.04	1.52
ENSRNOG00000058748_Olr681	0.00	0.00	0.00	0.30	0.00
ENSRNOG00000051234_AABR07030147.1	3.88	0.25	3.32	2.52	1.53
ENSRNOG00000020105_Klhl30	3.12	0.25	2.51	1.93	2.45
ENSRNOG00000037436_Macc1	0.93	0.27	0.00	0.17	1.08
ENSRNOG00000002159_Gpat3	2.18	0.04	7.95	3.94	2.22
ENSRNOG00000022150_AABR07049524.1	0.00	0.00	0.00	2.05	0.00
ENSRNOG00000020531_Fen1	11.21	1.22	5.87	8.93	8.85
ENSRNOG00000060618_AABR07027267.1	0.00	0.02	0.00	0.02	0.03
ENSRNOG00000059414_Mir7578	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000054902_Trpc1	1.47	1.97	0.25	0.53	1.75
ENSRNOG00000049385_Adamtsl4	0.71	0.08	0.39	0.20	0.54
ENSRNOG00000057130_AC241950.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000018400_Golm1	15.82	4.73	32.01	38.37	15.52
ENSRNOG00000009965_Pih1d2	6.24	4.24	4.95	5.34	8.05
ENSRNOG00000048807_Vom1r81	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000003494_Ppfia4	0.01	0.01	0.17	0.18	0.06
ENSRNOG00000004405_Pigr	0.16	0.02	27.35	15.92	0.10
ENSRNOG00000029049_Zdhhc14	2.04	2.41	0.02	0.00	3.22
ENSRNOG00000058182_LOC103694889	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000047302_AC106605.1	0.48	0.10	0.25	0.52	1.25
ENSRNOG00000010475_Casp3	48.18	13.96	17.06	18.24	36.05
ENSRNOG00000007984_Amer1	0.75	0.32	0.70	0.56	0.50
ENSRNOG00000055246_Ncor1	4.97	2.70	5.05	4.46	6.70
ENSRNOG00000002185_Pgm2	51.49	16.99	21.91	24.51	46.00
ENSRNOG00000054118_Tpgs2	26.77	20.76	12.83	14.86	31.69
ENSRNOG00000028477_Med8	8.97	3.86	6.26	17.15	8.37
ENSRNOG00000031286_Spin2a	4.79	1.31	1.47	3.20	5.85
ENSRNOG00000004195_Dtl	1.02	0.64	1.18	1.10	1.99
ENSRNOG00000004310_Caskin2	10.50	1.10	12.29	16.71	10.76
ENSRNOG00000038218_Ndufc1	265.20	450.38	233.00	241.53	364.06
ENSRNOG00000017669_Chd1l	5.97	0.29	8.92	4.84	5.46
ENSRNOG00000031439_AC117869.1	4.53	12.18	5.64	2.57	3.66
ENSRNOG00000052477_Tbrg4	23.25	4.79	22.90	30.71	25.33
ENSRNOG00000016150_Ifrd2	7.17	2.32	6.57	12.48	8.26
ENSRNOG00000048383_Olr550	0.00	0.00	0.00	0.06	0.00
ENSRNOG00000061816_AABR07027870.2	0.63	0.05	0.26	0.51	0.19
ENSRNOG00000042015_5S_rRNA	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000047251_AABR07035260.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000047969_Prss21	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000002461_Nid1	10.52	2.71	46.17	41.50	9.54
ENSRNOG00000012134_Scn4a	0.00	0.00	0.00	0.00	0.09
ENSRNOG00000056421_AABR07052897.2	0.00	0.00	0.47	0.71	0.37
ENSRNOG00000057143_AC128859.6	0.00	0.41	0.00	0.00	0.05
ENSRNOG00000015893_Olr106	0.00	0.00	0.00	0.00	0.19
ENSRNOG00000046966_Mir3085	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000000572_Chst3	0.00	0.05	0.07	0.02	0.11
ENSRNOG00000016069_Cd3e	1.26	0.00	0.00	0.89	0.33
ENSRNOG00000009354_Nrarp	0.14	0.31	0.02	0.00	0.17
ENSRNOG00000014064_Ctsh	2048.99	897.84	933.37	220.59	1611.05
ENSRNOG00000005742_Olr584	0.00	0.00	0.00	0.20	0.31
ENSRNOG00000013147_Cacna1d	1.41	0.62	0.39	0.48	1.91
ENSRNOG00000061530_Fgf16	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000029737_AABR07063959.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000036693_Slc25a10	114.53	24.14	165.44	241.43	135.20
ENSRNOG00000050192_AABR07036642.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000015336_Isl2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000058402_AABR07010570.1	2.00	0.53	2.87	2.93	2.96
ENSRNOG00000017804_Septin1	6.32	6.83	5.33	6.85	6.00
ENSRNOG00000046368_Dusp14l1	0.00	0.00	0.00	0.34	0.00
ENSRNOG00000061774_AABR07002910.1	0.00	0.08	0.00	0.06	0.20
ENSRNOG00000054223_AABR07029866.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000029862_Spc24	13.16	21.60	10.00	12.32	14.02
ENSRNOG00000049827_Arl14	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000030020_Alpi	0.00	0.00	0.00	0.00	0.10
ENSRNOG00000051350_AABR07002945.3	0.00	0.00	0.00	0.00	3.57
ENSRNOG00000020435_Terf2	1.59	0.61	0.74	0.79	3.19
ENSRNOG00000060584_AABR07064727.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000018899_C5	0.21	0.04	21.06	17.69	0.53
ENSRNOG00000002768_Tmem114	0.00	0.00	0.04	0.00	0.00
ENSRNOG00000039415_Fchsd1	1.38	0.11	2.06	1.03	0.96
ENSRNOG00000028357_Lrrc14b	0.21	0.00	0.28	0.21	0.20
ENSRNOG00000001691_Cldn14	0.00	0.00	2.26	2.03	0.00
ENSRNOG00000051613_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000017519_LOC102557244	0.00	0.00	0.00	0.11	0.12
ENSRNOG00000008849_Guca2a	358.19	506.81	0.86	0.21	322.20
ENSRNOG00000058841_Bag5l1	12.44	7.97	12.04	10.34	12.35
ENSRNOG00000015294_Paxx	56.29	74.53	48.04	47.82	59.19
ENSRNOG00000009431_Tbc1d4	0.41	0.19	1.82	1.10	0.55
ENSRNOG00000054828_AABR07051708.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000051057_AABR07039198.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000025181_Pigu	73.73	36.34	48.67	55.69	67.11
ENSRNOG00000058997_LOC100910193	0.00	0.00	0.10	0.00	0.00
ENSRNOG00000046535_Ppm1m	0.28	0.00	0.23	0.25	0.33
ENSRNOG00000039581_LOC689458	0.00	0.00	0.00	0.00	0.05
ENSRNOG00000058687_AABR07033027.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000061135_LOC103692869	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000007227_Mien1	316.37	398.53	149.45	192.03	281.01
ENSRNOG00000062108_Tomm5	46.24	85.29	57.17	52.69	32.51
ENSRNOG00000051903_U7	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000013588_Glra1	0.00	0.00	0.08	0.00	0.00
ENSRNOG00000049201_5S_rRNA	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000005767_Tulp3	7.71	1.21	7.04	10.12	6.48
ENSRNOG00000004415_Togaram1	5.50	2.16	3.49	3.98	4.41
ENSRNOG00000050781_NEWGENE_735020	0.00	1.52	0.00	1.82	2.19
ENSRNOG00000006554_Fam149b1	32.13	7.77	12.08	13.79	35.82
ENSRNOG00000012015_Lrrc49	3.65	0.46	2.09	2.39	2.99
ENSRNOG00000056218_AABR07000639.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000058450_LOC102551100	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000048973_NEWGENE_1306399	0.49	0.00	0.60	0.20	0.83
ENSRNOG00000053764_SNORD33	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000052454_AABR07052350.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000005673_Runx1t1	0.01	0.11	0.21	0.24	0.14
ENSRNOG00000004968_Ncapg2	0.79	0.56	0.84	1.27	1.08
ENSRNOG00000004314_Ppm1h	4.58	2.49	2.43	3.27	4.17
ENSRNOG00000020056_Retreg3	4.27	1.46	3.81	3.19	2.40
ENSRNOG00000014610_Anpep	16.50	3.15	18.47	1.36	22.98
ENSRNOG00000005956_Erich5	0.35	0.36	0.06	0.00	0.81
ENSRNOG00000058958_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000059040_7SK	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000046674_AABR07052831.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000055152_AABR07044173.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000053747_AABR07054562.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000054359_Vom1r75	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000061786_AABR07032724.3	0.00	0.09	0.00	0.00	0.00
ENSRNOG00000057151_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000051618_AABR07028213.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000032208_Eda	0.07	0.00	0.03	0.08	0.00
ENSRNOG00000047721_LOC103690041	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000031358_Rplp0l1	0.00	0.00	0.00	0.00	0.25
ENSRNOG00000022426_LOC102546864	0.25	0.42	0.22	0.82	0.28
ENSRNOG00000061776_Olr1051	0.00	0.92	0.00	0.40	0.93
ENSRNOG00000002320_Commd8	61.76	29.43	67.40	68.13	63.37
ENSRNOG00000042601_Zglp1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000010841_Col8a2	0.00	0.03	0.28	0.09	0.11
ENSRNOG00000054297_Senp1	0.00	0.00	0.00	0.97	0.47
ENSRNOG00000051354_AABR07021579.1	0.00	0.00	0.00	0.00	0.82
ENSRNOG00000052331_AABR07013698.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000056574_Tigit	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000017007_Prl2b1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000058765_AABR07049520.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000018762_Rsph3	3.71	1.99	4.38	5.83	2.69
ENSRNOG00000002036_Paxbp1	2.64	4.09	1.70	1.26	3.13
ENSRNOG00000055418_AC096601.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000051032_AABR07038666.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000055269_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000020425_Stim1	15.03	2.18	1.24	1.26	14.79
ENSRNOG00000046915_Ceacam9	0.00	0.00	0.15	0.19	0.29
ENSRNOG00000060118_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000057183_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000029038_Gemin8	51.82	48.40	35.65	38.23	55.86
ENSRNOG00000012196_Asah2	0.84	0.10	1.22	1.23	1.57
ENSRNOG00000009401_Lmo2	0.56	0.14	2.71	1.49	1.84
ENSRNOG00000061633_U4	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000056322_AABR07071969.1	0.00	0.00	0.06	0.07	0.00
ENSRNOG00000033389_Susd2	0.47	0.30	27.29	1.45	0.84
ENSRNOG00000030162_AC114393.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000046638_LOC102555578	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000001873_P2rx6	0.16	0.02	0.00	0.00	0.00
ENSRNOG00000050468_AABR07005027.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000023271_Parl	67.92	49.09	68.55	73.72	59.86
ENSRNOG00000022860_Swi5	192.18	473.65	135.85	158.36	187.03
ENSRNOG00000016950_Otud1	0.52	0.08	0.38	0.11	0.60
ENSRNOG00000029658_Rnf213	0.48	0.02	0.51	0.52	0.40
ENSRNOG00000050700_AABR07037451.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000049794_Olr479	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000049511_AABR07066522.1	3.69	0.34	2.93	3.39	1.96
ENSRNOG00000055205_U2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000052092_AABR07049134.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000018943_Tnnc1	0.56	1.37	1.83	1.24	0.51
ENSRNOG00000052017_Dio3	0.00	0.03	0.00	0.04	0.00
ENSRNOG00000004727_Nup37	17.94	18.85	13.51	15.81	17.43
ENSRNOG00000061631_AC132635.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000031032_Hmgn3	111.92	124.91	66.21	120.25	92.13
ENSRNOG00000032516_AABR07049223.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000009814_Serpine3	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000048043_F2r	28.93	6.32	30.94	38.72	33.08
ENSRNOG00000050999_Mir149	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000021183_Rcor2l1	0.00	0.00	0.11	0.30	0.13
ENSRNOG00000008412_Gprc5a	0.55	0.00	0.75	0.17	0.39
ENSRNOG00000036951_Slc2a7	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000015071_Zim1	0.00	0.00	0.02	0.12	0.00
ENSRNOG00000046944_AC110709.1	9.87	23.08	22.17	16.04	0.00
ENSRNOG00000004826_Sos2	2.59	1.20	2.18	1.99	3.61
ENSRNOG00000001272_Mcm3ap	2.87	0.59	2.52	2.63	2.82
ENSRNOG00000059478	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000041577_AABR07032232.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000009568_Hdac1	123.87	57.69	66.39	88.87	127.06
ENSRNOG00000058271_Chpt1	3.92	5.35	4.00	3.02	9.25
ENSRNOG00000021405_Cyp2c7	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000001254_Col6a2	0.03	0.00	2.22	0.24	0.24
ENSRNOG00000035506_Mir326	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000046099_Olr1239	0.00	0.17	0.00	0.05	0.00
ENSRNOG00000033234_Ccrl2	0.42	2.38	2.25	0.46	0.26
ENSRNOG00000016451_Cd1d1	9.97	5.82	14.67	13.74	8.26
ENSRNOG00000053307_AABR07026915.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000050556_AABR07003935.15	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000059219_Myo15a	0.02	0.00	0.00	0.01	0.02
ENSRNOG00000053069_AABR07054565.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000059912_Y_RNA	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000010813_Tspan14	35.00	1.62	22.35	20.05	31.56
ENSRNOG00000014791_Peg3	4.34	1.95	4.25	6.15	4.01
ENSRNOG00000056930_AABR07055788.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000030152_AABR07009638.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000052220_Ccdc83	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000013641_Myo7a	0.00	0.00	0.23	0.13	0.05
ENSRNOG00000060686_LOC103693685	0.00	0.00	0.00	0.00	0.10
ENSRNOG00000024331_Upk1a	0.19	0.00	2.99	4.32	0.07
ENSRNOG00000032922_Dclk1	4.30	0.30	1.39	1.22	1.58
ENSRNOG00000059477	0.00	0.00	0.00	0.00	45.96
ENSRNOG00000047534_AABR07027447.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000038471_LOC500148	0.00	0.04	0.05	0.00	0.00
ENSRNOG00000030665_LOC498414	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000053516_AABR07044454.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000019080_Hsd3b7	20.31	4.69	17.84	23.42	23.91
ENSRNOG00000025034_RGD1304567	59.95	52.43	40.14	53.22	47.14
ENSRNOG00000017431_RGD1304884	1.06	0.11	0.74	0.76	1.16
ENSRNOG00000052609_LOC108348752	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000007972_Rbbp9	48.50	18.79	44.36	48.57	37.82
ENSRNOG00000004281_Cobl	3.67	2.89	3.37	2.94	5.92
ENSRNOG00000058279	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000051760_AABR07039438.2	0.00	0.00	0.00	0.62	0.00
ENSRNOG00000035644_Mir23a	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000048917_LOC100909604	0.00	0.00	0.00	0.33	0.30
ENSRNOG00000020295_Plekhn1	0.15	0.08	0.00	0.02	0.46
ENSRNOG00000005009_Zfp3	9.23	2.39	5.34	8.23	7.61
ENSRNOG00000007189_Ttc22	8.89	1.59	1.18	1.73	8.92
ENSRNOG00000057417_AABR07055035.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000016033_Endog	9.07	4.15	1.16	1.05	42.52
ENSRNOG00000031438_Spata19	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000058854_AABR07068657.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000014685_Nlrp6	0.00	0.07	0.00	0.00	0.00
ENSRNOG00000037801_LOC100360238	0.05	0.00	1.26	1.27	0.04
ENSRNOG00000060511_AABR07030443.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000056231_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000012841_Alg11	34.34	24.27	29.15	35.20	30.62
ENSRNOG00000000158_Cdo1	62.12	36.38	39.66	50.91	51.42
ENSRNOG00000016710_AABR07028779.1	0.00	0.00	0.00	0.35	0.00
ENSRNOG00000027623_LOC680039	5.46	1.52	5.62	5.43	6.89
ENSRNOG00000046061_LOC100911839	0.00	0.00	0.00	0.00	0.10
ENSRNOG00000057226_AABR07054662.1	0.00	0.23	0.00	0.00	0.12
ENSRNOG00000019180_Acsl4	15.46	10.59	21.96	29.24	11.05
ENSRNOG00000037415_AABR07002938.1	0.05	0.10	0.08	0.00	0.11
ENSRNOG00000061698_AABR07027811.4	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000032991_Rufy4	0.18	0.08	0.46	0.50	0.41
ENSRNOG00000027773_Ppp4r3a	7.18	2.59	4.78	4.51	10.51
ENSRNOG00000038376_AABR07060795.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000009063_Dnajc15	154.66	235.70	164.92	186.47	141.15
ENSRNOG00000028501_Zc3h18	6.12	0.87	5.17	6.53	5.42
ENSRNOG00000058836_AC094236.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000012934_Arhgef7	8.88	1.50	9.34	8.95	11.31
ENSRNOG00000007926_Map2k5	10.71	7.95	6.70	6.60	16.01
ENSRNOG00000020144_RGD1310127	18.25	3.05	11.62	17.93	17.22
ENSRNOG00000031974_Pcdh10	0.00	0.19	0.05	0.04	0.20
ENSRNOG00000030408_Dnajb12	17.68	5.93	15.55	16.88	19.56
ENSRNOG00000053556_AABR07013859.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000050149_AABR07059622.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000033642_AC122990.1	0.16	0.00	0.00	0.00	0.00
ENSRNOG00000019036_Ldhd	45.17	5.30	58.23	62.70	39.54
ENSRNOG00000018671_Commd4	125.27	201.78	99.36	116.31	144.86
ENSRNOG00000009269_Cga	38.08	53.15	0.00	0.37	30.55
ENSRNOG00000015860_Gipr	0.00	0.00	0.31	0.00	0.24
ENSRNOG00000036511_AABR07063638.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000010319_Lcp1	14.88	0.21	17.19	10.04	10.32
ENSRNOG00000048582_Olr145	0.00	0.00	0.00	0.00	0.20
ENSRNOG00000016311_Slc6a2	0.00	0.00	0.00	0.06	0.03
ENSRNOG00000058358_AC112534.3	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000003452_Asb9	0.62	1.06	23.02	25.46	0.67
ENSRNOG00000056778_AABR07015040.1	0.20	0.00	0.20	0.15	0.33
ENSRNOG00000062058_AABR07044429.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000050687_LOC498759	0.00	0.00	0.00	0.00	0.12
ENSRNOG00000049608_AABR07051219.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000014082_Sp7	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000012255_Ktn1	21.09	9.65	16.55	16.03	15.78
ENSRNOG00000011279_Cmc2	59.61	117.80	62.59	155.96	54.33
ENSRNOG00000057921_AABR07004100.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000029744_Ces2j	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000061940_AABR07044360.1	0.00	0.00	0.00	0.52	0.18
ENSRNOG00000013220_Arhgap45	0.25	0.00	1.10	1.14	0.56
ENSRNOG00000017980_Itgal	1.09	0.18	0.81	0.88	0.47
ENSRNOG00000056516_AABR07047062.1	0.00	0.00	0.00	0.07	0.06
ENSRNOG00000020030_Crlf1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000027831_Map7d3	0.87	0.37	0.07	0.00	0.31
ENSRNOG00000007387_Per1	1.96	0.16	0.65	1.74	1.98
ENSRNOG00000014578_Fxyd4	752.16	1445.98	1.95	0.12	353.12
ENSRNOG00000022736_Cdkn2aip	19.44	3.38	5.75	8.99	15.38
ENSRNOG00000012494_Kctd14	4.30	0.77	7.90	7.76	5.26
ENSRNOG00000054885_AC103535.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000058452_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000056161_AABR07036406.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000017965_Afg3l2	16.45	9.88	8.28	7.86	29.73
ENSRNOG00000042373_Ggta1l1	0.00	0.00	0.00	0.10	0.10
ENSRNOG00000022999_Ppp2r3a	8.89	3.16	43.89	39.39	6.51
ENSRNOG00000043332_Foxd1	0.00	0.00	0.07	0.00	0.00
ENSRNOG00000017381_Itih4	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000010769_AABR07004799.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000057001_AC129843.1	0.00	0.00	0.00	0.00	0.00
