gene_id	C2-cTAL30-1.genes.results	U2-CCD30-2.genes.results	U4-CCD30-1.genes.results	C1-CCD30-1.genes.results	U1-cTAL30-1.genes.results
ENSRNOG00000016623_Tmeff2	0.00	0.15	0.00	0.00	0.00
ENSRNOG00000058723_AABR07013945.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000051770_Cyp2w1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000004794_Rtn1	0.09	0.11	0.24	2.12	1.06
ENSRNOG00000034258_Xirp2	0.02	0.00	0.00	0.05	0.01
ENSRNOG00000052653_AABR07013157.2	0.00	2.74	0.00	1.20	0.00
ENSRNOG00000005968_Hoxa2	0.25	0.78	0.00	0.00	0.69
ENSRNOG00000020514_Sox6	2.59	2.32	3.82	3.21	1.91
ENSRNOG00000060362_AC131360.3	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000033057_AABR07025010.1	108.65	280.40	122.43	143.08	101.40
ENSRNOG00000048712_Ccdc137	6.30	2.72	4.96	5.67	1.84
ENSRNOG00000018848_Eif1b	64.68	148.92	84.40	84.75	42.96
ENSRNOG00000046904_LOC108348085	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000010283_Cd28	0.93	0.00	0.00	0.00	0.96
ENSRNOG00000010716_Atoh8	0.00	0.00	0.03	0.00	0.05
ENSRNOG00000055521_5S_rRNA	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000028386_LOC103694873	0.00	0.00	0.00	0.00	0.24
ENSRNOG00000001807_Sspn	0.23	0.06	0.04	0.04	0.23
ENSRNOG00000053310	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000051107_AABR07012786.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000025608_Lrat	0.32	0.02	0.03	0.29	0.39
ENSRNOG00000032126_Olr611	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000061188_AABR07017528.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000060064_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000039651_Defb49	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000045569_Nol8	4.28	3.89	1.94	1.57	3.64
ENSRNOG00000042560_Bag4	10.15	5.15	13.60	16.85	11.77
ENSRNOG00000061254_AABR07015042.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000049033_Racgap1	8.64	6.00	24.71	16.69	5.69
ENSRNOG00000061801_AABR07061230.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000023812_Raver2	1.60	0.15	0.45	1.83	1.16
ENSRNOG00000060278_Cpg1	0.00	0.00	0.00	0.09	0.00
ENSRNOG00000044895_5S_rRNA	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000004932_Sel1l3	0.61	0.00	0.00	0.02	0.97
ENSRNOG00000032776_Srp54a	76.76	38.79	88.95	63.39	63.34
ENSRNOG00000036044_5S_rRNA	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000049000_Olr1670	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000050747_AABR07073073.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000061714_Slc14a2	0.00	0.00	0.00	0.10	0.00
ENSRNOG00000005483_Rpap1	4.07	0.81	4.21	3.46	3.72
ENSRNOG00000001885_Trmt2a	16.32	5.82	16.77	13.49	14.47
ENSRNOG00000019430_Coro1a	18.32	0.05	6.71	4.68	18.54
ENSRNOG00000002767_Dlg3	9.42	2.31	7.14	7.30	7.99
ENSRNOG00000008135_Pla2g4f	0.00	0.06	0.00	0.06	0.00
ENSRNOG00000051330_AABR07006538.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000060352_AABR07036024.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000057163_AABR07059991.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000054208_AC129370.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000045544_LOC100910410	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000060096_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000052558_SNORD115	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000016872_Plppr4	0.05	1.51	2.76	1.99	0.03
ENSRNOG00000019630_Hacl1	12.51	3.62	7.64	7.52	12.26
ENSRNOG00000050137_Ajap1	0.00	0.06	0.00	0.03	0.00
ENSRNOG00000010701_Depdc1b	1.84	0.00	0.96	0.83	0.90
ENSRNOG00000033345_AABR07072668.1	0.00	0.00	0.00	0.80	0.00
ENSRNOG00000011435_Osbpl10	0.75	0.54	1.15	1.32	0.40
ENSRNOG00000043819_AC120949.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000007212_Hyal4	0.02	0.00	0.00	0.11	0.02
ENSRNOG00000061792_AC095078.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000060354_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000025926_Heatr5b	3.47	0.95	2.95	3.10	4.07
ENSRNOG00000057679_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000004169_Fzr1	1.32	2.36	7.07	13.06	1.50
ENSRNOG00000006469_Cdk2	13.72	7.21	15.23	15.10	11.40
ENSRNOG00000054468_Fam219b	1.08	1.92	3.28	2.84	1.27
ENSRNOG00000037285_LOC102550160	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000028569_Arhgap27	1.34	0.76	1.59	3.02	0.96
ENSRNOG00000048189_AABR07028480.8	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000051774_AABR07062453.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000010031_Vtn	1.24	0.00	0.00	0.10	3.53
ENSRNOG00000057694_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000009049_Usp11	10.11	1.64	11.91	9.00	6.31
ENSRNOG00000055656_AABR07062730.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000051999_AABR07060352.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000016050_Fgfr1	5.40	0.03	1.10	3.75	5.30
ENSRNOG00000057231_Ddx3	19.95	9.00	18.22	13.85	20.76
ENSRNOG00000030763_Dpp4	22.84	7.96	26.26	23.83	82.28
ENSRNOG00000008003_Olr434	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000056499_AABR07059850.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000009790_Kcnk3	0.06	0.03	0.00	0.09	0.00
ENSRNOG00000055748_U4	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000003918_Slc25a19	30.92	25.29	39.48	35.65	21.53
ENSRNOG00000000989_Bud31	157.90	287.71	179.42	154.64	137.42
ENSRNOG00000058646_Zfp36l1	9.77	18.25	10.23	10.96	12.80
ENSRNOG00000017756_Mmp21	0.13	0.00	0.00	0.04	0.00
ENSRNOG00000056147_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000043048_LOC102554913	0.13	0.38	0.28	0.34	0.00
ENSRNOG00000057937_U5	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000017097_Lhpp	23.36	9.56	38.58	42.20	25.81
ENSRNOG00000051576_AABR07003786.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000017996_Cryba2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000059613_AABR07065780.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000002187_Ropn1	0.00	0.00	0.00	0.00	0.23
ENSRNOG00000048897_Vmac	0.76	0.00	1.72	11.10	0.63
ENSRNOG00000052293_SNORD15	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000026716_LOC100360449	600.92	1591.13	638.45	570.75	637.05
ENSRNOG00000061647_AABR07065705.6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000012858_Odf3	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000018714_Arl5b	1.93	0.26	3.58	3.22	1.32
ENSRNOG00000057014_AC108351.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000025725_Ly6k	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000018830_Aff3	0.44	0.00	0.12	0.19	0.13
ENSRNOG00000055211_AABR07041453.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000013013_Tle3	0.49	1.08	3.10	3.60	1.02
ENSRNOG00000060843_AABR07061385.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000057984_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000056889_Vps33a	13.66	4.83	16.51	16.62	13.93
ENSRNOG00000048866_LOC684170	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000050545_AABR07015056.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000046229_AC130940.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000058721_AABR07008970.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000022686_Zdhhc2	2.57	3.82	2.00	2.23	0.96
ENSRNOG00000059302_LOC100361143	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000060608_AABR07018226.2	0.82	0.00	0.00	0.16	0.00
ENSRNOG00000046411_LOC100910256	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000008095_Onecut1	0.07	0.00	0.00	0.00	0.00
ENSRNOG00000051211_AABR07048427.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000032523_AABR07063704.1	0.00	0.00	0.00	0.79	0.00
ENSRNOG00000032877_AABR07072261.1	0.00	1.59	0.21	0.00	0.00
ENSRNOG00000019338_Dll3	0.45	0.03	0.00	0.09	0.00
ENSRNOG00000039985_Ube2a	108.01	119.54	109.45	103.54	94.98
ENSRNOG00000043043_AABR07054232.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000042133_AABR07006275.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000001592_Cct8	116.87	64.53	119.73	109.71	96.87
ENSRNOG00000060691_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000011893_Rps3a	311.89	707.05	311.70	241.92	297.88
ENSRNOG00000056452_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000030722_Olr1765	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000049952_Gucd1	12.82	0.05	5.41	4.94	8.97
ENSRNOG00000033744_Rasgrp4	0.52	0.04	0.00	0.07	0.28
ENSRNOG00000003748_RGD1565785	0.98	0.00	0.05	0.11	1.19
ENSRNOG00000004188_LOC298795	0.50	0.07	0.27	0.78	0.58
ENSRNOG00000050952_Olr650	0.11	0.00	0.00	0.45	0.00
ENSRNOG00000061069_AABR07015838.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000047635_Tmem178b	0.05	0.06	0.00	0.05	0.02
ENSRNOG00000017185_Prl3b1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000060784_AABR07047194.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000050737_Olr607	0.00	1.44	0.00	0.00	0.00
ENSRNOG00000050275_LOC100912399	0.00	0.17	0.51	0.58	0.53
ENSRNOG00000046927_AC097575.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000057584_AC229945.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000053574_Tarbp1	0.20	0.04	0.04	0.09	0.10
ENSRNOG00000049069_AABR07024441.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000017326_Ctbp2	14.62	11.99	39.03	47.22	13.82
ENSRNOG00000047561_LOC100912609	0.06	0.00	0.12	0.00	0.00
ENSRNOG00000054614_AABR07002779.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000017144_Mea1	332.58	687.49	433.46	373.05	273.99
ENSRNOG00000031005_AABR07002523.1	0.12	0.00	0.11	0.12	0.03
ENSRNOG00000015671_Tectb	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000003919_Rps6kb1	17.91	4.95	13.59	7.47	15.38
ENSRNOG00000052219_Gm2a	25.63	63.51	152.50	59.68	9.59
ENSRNOG00000006800_Pgap4	39.92	16.43	51.74	46.43	30.28
ENSRNOG00000057155_AABR07017270.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000012810_Rfesd	8.82	51.70	18.22	15.95	13.79
ENSRNOG00000051672_AABR07008030.1	1.57	1.20	8.08	7.59	2.32
ENSRNOG00000030319_Morn2	45.47	49.31	21.76	14.63	33.68
ENSRNOG00000057927_AABR07035796.1	0.00	0.00	0.19	0.00	0.00
ENSRNOG00000000567_Unc5b	0.05	0.07	0.08	0.11	0.07
ENSRNOG00000051937_AABR07022316.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000005114_Tmem74	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000031525_AABR07029955.1	0.50	0.00	0.00	0.00	0.00
ENSRNOG00000005147_Ccdc157	1.63	0.77	1.61	0.84	1.81
ENSRNOG00000030778_AABR07025762.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000009388_Sptssb	0.15	0.00	0.00	0.00	0.00
ENSRNOG00000045621_Gatc	2.45	2.75	3.67	7.84	1.31
ENSRNOG00000029308_Lrmp	1.27	0.05	0.00	0.11	1.78
ENSRNOG00000026025_Capn11	0.00	0.06	0.03	0.00	0.00
ENSRNOG00000048597_Pak2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000059680_AABR07034673.1	0.00	0.00	0.00	0.00	1.50
ENSRNOG00000055225	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000010942_Gk5	0.46	0.00	0.36	0.05	0.51
ENSRNOG00000015067_Abhd16b	0.34	0.00	0.00	0.13	0.07
ENSRNOG00000006329_Peli1	2.24	6.64	12.52	18.58	3.54
ENSRNOG00000061333_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000056422	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000013423_Nup50	10.85	9.39	14.10	13.03	8.90
ENSRNOG00000008869_Ppp1r9a	2.57	0.16	1.88	4.45	1.18
ENSRNOG00000027271_RGD1359290	8.03	14.17	3.89	2.99	5.52
ENSRNOG00000049370_Lsm6	10.28	27.87	11.41	12.51	7.66
ENSRNOG00000003334_Klhl21	1.38	3.40	3.54	4.97	1.75
ENSRNOG00000020409_AABR07006111.1	0.80	0.25	7.02	1.79	1.44
ENSRNOG00000062056_AC128962.3	0.00	13.45	18.55	0.00	0.00
ENSRNOG00000056861_AABR07048939.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000019933_Ubqln4	13.06	16.12	54.22	67.03	12.47
ENSRNOG00000007688_Sms	20.55	13.86	19.37	19.14	22.71
ENSRNOG00000026676_LOC500567	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000032293_Polg	2.70	1.15	6.64	6.55	3.16
ENSRNOG00000039473_Ccdc152	0.96	0.90	0.26	0.38	2.09
ENSRNOG00000007831_Ufl1	35.37	16.01	37.31	28.57	36.34
ENSRNOG00000053817_AABR07013764.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000051977_Mmrn2	1.37	0.02	0.07	0.39	3.93
ENSRNOG00000009389_Ripk2	0.64	1.58	1.98	1.95	0.47
ENSRNOG00000060157_SNORA66	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000048486_AABR07037510.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000016334_Ptbp3	7.88	12.07	32.52	27.59	8.49
ENSRNOG00000008933_Plbd1	1.18	0.00	1.05	0.85	2.01
ENSRNOG00000021269_Chgb	0.15	0.06	0.08	0.12	0.05
ENSRNOG00000050550_Nr2e1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000047701_5S_rRNA	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000035655_Mir365b	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000045793_Olr1220	0.15	0.00	0.00	0.04	0.00
ENSRNOG00000055850_LOC100910750	1.46	0.07	1.90	2.75	2.12
ENSRNOG00000003329_Ppm1d	2.16	12.18	3.89	7.31	3.12
ENSRNOG00000056405_U1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000055210_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000011642_Tfap2d	0.15	0.00	0.00	0.07	0.06
ENSRNOG00000014119_Farsb	41.34	20.94	38.17	37.86	29.28
ENSRNOG00000052931_AABR07060769.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000018250_Tnni3	0.15	1.08	0.13	0.00	0.00
ENSRNOG00000046744_Ankrd29	0.65	0.76	2.39	2.44	0.43
ENSRNOG00000058725_5_8S_rRNA	107.68	611.77	121.67	114.95	202.94
ENSRNOG00000056768_AABR07035428.2	5.68	0.58	4.26	4.27	3.63
ENSRNOG00000026111_Morn5	0.00	0.49	0.08	0.09	0.37
ENSRNOG00000020148_Il4i1	1.13	0.12	1.28	1.26	1.41
ENSRNOG00000043093_Ap1m2	102.31	43.31	153.70	134.39	77.74
ENSRNOG00000059516_AABR07069197.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000013128_Tmem179	0.06	0.00	0.06	0.23	0.00
ENSRNOG00000059443_LOC103690028	0.00	0.00	0.36	0.00	0.00
ENSRNOG00000001135_Wsb2	13.37	3.02	15.42	13.70	14.85
ENSRNOG00000011990_AC110488.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000016281_Col4a1	3.15	4.75	20.37	16.35	13.90
ENSRNOG00000056090_AABR07059900.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000058686_AABR07019388.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000056420	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000054474_Mastl	1.00	0.99	1.03	1.06	0.95
ENSRNOG00000016331_AABR07005723.1	0.67	1.15	0.10	0.33	0.09
ENSRNOG00000048656_AABR07007853.1	1.92	0.00	0.00	0.40	0.00
ENSRNOG00000047719_LOC103689927	1.18	0.67	3.40	2.88	4.20
ENSRNOG00000016055_Fkrp	0.98	2.20	4.57	6.14	0.78
ENSRNOG00000031719_AABR07038712.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000021548_Rassf1	16.48	10.26	33.38	19.50	16.63
ENSRNOG00000014534_AC128859.1	1.56	1.17	0.09	1.32	1.22
ENSRNOG00000012405_Tcf4	9.23	0.27	2.90	3.57	9.92
ENSRNOG00000018356_Trim3	2.00	0.63	2.30	2.67	2.51
ENSRNOG00000052224_Celf6	0.00	0.14	0.00	0.00	0.00
ENSRNOG00000023356_Eif5b	7.22	11.60	8.08	7.55	8.34
ENSRNOG00000055500_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000061362	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000053938_SNORD115	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000007748_Tex15	0.45	0.18	0.17	0.52	0.40
ENSRNOG00000009275_Kpnb1	8.47	7.67	9.79	11.29	9.54
ENSRNOG00000052545_LOC100909461	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000023314_Scgb2b24	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000017053_Fbxo36	3.02	2.73	0.89	2.00	8.77
ENSRNOG00000057059_AABR07018857.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000049782_Csf2ra	0.13	1.33	0.57	1.35	0.27
ENSRNOG00000051861_AABR07027811.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000048600_RGD1562423	0.18	0.06	0.00	0.18	0.00
ENSRNOG00000027498_Engase	1.86	0.28	1.31	1.22	1.62
ENSRNOG00000052983_SNORD18	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000061343_SNORD115	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000020981_Prss46	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000053974_Tmem233	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000059861_AC128394.3	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000003170_Nlrp3	0.66	0.11	0.12	0.32	0.73
ENSRNOG00000050332_LOC103690053	0.33	0.37	0.00	0.46	0.17
ENSRNOG00000057418_AABR07055492.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000014777_Prpf4	17.77	7.31	21.41	18.97	16.63
ENSRNOG00000001260_Nudt1	12.94	22.73	12.17	12.25	10.48
ENSRNOG00000061918_AABR07069008.3	0.23	0.10	0.00	0.22	0.07
ENSRNOG00000059938_AC120712.3	2.74	3.25	1.26	1.35	4.61
ENSRNOG00000052128_Clec2e	0.58	0.00	0.04	0.00	0.00
ENSRNOG00000020102_Sirt2	83.04	46.20	96.62	108.36	80.87
ENSRNOG00000062167_AABR07024534.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000014928_Apba1	0.00	0.00	0.00	0.00	0.02
ENSRNOG00000054643_AABR07034183.1	0.31	0.30	0.06	0.39	0.03
ENSRNOG00000012124_Trappc13	69.08	52.68	66.21	58.01	59.07
ENSRNOG00000061361	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000012798_Tubgcp4	5.71	0.87	9.18	9.53	6.00
ENSRNOG00000004909_Cnot2	48.38	7.32	51.90	42.20	37.62
ENSRNOG00000059970_AABR07024869.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000054423_Pemt	4.18	9.57	3.96	5.24	8.73
ENSRNOG00000057471_Olr1234	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000005790_RGD1306474	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000036608_Mlana	32.13	0.05	0.00	0.00	33.83
ENSRNOG00000047146_AABR07035089.1	0.00	0.00	0.00	0.00	0.06
ENSRNOG00000005234_Gxylt1	1.31	1.10	1.17	1.41	1.39
ENSRNOG00000032002_Hapln1	0.00	0.00	0.10	0.07	0.21
ENSRNOG00000051624_Hspe1	873.26	1524.70	784.96	742.55	837.48
ENSRNOG00000050140_AABR07019511.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000015903_Add2	0.00	0.02	0.00	0.00	0.15
ENSRNOG00000046189_LOC103690072	0.00	0.09	0.00	0.00	0.00
ENSRNOG00000057487_Krtap12-2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000023688_Drd1	0.17	0.20	0.03	0.32	0.32
ENSRNOG00000060134_AC244840.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000020188_LOC102549471	0.17	0.00	0.17	0.21	0.28
ENSRNOG00000054513_Zmiz2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000035079_AABR07049695.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000054576_Gsdmc	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000021179_Naa40	10.20	2.04	12.50	15.40	9.74
ENSRNOG00000042468_LOC680920	0.19	0.00	0.00	1.08	0.00
ENSRNOG00000009955_Plch1	1.51	0.44	1.12	1.39	1.74
ENSRNOG00000028865_Kprp	0.03	0.00	0.00	0.00	0.00
ENSRNOG00000012733_Ankrd12	4.92	3.08	4.77	4.55	4.03
ENSRNOG00000020444_Hcn3	0.18	0.09	0.04	0.04	0.02
ENSRNOG00000020197_LOC100911932	0.12	0.00	0.00	0.09	0.45
ENSRNOG00000051366_AABR07007833.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000050249_LOC102551633	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000045646_LOC102549173	0.00	0.00	1.36	1.20	1.23
ENSRNOG00000032063_Gfral	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000059092_Olr154	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000055082_Maz	0.37	0.00	0.72	1.47	0.41
ENSRNOG00000015113_Mocos	0.81	0.18	0.66	0.15	0.89
ENSRNOG00000003546_Tnfrsf12a	27.30	34.43	84.42	33.02	25.92
ENSRNOG00000051940_U4	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000009471_Epsti1	0.58	0.25	0.75	0.37	0.89
ENSRNOG00000028236_RGD1309104	0.35	0.00	0.13	0.50	0.46
ENSRNOG00000037393_Wdr88	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000001232_Slc19a1	33.22	6.96	15.42	19.51	48.92
ENSRNOG00000055171_AABR07048040.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000001820_Med21	128.55	249.54	132.39	117.50	89.31
ENSRNOG00000059632_AABR07050017.3	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000056774_U1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000014352_Smim12	83.96	118.47	78.61	97.37	64.83
ENSRNOG00000061825_7SK	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000020229_Homer3	0.52	2.19	2.21	3.36	0.45
ENSRNOG00000001192_Gltp	22.48	18.03	44.90	60.40	15.78
ENSRNOG00000001036_Rsph10b	0.17	6.30	4.54	2.85	0.00
ENSRNOG00000016665_Tpra1	62.58	54.70	119.85	142.19	53.22
ENSRNOG00000029260_Pitpnm2	1.76	0.00	0.20	0.36	1.16
ENSRNOG00000046802_AABR07002094.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000051150_Cntd1	2.04	0.21	1.27	1.36	2.69
ENSRNOG00000002091_Gtf3c3	8.76	1.19	4.87	5.27	4.44
ENSRNOG00000050482_Dbf4	1.11	0.34	2.16	1.32	1.08
ENSRNOG00000000579_Marcks	1.13	1.88	0.43	0.71	4.23
ENSRNOG00000060161	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000056909	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000017086_AABR07054367.1	0.00	0.00	0.06	0.00	0.00
ENSRNOG00000003208_Ercc6l	1.37	0.58	0.98	0.63	0.57
ENSRNOG00000054327_AABR07043684.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000027431_AABR07062268.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000061609_Olr456	0.00	0.00	0.00	0.11	0.00
ENSRNOG00000002607_Sox9	0.09	0.19	0.81	0.69	0.11
ENSRNOG00000050148_AABR07002973.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000061584_AABR07013439.1	0.00	0.00	0.00	6.31	0.00
ENSRNOG00000056206_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000050705_AABR07056616.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000033652_AABR07045321.1	0.16	0.77	0.40	0.00	0.12
ENSRNOG00000025527_Mtcl1	0.06	0.82	1.42	1.88	0.07
ENSRNOG00000016037_Mafb	0.46	5.63	2.31	3.89	0.21
ENSRNOG00000010753_Aig1	5.30	14.36	9.44	9.00	3.62
ENSRNOG00000004168_Slc35e4	2.89	0.44	1.66	1.64	2.94
ENSRNOG00000055471_Ywhah	29.83	86.39	169.87	160.73	22.67
ENSRNOG00000019948_Phf20	9.30	8.74	19.28	19.54	7.09
ENSRNOG00000048073_LOC103694169	0.00	0.00	0.00	0.00	32.73
ENSRNOG00000055712_AABR07029351.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000049047_LOC690468	0.00	4.33	39.57	0.00	13.04
ENSRNOG00000057906_AABR07041039.1	0.00	8.45	0.00	0.00	0.00
ENSRNOG00000059663_LOC100910755	4.78	3.52	5.87	5.12	4.10
ENSRNOG00000012031_St8sia2	0.00	0.10	0.00	0.00	0.00
ENSRNOG00000003899_Krt14	0.19	0.00	0.00	0.09	0.00
ENSRNOG00000046036_Itprip	2.51	1.37	4.44	5.42	3.62
ENSRNOG00000053868_AABR07017237.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000057785_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000055841_AABR07061573.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000007690_Cmpk2	0.57	0.58	2.78	2.27	1.10
ENSRNOG00000021263_Tmem230	44.46	56.67	74.30	60.91	35.07
ENSRNOG00000046719_Mir664-2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000017867_RGD1561415	0.00	0.00	0.00	0.21	0.00
ENSRNOG00000046840_AABR07017768.1	0.00	0.00	0.00	0.00	0.00
