gene_id	C2-cTAL30-1.genes.results	U2-CCD30-2.genes.results	U4-CCD30-1.genes.results	C1-CCD30-1.genes.results	U1-cTAL30-1.genes.results
ENSRNOG00000028753_B9d2	33.58	32.24	31.91	31.21	24.93
ENSRNOG00000014008_Mfsd2a	0.59	0.00	0.03	0.00	0.00
ENSRNOG00000028880_AABR07038913.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000026646_Ndufs5	1177.85	2320.49	1031.40	894.85	1127.92
ENSRNOG00000011194_Tpp2	15.86	8.11	17.00	16.31	16.60
ENSRNOG00000011964_Abcd4	1.61	0.06	2.42	1.82	3.88
ENSRNOG00000047264_LOC108349290	0.20	0.00	0.00	0.60	0.09
ENSRNOG00000050252_LOC100911668	60.27	1.96	2.84	8.55	54.76
ENSRNOG00000008810_Nsmf	0.32	0.62	5.17	4.69	0.35
ENSRNOG00000055759_AABR07043454.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000059133_AABR07020537.1	0.40	0.29	0.03	0.19	0.16
ENSRNOG00000019506_Dnajb2	17.48	9.44	35.04	18.51	14.89
ENSRNOG00000030494_AABR07072761.1	0.00	0.00	0.00	0.41	0.00
ENSRNOG00000049754_AABR07052895.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000015544_LOC100909441	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000014859_Rnf152	1.20	3.08	6.19	9.85	1.08
ENSRNOG00000015479_Mrps34	21.63	70.15	87.86	107.66	13.76
ENSRNOG00000003915_Pacc1	11.06	16.99	23.94	22.58	18.47
ENSRNOG00000007954_Olr417	0.00	1.63	0.00	0.00	0.00
ENSRNOG00000023129_Mfsd9	6.58	1.25	4.92	4.36	6.14
ENSRNOG00000032391_Esyt2	0.36	0.32	3.04	4.12	1.37
ENSRNOG00000037851_Spidr	8.40	1.69	8.62	5.11	7.14
ENSRNOG00000055202_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000022698_Vsig10	0.86	0.00	2.28	1.91	0.70
ENSRNOG00000050416_Kcna10	0.23	0.72	0.00	0.37	0.00
ENSRNOG00000048835_RGD1561226	0.00	0.00	0.00	0.12	0.00
ENSRNOG00000009824_Irf2	11.64	1.00	10.05	8.90	11.34
ENSRNOG00000057574_AABR07037453.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000047069_AABR07068007.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000042353_Mlkl	2.60	0.36	3.81	3.26	3.86
ENSRNOG00000011226_Timm8a1	96.41	175.75	101.32	77.85	82.86
ENSRNOG00000020594_Rhbdf1	2.40	1.25	9.13	10.69	2.04
ENSRNOG00000058829_AABR07031150.1	0.24	0.00	0.00	0.00	0.00
ENSRNOG00000021437_AABR07073181.1	0.20	0.03	1.00	0.67	0.45
ENSRNOG00000028713_Acvrl1	0.83	0.20	3.53	1.97	2.51
ENSRNOG00000046124_AABR07057872.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000011659_Alpk3	0.08	0.09	0.01	0.18	0.03
ENSRNOG00000058675_AABR07035780.5	0.00	0.06	0.00	0.00	0.00
ENSRNOG00000055613_LOC103689940	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000032004_Cyp2b21	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000008921_Dynll2	2.30	5.59	4.99	9.89	1.63
ENSRNOG00000033772_Serpinb9	9.85	18.33	23.02	23.59	20.92
ENSRNOG00000060005_Surf4	93.95	35.93	129.77	115.89	77.03
ENSRNOG00000059951_AC120742.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000020543_Nosip	56.53	72.55	65.11	62.88	50.97
ENSRNOG00000003779_Dedd	5.09	0.64	12.99	5.76	8.89
ENSRNOG00000054743_SNORD115	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000004359_Wars1	43.67	19.94	37.72	45.76	29.28
ENSRNOG00000006004_Phc2	1.56	4.09	2.65	4.20	2.54
ENSRNOG00000054868_AABR07038019.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000053107_AABR07064650.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000059386_Nudt19	8.08	29.40	31.71	39.46	6.22
ENSRNOG00000057408_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000056188_AABR07034833.2	1.37	0.35	0.13	1.44	0.50
ENSRNOG00000015590_Dnaaf1	0.00	29.42	58.93	37.50	0.00
ENSRNOG00000010306_H2az1	326.82	1156.20	502.28	599.67	301.42
ENSRNOG00000001080_Arl6ip4	66.75	77.75	53.14	46.45	64.98
ENSRNOG00000007356_Chmp3	172.58	248.03	263.95	201.76	148.21
ENSRNOG00000015894_Dock8	36.86	15.36	18.35	27.33	29.57
ENSRNOG00000020420_Pklr	5.10	0.00	0.47	0.71	8.11
ENSRNOG00000046867_Zfp260	11.18	0.00	11.93	2.41	5.28
ENSRNOG00000030750_Zfp2	11.90	0.44	8.57	6.61	10.13
ENSRNOG00000062159_AC242641.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000052552_SNORD116	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000013386_Psmb5	461.51	1094.44	492.51	515.50	407.14
ENSRNOG00000031653_Ccdc58	29.51	57.34	33.26	32.81	27.88
ENSRNOG00000042374_Tgif2	1.28	0.88	4.00	3.75	1.05
ENSRNOG00000009782_Efcab7	13.20	11.27	16.87	13.13	13.04
ENSRNOG00000002346_Tbx22	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000057423_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000061549_AABR07058816.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000023187_RGD1565685	59.96	44.33	45.04	33.17	62.13
ENSRNOG00000011360_Dkk2	0.12	0.00	0.09	0.15	0.64
ENSRNOG00000052862_Metazoa_SRP	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000054689_Cox7b	3386.40	4641.21	2960.84	2213.78	3457.42
ENSRNOG00000002532_Prm1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000034060_AC119015.3	0.00	0.00	0.00	1.64	0.00
ENSRNOG00000032454_AABR07047714.1	0.00	1.33	0.00	0.00	0.00
ENSRNOG00000006877_Efnb1	0.56	1.85	7.18	5.70	0.57
ENSRNOG00000011341_Rictor	1.20	0.06	1.17	1.35	1.06
ENSRNOG00000008091_Gins1	8.73	12.64	5.62	5.35	4.72
ENSRNOG00000011713_LOC691113	2.54	0.34	1.08	0.23	1.01
ENSRNOG00000009245_Exosc2	14.15	8.20	7.92	10.88	9.84
ENSRNOG00000061024	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000015527_LOC100912013	0.00	0.00	0.00	0.03	0.00
ENSRNOG00000058970_U5	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000054278_AABR07061390.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000052356_snoZ196	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000021463_Ppara	2.93	0.81	0.35	0.90	2.71
ENSRNOG00000058122_AABR07059009.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000040005_Ndufa1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000060718_AABR07064253.1	0.59	0.45	0.02	0.27	0.09
ENSRNOG00000016624_AABR07000276.1	0.00	0.00	0.43	0.41	0.39
ENSRNOG00000026745_Acsl6	0.45	0.00	0.01	0.12	0.00
ENSRNOG00000030871_Calm2	527.20	740.88	674.40	493.66	452.21
ENSRNOG00000035590_Mir181b1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000053090_AABR07025051.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000020807_NEWGENE_1306714	0.36	0.05	0.13	0.00	0.00
ENSRNOG00000049380_AABR07033657.1	0.42	0.13	0.25	0.67	0.47
ENSRNOG00000042983_Nudt21	37.60	55.66	46.92	40.94	35.19
ENSRNOG00000018486_RGD1311084	2.39	2.92	2.39	3.34	1.10
ENSRNOG00000058999_AABR07053470.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000004883_Erh	304.18	659.16	369.13	312.25	283.92
ENSRNOG00000011148_Ssr3	40.70	55.36	54.88	45.46	50.75
ENSRNOG00000031618_AABR07018028.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000045995_AABR07025048.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000052612_AABR07061087.1	0.00	0.00	0.00	0.49	0.00
ENSRNOG00000052911_AABR07032361.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000019428_Higd1a	129.99	224.65	105.08	100.58	103.73
ENSRNOG00000033056_AABR07055917.1	1.45	0.65	1.95	1.03	0.90
ENSRNOG00000011754_Myom2	0.00	0.00	0.00	0.02	0.00
ENSRNOG00000046444_AABR07004949.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000003763_Prdx4	78.43	356.74	186.05	175.62	80.09
ENSRNOG00000020124_Lrrc51	4.23	26.09	7.12	5.19	5.73
ENSRNOG00000046736_Olr1567	0.00	0.00	0.00	0.22	0.09
ENSRNOG00000062177_AABR07058280.2	0.00	0.16	0.16	0.00	0.00
ENSRNOG00000060972_Heca	1.36	5.44	1.68	2.10	2.77
ENSRNOG00000058678_AABR07072810.1	0.00	0.00	0.00	0.59	0.00
ENSRNOG00000007375_Ccdc105	0.00	0.00	0.00	0.15	0.00
ENSRNOG00000048132_Olr927	0.00	0.00	0.00	0.11	0.00
ENSRNOG00000060162_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000039649_Lnp1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000011615_Olr1638	0.00	0.00	0.00	0.22	0.00
ENSRNOG00000001351_Trafd1	13.10	0.92	11.12	13.49	12.71
ENSRNOG00000029805_AABR07002774.2	2.98	0.23	2.61	1.97	2.50
ENSRNOG00000057520_AABR07072528.2	0.00	0.00	0.00	0.26	0.00
ENSRNOG00000055538_Vom1r12	0.00	0.00	0.00	0.11	0.00
ENSRNOG00000006122_Igf2bp1	0.00	0.07	0.27	0.04	0.00
ENSRNOG00000024825_Fam163a	0.11	0.05	0.00	0.04	0.02
ENSRNOG00000041308_AABR07051508.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000016427_Letm1	8.13	1.89	21.98	36.01	7.39
ENSRNOG00000022163_LOC102555023	0.07	0.20	0.19	0.32	0.06
ENSRNOG00000060284_AABR07000436.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000043105_Lyrm2	56.09	55.45	47.96	46.59	47.54
ENSRNOG00000044463_5S_rRNA	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000007433_Cyb561	44.67	13.10	43.73	41.04	32.15
ENSRNOG00000042211_Tmem240	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000059810_Txnrd3	0.59	2.44	1.83	2.88	0.18
ENSRNOG00000050010_AABR07021691.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000006816_Ubr5	4.09	0.97	4.49	5.04	4.22
ENSRNOG00000050535_RragB	4.29	0.00	0.00	4.46	0.98
ENSRNOG00000061461_AABR07029092.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000055958_AABR07007584.3	0.05	0.00	0.00	0.00	0.00
ENSRNOG00000053783_SNORD29	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000026636_Urm1	6.93	2.30	7.00	8.75	5.76
ENSRNOG00000060313_7SK	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000052370_AC133265.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000039379_C17h6orf52	1.87	0.20	0.05	0.37	0.45
ENSRNOG00000020879_Nags	0.11	0.14	0.27	0.83	0.22
ENSRNOG00000060821_Rnf114	33.27	15.85	50.55	22.53	22.86
ENSRNOG00000014383_AABR07070456.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000054472_AABR07032621.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000059407_AABR07012991.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000051675_RNaseP_nuc	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000053891_AABR07018078.1	1.14	0.88	2.43	1.98	4.73
ENSRNOG00000002915_Trim11	2.67	2.66	10.07	17.00	2.58
ENSRNOG00000037886_Hs6st3	0.18	0.00	0.00	0.00	0.00
ENSRNOG00000000634_Cabcoco1	49.81	14.94	27.75	16.59	42.57
ENSRNOG00000019278_Fsd2	0.08	0.00	0.16	0.00	0.00
ENSRNOG00000026186_Syde2	2.95	0.24	0.82	2.14	4.34
ENSRNOG00000000855_Lst1	6.68	0.00	2.82	0.97	6.87
ENSRNOG00000007814_Kdm3a	10.66	6.05	10.30	10.13	13.80
ENSRNOG00000002697_Mtmr1	1.30	0.83	2.74	3.83	2.33
ENSRNOG00000057946_AABR07056644.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000008619_Agtrap	29.17	25.31	35.50	35.93	39.33
ENSRNOG00000030237_Cox7c	3030.90	5983.48	2605.55	2208.99	3240.45
ENSRNOG00000059745_SNORA66	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000010867_Msantd1	0.00	0.03	0.00	0.09	0.00
ENSRNOG00000056260_U8	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000046978_Olr1002	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000057362_AABR07028262.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000038478_AABR07029613.1	0.00	0.00	0.00	0.00	0.20
ENSRNOG00000033439_AABR07061838.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000055509_U1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000041870	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000019074_Alox12e	0.06	0.03	0.00	0.03	0.00
ENSRNOG00000030443_Rab9a	77.61	125.39	99.19	107.91	91.07
ENSRNOG00000022614_AABR07068253.1	0.00	0.00	0.00	1.19	0.00
ENSRNOG00000057953_Cox7b2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000003018_Olfml2b	0.66	0.00	0.09	0.19	1.74
ENSRNOG00000053468_Tuba1b	459.25	981.96	807.56	565.49	341.38
ENSRNOG00000052361_Olr13	0.29	0.00	0.00	0.45	0.00
ENSRNOG00000017714_Usp3	20.67	11.19	34.63	30.77	18.41
ENSRNOG00000057673	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000049614_AABR07028488.1	0.62	0.00	0.50	0.25	1.00
ENSRNOG00000056550_Epb41l4b	5.81	7.51	6.97	10.33	4.84
ENSRNOG00000053010_AABR07027693.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000057443_Nos2	0.04	0.00	0.00	0.02	0.07
ENSRNOG00000050024_Ms4a4e	1.51	0.00	0.34	0.00	0.79
ENSRNOG00000004292_Sptssa	122.49	112.98	117.85	105.01	115.60
ENSRNOG00000055933_Kdf1	38.02	11.29	36.48	39.62	27.78
ENSRNOG00000028470_Gdpd4	0.00	0.00	0.00	0.00	0.03
ENSRNOG00000014863_Reck	0.20	0.40	0.64	1.02	0.59
ENSRNOG00000001942_Smr3b	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000010634_Megf11	1.18	0.00	0.32	0.63	0.69
ENSRNOG00000015428_Mff	24.18	57.09	65.80	102.15	20.31
ENSRNOG00000056475	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000057689_AABR07001379.2	0.00	0.00	0.00	1.14	0.00
ENSRNOG00000020863_Oaz3	0.00	0.00	0.00	0.17	0.00
ENSRNOG00000031108_Olr1635	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000000588_Slc16a10	1.45	3.05	1.13	2.76	1.35
ENSRNOG00000004846_Atp6v1c1	154.29	81.01	141.99	143.44	137.46
ENSRNOG00000050052_Cox19	15.07	29.29	11.31	15.81	12.62
ENSRNOG00000014700_Ttc36	1.70	1.84	3.18	11.65	1.80
ENSRNOG00000061670_AABR07054315.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000021264_Pcna	117.42	212.66	119.27	139.03	86.69
ENSRNOG00000019355_Lman1l	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000057567_AABR07065531.19	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000060452_U4	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000006296_Six6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000048666_AABR07068417.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000024755_RGD1562107	0.63	0.00	0.19	0.20	0.00
ENSRNOG00000002350_Eaf2	1.31	1.81	0.16	0.34	1.83
ENSRNOG00000027921_Rlf	1.20	1.02	3.20	2.58	1.03
ENSRNOG00000027230_Fhod3	3.01	4.87	3.01	5.10	3.62
ENSRNOG00000056787_AABR07072054.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000018421_Aen	11.69	1.88	9.59	6.74	7.04
ENSRNOG00000009184_Foxp1	2.58	8.42	17.23	20.85	3.56
ENSRNOG00000058112_AC135265.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000059720_Syp	0.44	0.00	0.34	0.68	0.26
ENSRNOG00000052589_AABR07055548.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000001544_Cyyr1	2.87	0.06	0.12	0.63	4.63
ENSRNOG00000058529_AABR07063649.3	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000050573_Tgfbr3l	0.12	0.00	0.00	0.59	0.10
ENSRNOG00000006649_Thrb	19.10	2.58	20.13	18.89	14.34
ENSRNOG00000045620_AABR07052953.1	0.00	0.00	0.41	0.00	0.00
ENSRNOG00000007905_Itga7	0.54	0.00	0.02	0.06	0.72
ENSRNOG00000010196_Glb1	121.49	26.16	65.66	60.22	149.97
ENSRNOG00000060774_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000046433_Olr717	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000005383_AABR07062238.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000039216_RGD1562319	0.79	1.14	0.10	0.91	0.00
ENSRNOG00000056535_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000056828_AABR07065705.3	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000038383_AABR07038349.1	0.00	0.00	0.16	0.27	0.00
ENSRNOG00000059972_AABR07063852.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000002624_Edaradd	0.11	3.31	17.08	6.60	0.03
ENSRNOG00000007804_C1galt1	4.35	5.07	3.55	3.41	5.67
ENSRNOG00000032871_Mlc1	0.26	0.00	0.00	0.23	0.00
ENSRNOG00000048940_Olr1689	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000045674_Vom2r59	0.00	0.00	0.00	0.03	0.00
ENSRNOG00000016161_Lman2	129.10	88.72	139.78	167.18	117.38
ENSRNOG00000058878_7SK	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000054563_Selenoh	102.88	283.33	91.18	80.93	97.22
ENSRNOG00000038495_Septin14	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000003951_Psmc1	162.91	115.23	159.97	136.61	143.91
ENSRNOG00000058481_U7	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000053004_LOC102551080	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000055846_AABR07013065.1	0.00	0.05	0.00	0.05	0.00
ENSRNOG00000021831_Kcnrg	1.02	0.13	0.26	0.42	0.73
ENSRNOG00000007416_Clp1	11.73	9.02	10.06	13.72	10.70
ENSRNOG00000010727_Ube2r2	28.89	54.87	48.71	56.61	26.92
ENSRNOG00000058466_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000060600_AABR07025568.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000058910_SNORD116	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000051135_Tug1	7.96	10.92	9.11	12.48	6.98
ENSRNOG00000015794_Fam83d	0.33	2.61	1.52	1.89	0.27
ENSRNOG00000058324_LOC102550325	0.52	0.46	0.00	0.00	0.00
ENSRNOG00000045563_RGD1559804	0.12	0.00	0.00	0.00	0.00
ENSRNOG00000060011_LOC103694871	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000051245_AC141377.2	0.00	0.00	0.36	0.52	0.00
ENSRNOG00000058086_AABR07037607.1	0.24	0.00	0.00	0.00	0.00
ENSRNOG00000003239_Cant1	18.90	4.70	26.57	20.63	17.47
ENSRNOG00000015983_Maip1	55.91	65.09	46.73	47.64	55.34
ENSRNOG00000021138_Cers2	270.17	66.78	209.69	196.19	253.30
ENSRNOG00000046069_Higd1c	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000045604_AC139391.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000022202_Trappc8	2.63	3.82	2.66	3.34	2.87
ENSRNOG00000013835_Timm8a2	0.13	0.00	0.00	0.13	0.00
ENSRNOG00000055681_AABR07002848.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000048441_Wdr82	2.29	0.52	3.24	3.02	1.58
ENSRNOG00000053569_AABR07072127.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000050186_AABR07060575.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000011649_Epb42	0.25	0.07	0.03	0.35	0.27
ENSRNOG00000058715_SNORD115	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000058609_Palmd	0.70	0.67	0.04	0.25	2.24
ENSRNOG00000048681_AABR07007064.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000020699_Cd37	3.44	0.00	0.74	1.36	3.00
ENSRNOG00000061509	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000022485_Chuk	6.69	12.28	19.74	19.32	5.87
ENSRNOG00000059726_AC108546.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000001288_Gpr146	2.25	6.41	11.96	9.45	2.31
ENSRNOG00000052913_AABR07021411.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000020637_Hmx3	0.00	0.06	0.82	2.72	0.00
ENSRNOG00000048492_AABR07017197.1	0.00	0.46	0.00	0.20	0.00
ENSRNOG00000019627_Mybpc2	3.84	1.40	5.09	3.28	4.78
ENSRNOG00000058322_AABR07056415.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000017427_LOC100909840	107.75	11.77	58.18	43.09	78.44
ENSRNOG00000051014_AABR07016418.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000016687_Ssc5d	0.00	0.02	0.03	0.10	0.00
ENSRNOG00000049051_Olr1252	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000004774_Ccdc175	0.06	0.03	0.03	0.03	0.12
ENSRNOG00000053456_Lage3	168.44	332.42	152.12	129.87	143.85
ENSRNOG00000000172_Sqor	98.33	7.28	49.97	32.17	64.72
ENSRNOG00000059609_AABR07009402.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000012280_Ptx3	0.08	0.08	0.04	0.00	0.07
ENSRNOG00000056290_AABR07061052.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000020617_Mus81	9.95	3.97	6.72	8.19	4.40
ENSRNOG00000000897_Rxfp2	0.07	0.00	0.00	0.04	0.00
ENSRNOG00000050512_Mir3568	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000013338_Olr1643	0.00	0.96	0.00	0.22	0.19
ENSRNOG00000058771_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000054834_AABR07001734.1	0.76	0.56	0.06	0.56	0.23
ENSRNOG00000005555_Lrrc10	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000002484_Chrna9	0.00	0.00	0.00	0.04	0.00
ENSRNOG00000026940_AABR07021424.1	0.00	0.00	0.00	0.04	0.00
ENSRNOG00000053446_AABR07051665.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000048541_AABR07051678.1	0.00	0.00	0.00	0.97	0.00
ENSRNOG00000016193_RGD1562114	23.58	108.15	39.07	41.82	37.20
ENSRNOG00000025792_Crk	2.19	0.69	11.65	15.90	2.45
ENSRNOG00000017226_Slc2a4	74.19	0.32	0.63	0.83	84.74
ENSRNOG00000004613_Gpm6b	0.30	0.25	7.00	4.25	2.49
ENSRNOG00000016727_Akr1a1	979.65	588.05	966.05	916.02	1103.11
ENSRNOG00000052928_U1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000024497_U2af1l4	39.39	55.39	45.79	33.88	35.77
ENSRNOG00000061173_U4	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000054068_AABR07041316.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000003863_Trir	42.75	154.56	124.51	127.56	39.12
ENSRNOG00000061721_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000024237_Scel	0.39	0.76	1.10	0.22	0.04
ENSRNOG00000025487_AABR07057217.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000055448_AABR07031164.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000051443_U4	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000036377_AABR07014722.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000007158_Qtrt1	4.72	2.14	4.07	5.56	4.32
ENSRNOG00000055190_AABR07032393.1	0.00	1.28	0.00	0.04	0.00
ENSRNOG00000062089_AABR07058157.1	0.00	0.00	0.00	3.55	0.00
ENSRNOG00000006720_Rnpep	12.43	16.33	66.66	107.63	9.14
ENSRNOG00000012440_Msra	48.48	15.36	19.81	35.28	55.30
ENSRNOG00000061591_Y_RNA	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000046661_LOC100910224	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000019451_Smtn	18.62	1.51	15.56	11.52	20.66
ENSRNOG00000050146_LOC100909732	1.11	0.00	0.26	0.63	0.14
ENSRNOG00000061141_U2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000007947_Fam13a	19.73	6.98	33.76	27.23	17.05
ENSRNOG00000008744_Cops2	47.78	52.94	57.62	49.00	45.70
ENSRNOG00000054174_AABR07030351.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000016983_Myh7	0.00	0.07	0.12	0.24	0.00
ENSRNOG00000031859_RGD1560633	0.00	0.00	0.00	2.20	0.00
ENSRNOG00000051075_AABR07038929.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000053545_AABR07030607.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000003395_Cby3	1.51	1.20	0.84	0.79	0.70
ENSRNOG00000035615_Mir370	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000007426_Tmem64	0.33	0.00	0.45	1.25	0.28
ENSRNOG00000043164_AABR07060353.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000003117_Psmd12	124.94	81.71	114.73	93.69	94.94
ENSRNOG00000020857_Ppfia1	3.86	9.98	5.99	6.91	3.26
ENSRNOG00000030049_Znhit6	12.69	11.32	14.72	7.92	11.35
ENSRNOG00000000653_Nr5a2	0.00	0.01	0.05	0.10	0.09
ENSRNOG00000061194_AABR07003751.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000016655_Pex6	1.59	1.37	1.62	2.20	1.88
ENSRNOG00000053790_AABR07036007.1	0.58	0.49	0.00	0.50	0.00
ENSRNOG00000040128_Cd209a	0.35	0.00	0.00	0.12	0.05
ENSRNOG00000016313_Ctnnbip1	1.71	1.48	1.05	2.30	2.43
ENSRNOG00000057546_U7	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000004172_Pdk2	110.14	26.99	106.30	121.21	102.28
ENSRNOG00000058788_U4	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000011777_Spag5	3.49	1.18	1.82	2.07	2.66
ENSRNOG00000055515_5_8S_rRNA	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000023664_Lepr	0.49	0.46	1.13	0.90	2.14
