gene_id	C2-cTAL30-1.genes.results	U2-CCD30-2.genes.results	U4-CCD30-1.genes.results	C1-CCD30-1.genes.results	U1-cTAL30-1.genes.results
ENSRNOG00000047219_Ube3b	388.00	30.00	365.00	222.00	399.00
ENSRNOG00000002204_Ccdc158	10.00	0.00	6.00	23.00	18.00
ENSRNOG00000020336_Ezh1	1194.00	350.00	2196.00	1726.00	1601.00
ENSRNOG00000010714_Fgl1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000009846_Frg1	445.76	882.83	496.61	361.52	637.70
ENSRNOG00000020941_Psenen	1066.00	2703.00	1411.00	1184.00	1183.00
ENSRNOG00000055880_AABR07001061.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000062030_Cers1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000009139_Fubp3	242.00	148.00	272.00	230.00	199.00
ENSRNOG00000017964_Slc22a25	99.00	26.00	13.00	33.00	540.00
ENSRNOG00000034513_5S_rRNA	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000022766_LOC100911776	3.00	0.00	0.00	0.00	0.00
ENSRNOG00000023340_Tmem72	3703.00	235.00	740.00	480.00	3673.00
ENSRNOG00000052787_Rsl24d1	1079.00	1520.00	1171.00	1050.00	1078.00
ENSRNOG00000013251_Trim24	40.00	39.00	34.00	50.00	24.00
ENSRNOG00000062304_AABR07031518.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000017912_Atp2a3	22.00	5.00	13.00	12.00	32.00
ENSRNOG00000031689_Trim15	1.00	0.00	1.00	0.00	1.00
ENSRNOG00000046615_AABR07064724.1	0.00	0.00	0.50	0.00	0.00
ENSRNOG00000058002_LOC100911695	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000047607_AABR07029989.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000019725_Actr1a	3088.00	847.00	3622.00	2862.00	3114.00
ENSRNOG00000010750_Twistnb	137.00	213.00	308.00	268.00	135.00
ENSRNOG00000000423_AABR07044388.1	30.00	101.00	72.00	57.00	62.00
ENSRNOG00000038044_Tsc22d2	40.00	74.00	135.00	141.00	63.00
ENSRNOG00000059940_SNORD116	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000025710_Ces5a	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000038766_LOC103694328	34.00	1.00	51.00	25.00	51.00
ENSRNOG00000054388_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000013739_AC126701.1	0.00	0.00	0.00	0.50	0.00
ENSRNOG00000054661_U7	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000053780_LOC100361139	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000052480_AC096473.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000052785_AABR07021823.1	678.08	386.29	919.87	645.80	664.47
ENSRNOG00000056418_AABR07057415.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000020848_Coq8b	476.00	96.00	390.00	263.00	405.00
ENSRNOG00000010181_Clec4d	6.00	11.00	1.00	11.00	3.00
ENSRNOG00000026957_Ms4a15	0.00	3.00	0.00	0.00	0.00
ENSRNOG00000023449_Atg9b	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000049331_LOC685048	0.00	7.00	0.00	0.00	0.00
ENSRNOG00000056515_AABR07028356.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000049188_LOC100360143	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000003629_Nvl	184.00	56.00	259.00	176.00	193.00
ENSRNOG00000053682_U1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000009258_Cdk6	32.00	35.00	123.00	147.00	49.00
ENSRNOG00000053763_AABR07017748.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000056860_AABR07062823.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000052101_AABR07013023.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000057162_RGD1565071	0.00	2.00	0.00	0.00	0.00
ENSRNOG00000051267_AABR07039264.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000039152_Frem3	2.00	0.00	0.00	2.00	0.00
ENSRNOG00000031865_Olr788	0.00	0.00	0.00	1.00	1.00
ENSRNOG00000017654_Emc8	1111.00	1190.00	987.00	954.00	1140.00
ENSRNOG00000056636_LOC108352627	0.00	0.00	0.00	1.00	0.00
ENSRNOG00000003981_Zfp18	224.00	63.00	361.00	259.00	318.00
ENSRNOG00000062143_LOC100911830	269.50	646.91	477.47	317.60	209.65
ENSRNOG00000057198_AC134759.1	2.00	0.00	0.00	1.00	1.00
ENSRNOG00000048328_AABR07017849.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000046246_AABR07015881.1	2.00	0.00	0.49	0.00	0.00
ENSRNOG00000006336_Fyco1	595.00	393.00	740.00	554.00	807.00
ENSRNOG00000002695_Tfb2m	1245.75	348.10	895.83	728.24	1266.46
ENSRNOG00000012207_Dst	4961.00	765.00	2047.00	2274.00	6265.00
ENSRNOG00000021473_Olr619	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000011616_Slc26a5	0.00	0.00	0.00	1.00	0.00
ENSRNOG00000024601_Taf11	466.00	409.00	503.00	348.00	579.00
ENSRNOG00000060829_AC125248.1	60.00	3.00	7.00	9.00	53.00
ENSRNOG00000042165_Colca2	1.00	0.00	0.00	1.00	2.00
ENSRNOG00000007412_Dok1	18.00	13.00	51.00	23.00	14.00
ENSRNOG00000061813_Ly6c	454.00	192.09	96.00	220.88	1025.83
ENSRNOG00000054678_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000048617_Ensa	1408.00	1254.00	2361.00	1296.00	1497.00
ENSRNOG00000007546_Asns	890.00	3.00	71.00	89.00	588.00
ENSRNOG00000052031_7SK	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000020021_Brsk2	0.00	3.00	0.00	1.00	0.00
ENSRNOG00000060901_AABR07007875.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000059765_Asic1	1.00	13.00	39.00	60.00	7.00
ENSRNOG00000032487_Sts	20.00	67.00	229.00	146.00	41.00
ENSRNOG00000034198_Tceal9	6696.00	11823.00	4811.00	3332.00	7256.00
ENSRNOG00000001813_Dnm1l	1105.00	567.00	1619.00	1055.00	1144.00
ENSRNOG00000047849_Olr768	0.00	0.00	0.00	1.00	0.00
ENSRNOG00000049126_AC115509.1	7.00	5.00	0.00	1.00	10.00
ENSRNOG00000046076_Tspan10	0.00	0.00	1.00	1.00	1.00
ENSRNOG00000060154_Ddx23	1937.00	382.00	2629.00	1361.00	2265.00
ENSRNOG00000001124_Rnft2	3.00	10.00	19.00	13.00	7.00
ENSRNOG00000030004_Ier3ip1	0.00	1.00	0.00	0.00	0.00
ENSRNOG00000046530_Zdhhc16	739.00	386.00	745.00	612.00	893.00
ENSRNOG00000014686_Kcnd3	12.00	0.00	3.00	2.00	5.00
ENSRNOG00000038047_Mt1	817.96	1808.87	491.99	647.92	545.99
ENSRNOG00000060112_Vom1r97	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000056847_Gsta3	2475.43	1244.87	883.56	665.52	1956.39
ENSRNOG00000048704_AABR07032392.1	16.55	45.18	13.96	30.01	11.62
ENSRNOG00000018895_Mchr1	2.00	0.00	0.00	2.00	0.00
ENSRNOG00000045084_5S_rRNA	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000050672_Ervfrd-1	44.00	0.00	1.00	6.00	52.00
ENSRNOG00000015977_Zfp609	110.00	51.00	154.00	261.00	144.00
ENSRNOG00000058346_7SK	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000057494_AABR07014739.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000057798_AC102976.1	21.00	20.00	1.00	23.00	1.00
ENSRNOG00000004512_Apool	1374.00	1402.00	1034.00	737.00	1282.00
ENSRNOG00000002572_Cacybp	1576.00	3137.00	3067.00	2397.00	1839.00
ENSRNOG00000055877_AABR07000159.4	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000056227_AABR07032119.1	3.00	0.00	0.00	2.00	0.00
ENSRNOG00000014055_Nat1	549.00	271.59	442.00	346.69	422.48
ENSRNOG00000057373_7SK	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000052620_Rack1	2543.00	7086.00	2884.00	2803.00	2981.00
ENSRNOG00000005096_Bzw2	1004.00	1649.00	1776.00	1512.00	1004.00
ENSRNOG00000045542_AC099104.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000007515_Kif3a	369.00	437.00	661.00	586.00	381.00
ENSRNOG00000012166_Adal	101.00	36.00	191.00	122.00	80.00
ENSRNOG00000047814_Mir3594	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000046854_AABR07061022.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000058053_Ube2n	1930.00	2815.00	2455.00	2172.00	1990.00
ENSRNOG00000024040_Mb21d2	19.00	179.00	112.00	133.00	39.00
ENSRNOG00000051420_Cables2	9.00	5.00	17.00	23.00	4.00
ENSRNOG00000008138_Jhy	0.00	0.00	0.00	1.00	0.00
ENSRNOG00000001452_Fzd9	0.00	0.00	0.00	0.00	1.00
ENSRNOG00000053980_7SK	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000004720_Kcnj2	3.00	0.00	1.00	1.00	6.00
ENSRNOG00000018310_Eno4	9.00	7.00	9.00	12.00	19.00
ENSRNOG00000022567_Gpr62	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000056882_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000053728_AABR07006724.1	2.00	0.00	0.00	0.00	3.00
ENSRNOG00000053161_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000018507_Gfpt1	1010.00	308.00	835.00	613.00	1194.00
ENSRNOG00000044601_5S_rRNA	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000050359_Olr311	0.00	1.00	0.00	0.00	0.00
ENSRNOG00000015609_Wdr27	88.00	10.00	133.00	87.00	59.00
ENSRNOG00000055790_Nup210l	0.00	0.00	3.00	1.00	0.00
ENSRNOG00000006499_Cops5	1590.00	2192.00	2020.00	1808.00	1745.00
ENSRNOG00000030524_Defa24	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000042360_Treml4	0.00	0.00	2.00	5.00	2.00
ENSRNOG00000011104_LOC100360057	260.62	976.58	289.88	239.68	309.72
ENSRNOG00000053314_AABR07006657.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000055285_LOC102551439	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000018590_Drg1	2404.00	1782.00	2458.00	2057.00	2493.00
ENSRNOG00000016716_Armc3	8.00	0.00	2.00	2.00	9.00
ENSRNOG00000056587_AABR07051808.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000019932_Ip6k1	41.00	36.00	187.00	221.00	55.00
ENSRNOG00000005958_Rrbp1	237.00	66.00	312.00	239.00	388.00
ENSRNOG00000006142_Mymk	3.00	0.00	0.00	0.00	0.00
ENSRNOG00000019022_Fam89a	0.00	3.00	7.00	14.00	0.00
ENSRNOG00000051825_AABR07005535.1	76.00	58.00	162.00	62.00	85.00
ENSRNOG00000014087_Kifc3	656.00	225.00	1064.00	651.00	649.00
ENSRNOG00000045609_Mir340-1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000012045_Adgrb3	6.00	0.00	0.00	3.00	0.00
ENSRNOG00000024446_Gpr142	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000056805_AC244265.1	2.00	0.00	0.00	1.00	0.00
ENSRNOG00000017725_Pnlip	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000007965_Olr420	2.00	0.00	0.00	6.00	0.00
ENSRNOG00000007284_Slc2a1	2578.00	900.00	3046.00	2002.00	2072.00
ENSRNOG00000008526_Pdzd3	58.00	0.00	25.00	25.00	151.00
ENSRNOG00000055350_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000009821_Slitrk3	2.00	24.00	3.00	9.00	0.00
ENSRNOG00000054982_7SK	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000053193_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000056453_AABR07068308.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000031993_Prim1	1404.00	804.00	806.00	709.00	588.00
ENSRNOG00000046040_LOC100911586	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000056981_AABR07034956.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000039200_AABR07070046.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000029089_Foxr1	0.00	1.00	0.00	0.00	0.00
ENSRNOG00000061858	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000043186_Ppil6	33.00	35.00	12.00	9.00	36.00
ENSRNOG00000014477_Acvr2b	32.00	30.00	15.00	15.00	26.00
ENSRNOG00000045737_LOC681180	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000054747_Mir509	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000059200_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000006975_Wasl	444.00	1144.00	1408.00	1370.00	717.00
ENSRNOG00000013754_Krt35	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000057860_AABR07033869.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000057534_AABR07030739.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000046453_Defa9	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000005708_Mmp16	1.00	6.00	0.00	3.00	4.00
ENSRNOG00000051930_AC130969.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000046482_Znf750	10.00	15.00	260.00	158.00	9.00
ENSRNOG00000002642_Ptges3	937.75	2973.52	4024.07	3462.30	813.31
ENSRNOG00000003400_Fmo4	743.00	57.00	119.00	121.00	581.00
ENSRNOG00000035645_Mir18a	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000002563_Mcts1	1399.00	3445.00	1638.00	1401.00	1461.00
ENSRNOG00000019023_Tars1	1417.00	592.00	2238.00	1353.00	1803.00
ENSRNOG00000056627_AABR07008319.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000013176_Far1	1257.00	418.00	1333.00	1004.00	1229.00
ENSRNOG00000008518_Gsg1	0.00	0.00	0.00	1.00	0.00
ENSRNOG00000013018_Eda2r	0.00	0.00	0.00	0.00	2.00
ENSRNOG00000052875_AABR07067810.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000059691_AABR07033318.1	17.99	24.00	0.00	19.61	16.26
ENSRNOG00000021581_Rapgef2	50.00	209.00	61.00	116.00	50.00
ENSRNOG00000057789_AABR07069528.1	0.00	2.00	0.00	1.00	1.00
ENSRNOG00000008465_Tmem176b	844.00	2427.00	2769.00	1715.00	2494.00
ENSRNOG00000029478_Cyp4f39	3.00	1.00	1.00	11.00	0.00
ENSRNOG00000036835_Copz1	4791.00	4195.00	5796.00	5001.00	4960.00
ENSRNOG00000061216_Tubb5	1292.00	1242.00	1405.00	1427.00	1378.00
ENSRNOG00000060503_AC112568.5	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000045570_LOC288978	87.00	157.00	63.00	69.00	87.00
ENSRNOG00000046375_LOC100910953	0.00	0.00	0.00	0.33	0.00
ENSRNOG00000024112_Dgkq	139.00	29.00	333.00	253.00	158.00
ENSRNOG00000054296_Hist1h2bo	4.00	12.88	6.93	10.00	7.01
ENSRNOG00000058483_LOC102555094	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000001527_Cd80	14.00	30.00	2.00	12.00	8.00
ENSRNOG00000047632_LOC683422	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000013479_Stard7	647.00	1229.00	2028.00	1998.00	729.00
ENSRNOG00000005715_Lgr4	235.00	45.00	333.00	316.00	397.00
ENSRNOG00000011639_Mrpl47	419.56	787.59	515.26	375.82	295.62
ENSRNOG00000008764_Otud5	89.00	238.00	333.00	359.00	192.00
ENSRNOG00000061942_AABR07039474.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000059205_AABR07013435.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000010921_Taf1d	94.00	179.00	226.00	130.00	102.00
ENSRNOG00000010147_Pdcd10	1607.00	2301.00	2203.00	1771.00	1797.00
ENSRNOG00000046792_Olr1456	0.00	0.00	0.00	0.00	1.00
ENSRNOG00000055107_AABR07023033.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000017568_Rit2	0.00	0.00	0.00	1.00	0.00
ENSRNOG00000011931_Smarca2	682.00	274.00	729.00	451.00	670.00
ENSRNOG00000048975_Trim42	0.00	0.00	0.00	1.00	0.00
ENSRNOG00000046947_Ak5	0.00	0.00	0.00	2.00	4.00
ENSRNOG00000023557_Mab21l4	0.00	0.00	9.00	0.00	0.00
ENSRNOG00000003119_Gc	3.00	0.00	1.00	19.00	42.00
ENSRNOG00000021079_Fxyd1	111.00	1.00	1.00	0.00	29.00
ENSRNOG00000053343_AC098459.2	28.63	15.12	0.00	6.03	0.00
ENSRNOG00000006050_Med19	254.00	439.00	378.00	370.00	230.00
ENSRNOG00000060340_Psme4	1629.00	1122.00	1996.00	1818.00	2171.00
ENSRNOG00000046962_Pde6g	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000008956_Cdkn2c	126.00	140.00	120.00	112.00	161.00
ENSRNOG00000060007_AC131411.4	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000052904_AC130585.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000027240_Kndc1	0.00	0.00	17.00	5.00	0.00
ENSRNOG00000002304_Tnfrsf13b	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000056913	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000002061_Ptpn13	404.00	227.00	595.08	804.00	461.92
ENSRNOG00000055625_U4	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000021798_Pglyrp4	1.00	0.00	1.00	1.00	0.00
ENSRNOG00000056867_U1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000059559_AC110474.3	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000056986_7SK	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000053146_U1	0.50	5.00	3.50	1.00	3.50
ENSRNOG00000035686_5S_rRNA	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000056154_AABR07033653.4	0.00	0.00	0.00	1.00	0.00
ENSRNOG00000006841_Ano4	7.00	10.00	1.00	5.00	11.00
ENSRNOG00000062131_AABR07063581.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000054502_AABR07036080.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000000560_Lrrc20	30.00	29.00	79.00	69.00	33.00
ENSRNOG00000042823_RGD1561230	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000023344_Rpl23a	1551.69	3241.88	1796.45	1419.63	1825.47
ENSRNOG00000054968_U1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000045627_Olr552	0.00	0.00	0.00	3.00	0.00
ENSRNOG00000012933_Prcc	233.00	175.00	389.00	405.00	207.00
ENSRNOG00000019246_Psme2	1417.00	4013.00	2258.00	1769.00	1515.00
ENSRNOG00000004423_Zbtb18	43.00	13.00	52.00	51.00	50.00
ENSRNOG00000046751_LOC688649	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000060108_Olr399	0.00	0.00	0.00	1.00	0.00
ENSRNOG00000035617_Mir186	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000061189_LOC108350709	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000009653_Numb	708.00	43.00	260.00	163.00	699.00
ENSRNOG00000052501_AC135771.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000020601_Hmg20b	144.00	280.00	355.00	431.00	138.00
ENSRNOG00000061874_AABR07047036.1	38.00	2.00	2.00	35.00	2.00
ENSRNOG00000029600_AABR07048312.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000025251_H1f8	0.00	0.00	0.00	4.00	0.00
ENSRNOG00000003520_Prdx2	8813.00	16054.00	9576.00	8855.00	10669.00
ENSRNOG00000061688_AC105648.11	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000001825_AABR07034767.1	141.00	134.00	316.00	258.00	102.00
ENSRNOG00000019729_Jmjd8	1763.37	1399.58	2963.08	2567.03	2317.90
ENSRNOG00000054517	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000061455_Olr354	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000021484_AABR07003537.1	0.00	2.18	0.00	0.00	0.00
ENSRNOG00000052888_Gm25396	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000018185_Sag	0.00	0.00	0.00	1.00	0.00
ENSRNOG00000032320_AY172581.16	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000057601_AABR07044080.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000001034_Evi5l	57.00	39.74	328.54	249.02	112.00
ENSRNOG00000046494_LOC100361018	2.00	0.00	0.00	0.00	0.00
ENSRNOG00000007110_Ankrd6	111.00	223.00	347.00	287.00	80.00
ENSRNOG00000036287_AABR07006742.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000014628_Pomk	900.00	246.00	1249.00	984.00	1078.00
ENSRNOG00000010170_Tubb4b	2797.00	4239.00	4575.00	3850.00	2592.00
ENSRNOG00000042305_AABR07065814.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000027171_Ndst2	26.98	76.00	121.03	154.59	99.00
ENSRNOG00000020232_Rit1	301.00	394.00	439.00	375.00	315.00
ENSRNOG00000022071_Itga2b	40.00	8.00	14.00	11.00	93.00
ENSRNOG00000053172_Ssr4	1438.00	4926.00	1868.00	1690.00	1665.00
ENSRNOG00000058651_AABR07004871.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000058931_AABR07007088.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000046515_St6gal2	0.00	0.00	0.00	2.00	0.00
ENSRNOG00000062237_AC111804.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000061401_AC240814.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000017690_Ccsap	1.00	0.00	2.00	7.00	0.00
ENSRNOG00000055280_AABR07015903.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000060811_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000000665_Pitpnb	1183.00	237.00	1440.00	1081.00	1245.00
ENSRNOG00000055478_7SK	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000050992_Olr308	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000026787_Disp2	1.00	9.00	12.00	10.00	15.00
ENSRNOG00000059009_AABR07010358.1	0.00	0.00	0.00	0.00	2.00
ENSRNOG00000055981_AABR07001516.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000054667_AABR07049288.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000025286_Pank2	7.00	32.00	18.00	35.00	6.00
ENSRNOG00000042251_AABR07030771.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000050067_AABR07026058.1	19.05	41.18	27.28	20.54	47.03
ENSRNOG00000012629_Rab23	76.00	6.00	7.00	15.00	60.00
ENSRNOG00000060828_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000053887_RNaseP_nuc	0.00	1.00	0.00	0.00	0.00
ENSRNOG00000049650_AABR07018556.1	27.00	21.00	0.00	8.00	4.00
ENSRNOG00000051664_AABR07010878.1	28.22	15.87	5.14	26.07	9.14
ENSRNOG00000000848_Gpank1	265.00	17.00	220.00	232.00	312.00
ENSRNOG00000051121_AABR07048487.1	10.02	0.00	9.99	14.77	24.80
ENSRNOG00000035598_Mir129-1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000016403_Olah	1.00	0.00	0.00	1.00	0.00
ENSRNOG00000055853_Gorasp2	831.00	608.00	1704.00	1468.22	671.87
ENSRNOG00000057122_AABR07036514.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000021745_Bhlhe22	3.00	0.00	0.00	5.00	9.00
ENSRNOG00000022938_Ap4e1	57.00	47.00	37.00	33.00	19.00
ENSRNOG00000056880_AABR07013860.3	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000009382_AABR07052486.1	280.00	82.00	231.00	168.00	317.00
ENSRNOG00000028636_Xkr5	32.00	32.00	6.00	14.00	18.00
ENSRNOG00000010628_Sec13	2069.00	2145.00	2730.00	1990.00	1784.00
ENSRNOG00000055180_AABR07031989.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000002585_Cul4b	627.00	186.00	782.00	539.00	767.00
ENSRNOG00000004554_Dcn	97.00	184.00	54.00	112.00	2179.00
ENSRNOG00000054447_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000028807_Vom1r20	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000027733_Lair1	10.00	0.00	0.00	2.00	15.00
ENSRNOG00000035621_Mir135b	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000058602_AABR07037715.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000023520_Cs	4962.00	627.00	3989.00	3505.00	4787.00
ENSRNOG00000006695_Rbck1	1259.00	630.00	1511.00	1560.00	1372.00
ENSRNOG00000025422_Pudp	1.00	1.00	0.00	3.00	2.00
ENSRNOG00000059716_AABR07048203.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000003588_AABR07037960.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000060628_AABR07054753.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000019481_Cyp8b1	5.00	9.00	0.00	6.00	0.00
ENSRNOG00000020642_Flad1	1079.00	236.00	1083.00	1016.87	977.78
ENSRNOG00000024342_AABR07035461.1	20.00	6.02	19.00	47.00	5.00
ENSRNOG00000046475_Mir148a	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000033983_Sohlh1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000055979_U4	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000055284_AABR07053847.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000030143_AABR07051796.1	2.00	0.00	1.00	2.00	1.00
ENSRNOG00000055807_AABR07065688.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000002285_Fam122b	72.87	30.00	35.38	43.62	100.66
ENSRNOG00000018996_Phf7	87.00	38.00	112.00	92.00	63.00
ENSRNOG00000053133_AABR07017982.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000048356_RGD1308750	97.95	61.07	101.67	88.39	96.08
ENSRNOG00000013441_Gnrh1	0.00	2.00	0.00	0.00	2.00
ENSRNOG00000025619_Ap1g2	282.00	168.00	437.00	377.00	301.00
ENSRNOG00000048989_Larp7	266.00	348.00	328.00	256.00	276.00
ENSRNOG00000020762_Zfp260	1217.40	301.00	1323.15	867.33	1311.90
ENSRNOG00000008766_Grin2b	2.00	0.00	0.00	1.00	1.00
ENSRNOG00000046349_AABR07067829.1	6.15	22.60	8.94	1.79	13.49
ENSRNOG00000010922_Ppp2r1b	843.00	84.00	933.00	689.00	1017.00
ENSRNOG00000047133_Jrkl	445.00	59.00	272.00	180.00	463.00
ENSRNOG00000012940_Vps41	1409.00	363.00	1900.00	1206.00	1794.00
ENSRNOG00000052267_Olr1285	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000028166_Asmtl	42.00	93.00	157.00	166.00	46.00
ENSRNOG00000015075_Stc1	93.00	5903.00	51890.00	9202.00	189.00
ENSRNOG00000038336_AABR07061003.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000003755_Clgn	1.00	0.00	0.00	0.00	0.00
ENSRNOG00000002072_Eva1c	2.00	17.00	10.00	14.00	4.00
