gene_id	C2-cTAL30-1.genes.results	U2-CCD30-2.genes.results	U4-CCD30-1.genes.results	C1-CCD30-1.genes.results	U1-cTAL30-1.genes.results
ENSRNOG00000005794_Slc10a1	7.00	0.00	0.00	3.00	10.00
ENSRNOG00000055360	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000045955_Mrgbp	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000061849_AABR07044777.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000011071_Nt5e	49.00	570.00	1362.00	1193.00	572.00
ENSRNOG00000046677_Fam181a	0.00	0.00	0.00	0.00	1.13
ENSRNOG00000010104_Pofut1	22.00	12.00	123.00	67.00	20.00
ENSRNOG00000012619_Epor	2.00	37.00	83.00	65.00	0.00
ENSRNOG00000051945_LOC108352225	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000029835_RGD1562381	0.00	9.00	0.00	4.00	0.00
ENSRNOG00000059502_SNORA70	0.00	0.00	0.00	2.00	0.00
ENSRNOG00000054606_AABR07020125.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000007115_Crebl2	13.00	15.00	14.00	10.00	3.00
ENSRNOG00000053857_AABR07039303.6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000059788_SNORD115	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000056580_En1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000018468_Ldb1	55.00	69.00	111.00	125.00	106.00
ENSRNOG00000050326_AABR07043892.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000061063_AABR07035779.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000037211_Kif14	8.00	0.00	7.00	25.00	16.00
ENSRNOG00000007491_Hoxb13	0.00	7.00	0.00	0.00	0.00
ENSRNOG00000018613_Crip3	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000061605_AC096226.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000057730_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000050926_LOC100910887	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000004146_Coro7	125.00	12.00	170.00	193.40	179.00
ENSRNOG00000056524_Abcd1	405.00	61.00	424.00	277.00	360.00
ENSRNOG00000059802_AABR07051485.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000018865_Adamts12	28.00	18.00	3.00	1.00	110.00
ENSRNOG00000053206_LOC688442	6.29	4.49	5.98	2.54	1.78
ENSRNOG00000045463_5S_rRNA	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000054654_AABR07073489.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000019377_Amh	0.00	1.00	0.00	0.00	0.00
ENSRNOG00000033913_AABR07053734.2	0.00	3.09	0.59	2.19	0.00
ENSRNOG00000056972_AABR07053710.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000018825_Dcaf11	4189.00	804.00	5560.00	3769.00	4495.00
ENSRNOG00000057979_AABR07011700.1	12.46	14.51	1.00	4.50	7.00
ENSRNOG00000045977_Olr767	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000047040_Lhb	0.00	8.00	1.00	3.00	1.00
ENSRNOG00000005713_Ccdc82	535.00	269.00	474.00	364.00	492.00
ENSRNOG00000049032_AABR07029573.1	1.00	0.00	0.00	0.00	0.00
ENSRNOG00000058781_AABR07028258.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000002944_RGD1304587	168.00	455.00	383.00	239.00	189.00
ENSRNOG00000059068_AABR07003001.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000011683_Fes	45.00	0.00	19.00	12.00	59.00
ENSRNOG00000000412_Slc35f1	2.00	1.00	2.00	0.00	0.00
ENSRNOG00000012263_Cnot7	1896.71	796.00	2241.04	1495.52	1752.00
ENSRNOG00000051966_U4	0.00	1.27	1.00	1.00	0.00
ENSRNOG00000057504_AABR07072374.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000025881_Rbms3	259.00	14.00	62.00	31.00	374.00
ENSRNOG00000017788_Katnal2	1.00	0.00	5.00	7.00	0.00
ENSRNOG00000021137_Kctd15	68.00	10.00	6.00	14.00	74.00
ENSRNOG00000048782_Wnt7a	4.00	11.00	1.00	16.00	0.00
ENSRNOG00000049877_LOC100910744	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000051497_7SK	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000052089_AC132720.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000051902_U1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000036678_Aspscr1	223.00	86.00	612.00	625.00	138.00
ENSRNOG00000059672_AABR07021316.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000031906_AABR07037510.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000031296_AABR07015831.1	2.00	2.00	0.00	3.00	0.00
ENSRNOG00000053781_AABR07046819.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000033673_AABR07061532.1	1.00	0.00	0.00	0.00	1.00
ENSRNOG00000055449_Olr763	0.00	0.00	0.00	3.00	0.00
ENSRNOG00000007999_Abra	4.00	3.00	0.00	0.00	0.00
ENSRNOG00000006077_Snx5	1217.00	1066.00	2141.00	1728.00	1445.00
ENSRNOG00000001157_Umodl1	12.00	0.00	0.00	1.00	2.00
ENSRNOG00000016196_Dlgap1	7.00	0.00	9.00	14.00	6.00
ENSRNOG00000011489_R3hdm4	2055.00	555.00	2483.00	2388.00	2417.00
ENSRNOG00000019983_Mlx	1967.00	1546.00	2113.00	1518.00	1769.00
ENSRNOG00000035490_Mir412	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000057560_AABR07044308.4	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000011401_Usp50	1.00	0.00	0.00	0.00	0.00
ENSRNOG00000048147_AABR07027532.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000030120_Ormdl2	1286.00	4250.00	2633.00	2238.00	1307.00
ENSRNOG00000023492_Greb1l	23.00	5.00	0.00	4.00	18.00
ENSRNOG00000012012_Pinx1	62.00	53.00	101.00	82.00	87.00
ENSRNOG00000021885_Gphb5	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000019103_Cln3	569.00	709.00	1241.00	995.00	762.00
ENSRNOG00000018233_Gas6	1470.00	673.00	1690.00	2100.00	1623.00
ENSRNOG00000029073_Txndc8	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000004014_Chmp6	817.99	756.00	1656.91	1399.97	920.00
ENSRNOG00000045969_LOC103693022	0.00	0.00	0.50	3.00	0.00
ENSRNOG00000029055_Ttk	96.00	140.00	92.00	73.00	104.00
ENSRNOG00000057747_U4	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000020080_Lrrc18	2.00	3.00	0.00	1.00	1.00
ENSRNOG00000009736_A4galt	3.00	1243.00	5285.00	4221.00	18.00
ENSRNOG00000021546_Sit1	7.00	0.00	4.00	2.00	5.00
ENSRNOG00000008775_Lrguk	13.00	0.00	10.00	14.00	83.00
ENSRNOG00000030857_Cyss	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000015027_Il18r1	19.00	17.00	118.00	84.00	19.00
ENSRNOG00000053371_LOC102554500	0.00	2.09	0.00	1.00	0.00
ENSRNOG00000020203_Ptpn20	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000004339_Yy1	40.00	78.00	97.00	169.00	46.00
ENSRNOG00000056715_Olr1748	1.00	0.00	0.00	3.00	0.00
ENSRNOG00000038361_RGD1564865	1092.00	83.00	167.00	146.00	1251.00
ENSRNOG00000015177_Sun2	171.00	12.00	1059.00	519.00	223.00
ENSRNOG00000059141_7SK	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000006439_Olr1122	1.00	0.00	0.00	0.00	0.00
ENSRNOG00000047613_AABR07048463.1	0.00	0.00	0.00	1.00	0.00
ENSRNOG00000007495_Smpx	1148.00	161.00	81.00	173.00	1328.00
ENSRNOG00000051869_AABR07013931.1	0.00	0.00	0.00	0.00	1.00
ENSRNOG00000057569_Ahnak	2272.00	1661.00	5351.00	4943.00	2483.00
ENSRNOG00000052670_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000023367_Scgb2b2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000011285_Zdhhc22	1.00	0.00	1.00	4.00	0.00
ENSRNOG00000019018_Plat	312.15	109.00	119.00	158.00	1274.00
ENSRNOG00000008475_Fut9	89.00	0.00	0.00	0.00	48.00
ENSRNOG00000051532	1.00	0.00	0.00	0.00	0.00
ENSRNOG00000057457_U1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000021943_Fam216b	1.00	0.00	2.00	2.00	0.00
ENSRNOG00000045616_Olr1434	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000046797_Rpusd2	63.67	0.00	5.70	20.88	19.73
ENSRNOG00000057476_AABR07054045.1	9.26	12.35	17.23	22.78	12.20
ENSRNOG00000002004_Prdm8	0.00	0.00	0.00	1.00	1.00
ENSRNOG00000016778_Cops7a	3150.00	2989.00	3494.00	3447.00	3213.00
ENSRNOG00000060545_AC125688.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000056712_AC142421.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000005067_Zfp36l2	163.00	326.00	155.00	243.00	221.00
ENSRNOG00000007454_Aloxe3	1.00	2.00	8.00	6.00	0.00
ENSRNOG00000061623_AABR07043354.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000058163_AC107446.3	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000012927_Rrp9	330.00	146.00	366.00	309.00	191.00
ENSRNOG00000060776_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000038902_Rbis	548.00	1638.00	582.00	482.00	550.00
ENSRNOG00000052655_U4	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000045628_AABR07034748.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000037610_Trap1a	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000019113_Hnrnpk	13808.04	5322.44	18191.82	13046.42	14372.81
ENSRNOG00000003888_Rgs13	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000058451_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000033266_Prss30	26.00	0.00	3.00	3.00	90.00
ENSRNOG00000054597_AABR07051511.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000046724_AC141526.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000008595_Ttc12	347.00	132.00	245.00	212.00	349.00
ENSRNOG00000024450_Poc1b	320.00	145.00	400.00	205.00	412.00
ENSRNOG00000042084_Acsm2	1747.00	66.00	242.00	515.00	7770.00
ENSRNOG00000051028_AABR07036623.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000026323_Eqtn	3.00	15.00	5.00	4.00	3.00
ENSRNOG00000031675_Panx3	1.00	0.00	0.00	5.00	2.00
ENSRNOG00000051898_AABR07034059.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000050898_AABR07034730.2	3.00	3.00	0.00	0.00	0.00
ENSRNOG00000046197_AABR07017658.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000053989_AABR07066529.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000046192_LOC103690007	219.86	122.34	170.52	175.39	173.72
ENSRNOG00000045831_Lmod2	0.00	16.00	19.63	0.00	0.00
ENSRNOG00000053162_AABR07053787.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000053112_AABR07031767.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000056274_AABR07061542.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000060974_AABR07065448.1	7.50	0.00	19.06	12.86	8.39
ENSRNOG00000056569_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000052298_AABR07014974.1	1.00	0.00	0.00	2.00	1.00
ENSRNOG00000028882_Vom1r45	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000058730_AABR07032747.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000053350_AABR07048785.1	0.00	0.00	0.00	0.50	0.00
ENSRNOG00000004645_Galnt5	17.00	0.00	0.00	8.00	24.00
ENSRNOG00000043668_AC105645.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000054002_AABR07025152.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000001858_Ypel1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000017219_Vac14	213.00	148.00	699.00	870.00	235.00
ENSRNOG00000048701_LOC690468	0.00	0.57	3.88	0.00	1.51
ENSRNOG00000061418_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000013318_Ccdc150	20.00	0.00	2.00	6.00	26.00
ENSRNOG00000030276_Ctsm	1.00	0.00	0.00	0.00	0.00
ENSRNOG00000056077	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000008847_Gja3	0.00	22.00	0.00	4.00	4.00
ENSRNOG00000024330_Ngp	0.00	2.00	0.00	2.00	0.00
ENSRNOG00000013255_Dnajc8	1390.00	1980.00	1884.00	1194.00	1255.00
ENSRNOG00000014979_Themis	1.00	0.00	3.00	1.00	0.00
ENSRNOG00000058920_Coa8	2.27	0.00	0.00	35.60	0.00
ENSRNOG00000017072_Slc16a14	450.00	28.00	76.00	147.00	1462.00
ENSRNOG00000009256_Gkn2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000009273_LOC259244	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000010697_Hadh	8826.00	2044.00	2691.00	2911.00	9816.00
ENSRNOG00000000168_Gatm	9201.00	845.00	1616.00	2552.00	18386.00
ENSRNOG00000060319_Olr727	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000056584_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000004819_Porcn	265.00	25.00	156.00	163.00	308.00
ENSRNOG00000003110_Mageb5	1.00	0.00	0.00	0.00	0.00
ENSRNOG00000018417_Naa35	909.00	1130.00	1726.00	1326.00	1211.00
ENSRNOG00000051061_Prep	252.00	23.00	388.00	571.00	249.00
ENSRNOG00000001071_AABR07035091.1	40.63	56.60	39.71	59.62	30.13
ENSRNOG00000031031_Zfp292	373.00	633.00	674.00	775.00	555.00
ENSRNOG00000011006_Stoml3	5.00	12.00	0.00	5.00	0.00
ENSRNOG00000003873_Cpd	222.00	309.00	498.00	519.00	331.00
ENSRNOG00000046666_Haus1	225.24	115.32	158.52	149.90	194.43
ENSRNOG00000014233_Krt19	1445.80	7.00	30.00	35.39	911.00
ENSRNOG00000030596_LOC100362149	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000057803_LOC100909439	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000050020_AABR07065532.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000046363_AABR07029907.1	0.00	0.00	0.00	0.00	0.43
ENSRNOG00000005451_Dnah11	319.39	0.00	0.00	8.04	402.04
ENSRNOG00000032996_Vom1r19	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000001173_Cabp1	11.00	1.00	5.00	5.00	3.00
ENSRNOG00000049637_AABR07003233.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000051460_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000052082_AABR07070982.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000010840_Adamtsl3	0.00	196.00	828.00	392.00	4.00
ENSRNOG00000048810_Olr91	1.00	0.00	0.00	0.00	0.00
ENSRNOG00000011973_Il7	26.00	0.00	1.00	0.00	53.00
ENSRNOG00000051319_AABR07038863.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000011603_Cab39l	1122.00	439.00	904.00	618.00	1309.00
ENSRNOG00000042820_Pramef17	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000043068_Tipin	191.93	323.17	274.55	222.29	134.02
ENSRNOG00000008614_Zfyve1	254.00	56.00	392.00	323.00	393.00
ENSRNOG00000023452_AABR07050449.1	8.00	0.00	1.00	0.00	2.00
ENSRNOG00000015268_Plpp6	101.00	484.00	84.00	183.00	162.00
ENSRNOG00000057843_LOC102550012	0.00	0.00	1.00	0.00	0.00
ENSRNOG00000057781_7SK	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000056455_AABR07024885.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000052992_U4	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000057857_AABR07017868.5	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000048693_Ctsql2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000049976_Gzmbl2	0.00	1.00	0.00	0.00	0.00
ENSRNOG00000060192_AABR07010330.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000018781_Map1s	63.00	31.00	330.00	212.00	56.00
ENSRNOG00000054720_AABR07043658.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000004127_Cep170	57.00	25.32	95.98	79.85	63.13
ENSRNOG00000013806_Mplkip	54.00	229.00	358.00	283.00	30.00
ENSRNOG00000030266_Plekhg2	29.00	12.00	43.00	33.00	44.00
ENSRNOG00000039989_AABR07014177.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000061723_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000026378_LOC100911204	85.49	74.62	46.21	62.12	76.91
ENSRNOG00000042781_Ropn1l	1.00	4.00	9.00	13.00	3.00
ENSRNOG00000036492_rno-mir-679	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000028545_AC141959.1	11.00	1.00	0.00	14.00	13.00
ENSRNOG00000057268_AABR07027744.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000056568_7SK	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000004477_Ublcp1	1477.00	1759.00	1509.00	1153.00	1399.00
ENSRNOG00000014425_AABR07054456.1	0.00	0.00	0.00	3.00	0.00
ENSRNOG00000058552_AABR07051733.3	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000048437_LOC108352003	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000030715_Cfh	516.00	940.00	2801.00	1008.00	1587.00
ENSRNOG00000005243_Pop1	177.00	10.00	30.00	25.00	162.00
ENSRNOG00000005556_Snrpf	98.00	367.00	100.00	135.00	64.00
ENSRNOG00000042719_LOC100911147	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000040395_Mir484	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000060697_AABR07061261.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000061497_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000056997_AABR07068198.3	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000054294_Rprd2	59.00	63.00	126.00	79.00	75.00
ENSRNOG00000050286_AABR07033047.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000053889_Celsr3	5.00	60.00	1.00	46.00	3.00
ENSRNOG00000037371_Xaf1	5.00	6.00	6.00	8.00	2.00
ENSRNOG00000020426_Erf	3.00	6.00	4.00	21.00	1.00
ENSRNOG00000017625_Htr2b	17.00	21.00	3.00	6.00	4.00
ENSRNOG00000021750_Id1	172.00	363.00	2254.00	1205.00	169.00
ENSRNOG00000002021_Son	1420.00	2999.00	2335.00	2575.00	1888.00
ENSRNOG00000057516_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000001488_Psmb1	4390.00	10284.00	6279.00	5677.00	4183.00
ENSRNOG00000051220_AABR07038661.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000031178_LOC100362054	0.00	2.00	0.00	1.00	0.00
ENSRNOG00000019760_Oxnad1	1344.00	601.00	1343.00	989.00	1416.00
ENSRNOG00000061143_U1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000024703_Dock5	85.00	0.00	11.00	24.00	97.00
ENSRNOG00000030629_Camkmt	205.00	90.00	186.00	156.00	242.00
ENSRNOG00000055660_AABR07000433.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000054134_AABR07062769.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000047730_Tnfsf14	1.00	0.00	0.00	0.00	0.00
ENSRNOG00000057270	0.00	1.00	0.00	0.00	0.00
ENSRNOG00000005174_Tmem121	0.00	0.00	2.00	2.00	0.00
ENSRNOG00000053971_U7	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000024101_Phkb	1097.00	251.00	1314.00	810.00	1229.00
ENSRNOG00000057731_AABR07021635.3	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000050564_AABR07060585.1	119.00	0.00	4.61	10.56	147.90
ENSRNOG00000059850_AABR07053091.1	0.00	0.00	0.00	1.00	0.00
ENSRNOG00000002042_Gfi1	3.00	0.00	0.00	0.00	0.00
ENSRNOG00000057145_AABR07020703.1	0.00	0.00	0.00	1.00	0.00
ENSRNOG00000047922_AABR07046628.1	3.00	10.00	12.00	11.00	5.00
ENSRNOG00000059608_SNORD116	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000011796_C1r	188.00	5.00	45.00	40.00	554.00
ENSRNOG00000055452_AABR07007802.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000052218_AABR07058514.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000041503_AABR07009833.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000038076_Becn2	1.00	2.00	0.00	12.00	0.00
ENSRNOG00000054650_AABR07004482.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000050415_AABR07003935.13	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000016010_Mul1	861.00	472.00	840.00	537.00	954.00
ENSRNOG00000013778_Bpifa3	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000053551_AABR07043877.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000016954_Olr142	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000046688_Olr821	3.00	0.00	0.00	0.00	0.00
ENSRNOG00000061312_Phf10	37.00	196.00	98.00	119.00	96.00
ENSRNOG00000016648_Gulo	0.00	0.00	20.00	16.00	5.00
ENSRNOG00000021902_Rmi2	0.00	0.00	0.00	1.00	0.00
ENSRNOG00000021485_Olr288	0.00	0.00	0.00	1.00	0.00
ENSRNOG00000034920_5S_rRNA	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000060291_AABR07036723.1	0.00	3.00	0.00	0.00	0.00
ENSRNOG00000010230_Dennd10	576.00	241.00	747.00	546.00	542.00
ENSRNOG00000047523_Olr1273	0.14	0.00	0.00	0.00	0.00
ENSRNOG00000011593_Hey1	13.00	0.00	2.00	0.00	7.00
ENSRNOG00000047576_Olr1137	1.00	0.00	0.00	1.00	0.00
ENSRNOG00000014076_Mbnl1	250.00	22.00	101.00	52.00	269.00
ENSRNOG00000058766_AABR07019341.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000015501_Ddhd2	151.00	12.00	346.00	143.00	209.00
ENSRNOG00000046466_AABR07017677.1	0.50	0.00	0.00	1.00	0.00
ENSRNOG00000039060_AABR07017917.1	6.00	6.00	0.00	1.00	2.00
ENSRNOG00000006726_Zfp9	1.00	0.00	3.00	0.00	2.00
ENSRNOG00000055020_AABR07038948.2	25.10	6.88	58.28	7.36	33.23
ENSRNOG00000015375_Lsm1	566.00	1104.00	726.00	591.00	751.00
ENSRNOG00000049160_AABR07067441.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000026134_AABR07015180.1	17.08	1.31	22.10	10.10	5.10
ENSRNOG00000049862_Rnf157	1.00	0.00	1.00	0.00	1.00
ENSRNOG00000016628_Scgn	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000010885_Zyg11a	1.00	0.00	3.00	11.00	0.00
ENSRNOG00000045746_AABR07007744.1	1.00	0.00	0.00	0.00	3.00
ENSRNOG00000060051_AABR07049038.2	2.00	0.00	0.00	5.00	1.00
ENSRNOG00000049953_Olr1458	6.00	20.00	2.00	1.00	0.00
ENSRNOG00000019472_Ackr2	4.00	0.00	0.00	16.00	4.00
ENSRNOG00000007392_Atp6v1f	2983.00	10363.00	5763.00	4943.00	3097.00
ENSRNOG00000003226_Mprip	599.00	558.00	925.00	1217.00	787.00
ENSRNOG00000029993_Kynu	136.00	14.00	36.00	18.00	245.00
ENSRNOG00000004298_Dpys	199.00	40.00	62.00	70.00	333.00
ENSRNOG00000005215_Klhl4	56.00	35.00	10.00	7.00	114.00
ENSRNOG00000010524_Cryab	648.00	11816.00	5248.00	5063.00	922.00
ENSRNOG00000042867_LOC688801	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000013877_Ttc23	168.00	127.00	230.00	195.00	198.00
ENSRNOG00000061363_AABR07056438.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000055545_LOC102546862	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000033765_Eif1	9946.28	12012.07	16207.80	13445.90	8413.48
ENSRNOG00000000568_Slc29a3	385.00	158.00	298.00	425.00	913.00
ENSRNOG00000053867_AC098981.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000001510_AC120066.1	3.00	2.00	0.00	2.00	0.00
ENSRNOG00000020770_Arl4d	518.00	781.00	857.00	1436.00	187.00
ENSRNOG00000033928_LOC103694397	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000058832_AABR07063873.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000047474_LOC100912540	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000024923_Nnat	6.00	0.00	5.00	5.00	3.00
ENSRNOG00000048949_LOC102549542	403.44	813.00	1338.02	870.48	408.48
ENSRNOG00000047532_LOC687631	0.00	0.00	0.00	2.72	0.00
ENSRNOG00000030879_Hbg1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000052471_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000013994_Enpp1	600.00	350.00	1312.00	810.00	774.00
ENSRNOG00000056031_U5	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000019212_Tpp1	2137.00	1514.00	4002.00	3613.00	3795.00
ENSRNOG00000016226_Rpp40	206.00	361.00	242.00	150.00	178.00
ENSRNOG00000035652_Mir188	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000005854_Angpt1	9.00	14.00	198.00	87.00	71.00
ENSRNOG00000007764_Frmd4b	268.00	19.00	122.00	139.00	299.00
ENSRNOG00000042714_RGD1559459	0.00	0.00	5.00	2.24	0.00
ENSRNOG00000006727_Dtd2	399.00	705.00	534.00	525.00	349.00
ENSRNOG00000007349_Ascc2	565.00	80.00	589.00	414.00	378.00
ENSRNOG00000058220_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000019772_Dnpep	5425.00	2894.00	5144.00	5079.00	5477.00
ENSRNOG00000017645_Mylpf	0.00	8.00	2.00	2.00	7.00
ENSRNOG00000056733_AABR07004539.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000006595_Htr3a	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000049351_Nat8l	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000021220_Cpxm1	1.00	1.00	0.00	1.00	14.00
ENSRNOG00000024201_Fer1l5	0.00	0.00	1.00	0.00	0.00
ENSRNOG00000006783_Neb	1.00	523.00	755.00	909.00	3.00
ENSRNOG00000052301_AABR07044390.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000050118_AABR07065750.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000027380_Upk1b	0.00	83.00	80.00	11.00	1.00
ENSRNOG00000007405_Krba1	200.00	7.00	198.00	142.00	233.00
ENSRNOG00000009412_Lrch1	63.00	29.00	232.00	130.00	67.00
ENSRNOG00000057885_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000027478_Krtap11-1	0.00	0.00	0.00	0.00	0.00
