gene_id	U4-CCD30-1	U2-CCD30-2	U1-cTAL30-1	C2-cTAL30-1	C1-CCD30-1
ENSRNOG00000010078_Spag1	55.00	38.00	18.00	33.00	40.00
ENSRNOG00000036829_Nckap1l	49.00	4.00	170.00	107.00	15.00
ENSRNOG00000001489_Tbp	606.00	215.00	398.00	440.00	455.00
ENSRNOG00000010870_Foxn1	0.00	0.00	5.00	0.00	0.00
ENSRNOG00000000323_Prdm1	66.00	5.00	22.00	3.00	55.00
ENSRNOG00000059326_Abca9	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000008978_Trmt12	279.00	256.00	421.00	375.00	281.00
ENSRNOG00000027564_Tsga10ip	9.00	0.00	15.00	36.00	18.00
ENSRNOG00000062277_AABR07036010.4	12.00	17.00	11.00	14.00	25.00
ENSRNOG00000052405_Cdh4	0.00	0.00	11.00	13.00	0.00
ENSRNOG00000001431_Rasa4	11.00	0.00	18.00	20.00	5.00
ENSRNOG00000022598_Trerf1	58.00	21.00	23.00	37.00	72.00
ENSRNOG00000008826_Pax9	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000028423_Otop1	0.00	1.00	1.00	1.00	3.00
ENSRNOG00000001316_Anapc5	6631.00	1458.00	11110.00	10971.00	5476.00
ENSRNOG00000021856_Lat2	2.00	5.00	11.00	2.00	0.00
ENSRNOG00000011646_Rem2	12.00	7.00	15.00	4.00	22.00
ENSRNOG00000061207_7SK	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000041749_AABR07007690.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000047278_AABR07049043.1	6.08	4.02	2.02	0.00	1.85
ENSRNOG00000021241_Gfra4	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000055787_AC094516.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000057727_AABR07015500.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000052226_LOC108348144	9281.00	25755.00	7874.00	6431.00	8727.00
ENSRNOG00000058285_Nme8	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000008118_Sync	6.00	0.00	7.00	8.00	11.00
ENSRNOG00000028641_Brpf3	124.00	101.00	128.00	112.00	145.00
ENSRNOG00000007090_Cacna1c	0.00	1.00	5.00	0.00	0.00
ENSRNOG00000024364_Enkd1	106.66	65.52	105.67	75.51	97.57
ENSRNOG00000010746_Rpl32	1099.79	2835.76	1002.63	865.42	890.24
ENSRNOG00000006888_Gcfc2	126.00	49.00	16.00	15.00	108.00
ENSRNOG00000050206_Shank2	128.00	60.00	1195.33	1032.00	186.00
ENSRNOG00000018319_Pisd	1170.00	177.00	527.00	503.00	917.00
ENSRNOG00000059276_LOC498265	84.00	30.00	42.00	66.00	70.00
ENSRNOG00000056118_Cic	53.00	21.00	74.00	57.00	80.00
ENSRNOG00000054991_AABR07026281.1	1.00	0.00	2.00	0.00	0.00
ENSRNOG00000047714_Tmem37	1316.00	1140.00	2611.00	2505.00	1232.00
ENSRNOG00000013792_Slco6c1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000000609_Ipmk	970.00	680.00	489.00	420.00	876.00
ENSRNOG00000051327_AABR07038714.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000046866_Olr1598	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000030171_LOC499541	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000028752_Tmem81	7.00	0.00	11.00	7.00	7.00
ENSRNOG00000015354_Aox1	0.00	3.00	24.00	17.00	4.00
ENSRNOG00000018741_Zfp318	55.00	19.00	96.00	57.00	80.00
ENSRNOG00000060422_AC120076.1	2.00	15.00	0.00	0.00	0.00
ENSRNOG00000033776_LOC100359668	13.69	15.45	8.82	7.77	26.14
ENSRNOG00000054491_U2	0.00	0.00	0.00	1.00	0.00
ENSRNOG00000021379_Txnl4b	383.00	240.00	350.00	370.00	332.00
ENSRNOG00000055331_Ints10	2747.00	500.00	730.00	641.00	1880.00
ENSRNOG00000053337_Ly49s6	0.00	2.00	0.00	4.00	3.00
ENSRNOG00000025031_RGD1560559	0.00	1.00	0.00	1.00	3.00
ENSRNOG00000004725_Cela1	108.00	308.00	305.00	148.00	155.00
ENSRNOG00000010277_Idh3a	6719.00	2641.00	7222.00	6743.00	6909.00
ENSRNOG00000015002_Abhd15	1.00	1.00	1.00	12.00	6.00
ENSRNOG00000019710_Tm9sf1	2875.00	969.00	1829.00	1909.00	2177.00
ENSRNOG00000026387_Ms4a12	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000052384_AABR07006672.1	1.00	0.00	0.00	0.00	0.00
ENSRNOG00000041450	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000004678_Itln1	0.00	0.00	2.00	0.00	0.00
ENSRNOG00000056792_AABR07064584.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000056692_AABR07058930.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000000386_Pbld1	6927.00	4350.00	6809.00	6626.00	5974.00
ENSRNOG00000011585_Fat3	0.00	5.00	11.00	13.00	18.00
ENSRNOG00000008038_Wbp2nl	0.00	0.00	0.00	0.00	1.00
ENSRNOG00000060304_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000029449_Ror1	2.00	0.00	4.00	1.00	7.00
ENSRNOG00000006049_Rfx1	87.00	39.00	42.00	57.00	107.00
ENSRNOG00000014358_Zic5	0.00	0.00	0.00	0.00	1.00
ENSRNOG00000021243_Siglec1	0.00	0.00	1.00	2.00	7.00
ENSRNOG00000001931_Fgf12	1.00	0.00	3.00	1.00	0.00
ENSRNOG00000007395_Baat	71.00	44.00	181.00	14.00	37.00
ENSRNOG00000038122_AABR07018627.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000053931_AABR07000631.1	0.00	0.17	0.00	0.00	0.00
ENSRNOG00000006761_Sh3gl2	160.00	8.00	120.00	95.00	147.00
ENSRNOG00000033411_Usp12	58.11	37.42	18.12	38.23	103.42
ENSRNOG00000055470_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000042581_Ptcra	0.00	6.00	6.00	2.00	0.00
ENSRNOG00000020484_Trpm5	23.00	0.00	0.00	2.00	3.00
ENSRNOG00000005007_Scn3a	1.00	2.00	11.00	21.91	6.00
ENSRNOG00000024425_LOC100910636	62.52	30.45	111.04	165.62	91.80
ENSRNOG00000032970_Gpr174	0.00	0.00	0.00	0.00	2.00
ENSRNOG00000016090_Mtmr10	860.00	136.00	904.00	916.00	500.00
ENSRNOG00000059286_AABR07037553.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000049132_Map2k3	900.71	542.58	0.00	1.52	651.00
ENSRNOG00000056676_AABR07031360.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000026208_AABR07051260.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000060078_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000045618_AABR07040686.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000018925_AC117330.1	32.07	0.00	6.91	11.70	43.25
ENSRNOG00000005433_Shq1	88.00	53.00	89.00	112.00	52.00
ENSRNOG00000055605_AABR07052500.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000014722_Raph1	10.00	22.00	3.00	0.00	15.00
ENSRNOG00000014021_Matn4	70.00	3.00	8.00	13.00	64.00
ENSRNOG00000039113_Nipsnap3a	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000043203_Krt75	0.00	4.00	0.00	1.00	1.00
ENSRNOG00000043498_Sik2	470.00	111.00	309.00	233.00	524.00
ENSRNOG00000052984_AC097901.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000015558_Zfp512b	227.00	91.00	212.00	194.00	195.00
ENSRNOG00000024212_Tent4b	135.00	117.00	126.00	107.00	133.00
ENSRNOG00000060113_7SK	0.00	0.00	0.00	1.00	0.00
ENSRNOG00000023428_Pik3r5	2.00	4.00	17.00	26.00	15.00
ENSRNOG00000029637_Acot6	1.00	0.00	1.00	2.00	1.00
ENSRNOG00000036900_Defb28	0.00	0.00	13.00	20.00	0.00
ENSRNOG00000055576_AABR07053707.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000002972_Spata46	2.00	27.00	2.00	2.00	1.00
ENSRNOG00000050102_AABR07065699.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000017987_Ucma	3.00	0.00	32.00	17.00	1.00
ENSRNOG00000059156_AABR07028525.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000045968_AABR07027545.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000060014_U2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000058830_AC132699.2	0.00	0.00	0.00	0.00	1.00
ENSRNOG00000054213_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000013492_Cap1	4242.00	1579.00	3346.00	2877.00	3405.00
ENSRNOG00000028821_LOC498460	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000018958_Mt3	398.00	378.00	0.00	2.00	321.00
ENSRNOG00000051863_AABR07071288.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000054963_Rhbdd1	302.00	238.00	239.00	277.00	274.00
ENSRNOG00000053897_LOC100909993	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000037566_RGD1560398	0.00	0.00	0.00	0.00	2.00
ENSRNOG00000015633_Cul3	781.00	1162.00	756.00	510.00	695.00
ENSRNOG00000017684_Fbxl22	3.10	2.31	0.00	0.00	15.23
ENSRNOG00000058779_AABR07071007.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000056062_AABR07002893.1	69.23	0.00	134.57	127.71	40.50
ENSRNOG00000044438_5S_rRNA	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000003116_Dph1	580.00	542.00	590.00	590.00	560.00
ENSRNOG00000060401_Dusp13	0.00	0.00	0.00	1.57	0.00
ENSRNOG00000029734_LOC360933	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000012034_Ces2i	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000030530_Gzmm	6.00	0.00	7.00	10.00	1.00
ENSRNOG00000051139_AABR07021545.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000024562_Tgfbrap1	234.00	64.00	161.00	103.00	311.00
ENSRNOG00000040213_AABR07014114.1	2.00	0.00	0.00	0.00	0.00
ENSRNOG00000033579_Glt8d2	2.00	0.00	0.00	0.00	0.00
ENSRNOG00000051501_SNORA63	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000033051_Slc22a15	46.00	42.00	79.00	23.00	72.00
ENSRNOG00000060429_AABR07002065.2	49.00	13.00	31.00	25.00	32.00
ENSRNOG00000058664_Usp9y	0.00	0.00	0.00	2.00	0.00
ENSRNOG00000000437_Agpat1	1142.00	380.00	2610.00	2664.00	1422.00
ENSRNOG00000038574_Rassf9	113.00	37.00	141.00	118.00	109.00
ENSRNOG00000015835_Cacna2d2	5.00	1.00	15.00	10.00	6.00
ENSRNOG00000009673_Dhrs13	45.00	24.00	8.00	11.00	103.00
ENSRNOG00000010453_Klhl7	1872.00	697.00	2115.00	2128.00	1500.00
ENSRNOG00000000392_Supv3l1	1532.00	308.00	702.00	735.00	1299.00
ENSRNOG00000013798_Fnbp1l	777.00	255.00	543.00	285.00	897.00
ENSRNOG00000052203_AABR07036066.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000006987_Tmem263	760.10	102.00	171.00	148.00	550.24
ENSRNOG00000032254_Sin3a	459.00	55.00	508.00	302.00	439.00
ENSRNOG00000015529_Cdca3	234.00	328.00	327.00	414.00	334.99
ENSRNOG00000050396_rno-mir-3542-1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000039591_Dydc2	0.00	0.00	0.00	1.00	0.00
ENSRNOG00000010665_Ccr7	33.00	0.00	0.00	0.00	1.00
ENSRNOG00000003211_Srp9	1354.00	3265.00	1152.00	1342.00	1140.00
ENSRNOG00000005722_Il36a	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000054224_Bloc1s4	137.00	158.00	33.00	11.00	322.00
ENSRNOG00000054454_AABR07070578.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000045939_AABR07062791.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000009152_Caprin1	3728.00	721.00	1764.00	1935.00	3525.00
ENSRNOG00000015622_Fbxo4	345.00	242.00	42.00	40.00	333.00
ENSRNOG00000006996_Mms22l	167.00	118.00	27.00	27.00	168.00
ENSRNOG00000048294_AABR07014384.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000001680_Riox2	142.98	44.39	139.72	163.53	132.86
ENSRNOG00000057902_U2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000035642_Mirlet7i	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000058179_Metazoa_SRP	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000047487_AABR07052692.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000045800_AABR07016640.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000011501_Atp1b3	5110.94	2424.99	1552.99	1259.99	4454.96
ENSRNOG00000049162_Prr15l	27.00	24.00	30.00	46.00	21.00
ENSRNOG00000024363_Sertad1	446.00	277.00	591.00	461.00	323.00
ENSRNOG00000053958_AABR07044685.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000049592_AABR07035791.1	0.00	0.00	0.00	0.00	4.00
ENSRNOG00000010454_Ccno	0.00	0.00	129.00	407.00	1.00
ENSRNOG00000013390_Kbtbd8	66.00	77.00	63.00	74.00	71.00
ENSRNOG00000022837_Slc25a40	205.00	86.00	227.00	282.00	139.00
ENSRNOG00000057768_AABR07058542.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000041974_5S_rRNA	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000029185_Rasa1	210.00	258.00	185.00	166.00	262.00
ENSRNOG00000008569_Ndufa6	2497.00	6619.00	3394.00	2628.00	2311.00
ENSRNOG00000007920_Ssbp3	64.00	95.00	45.00	37.00	89.00
ENSRNOG00000049014_Zscan5b	0.00	6.56	0.00	4.05	1.45
ENSRNOG00000016578_Mtpap	650.00	243.00	553.00	605.00	414.00
ENSRNOG00000046235_Olfr1442	0.00	0.00	1.00	0.00	1.00
ENSRNOG00000056706_AABR07066828.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000061474_Ctdp1	245.00	183.00	105.00	104.00	347.00
ENSRNOG00000021704_Atp8b5p	66.00	22.00	91.00	90.00	49.00
ENSRNOG00000043726_AABR07047580.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000004026_Atp2b1	892.00	198.00	570.00	479.00	480.00
ENSRNOG00000019639_Pgpep1	1949.00	613.00	3731.00	2177.00	2198.00
ENSRNOG00000026848_Tex36	2.00	0.00	37.00	24.00	7.00
ENSRNOG00000056840_AABR07011945.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000051647_AABR07071293.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000054826_AABR07049389.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000060415_AABR07062438.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000059881_AABR07044427.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000006916_Sardh	166.00	47.00	681.00	482.00	242.00
ENSRNOG00000043313_LOC687097	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000052191_AABR07012044.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000019848_Rbm39	3885.28	3679.69	4239.99	3430.76	2421.53
ENSRNOG00000006565_Fstl4	3.00	4.00	9.00	13.00	9.00
ENSRNOG00000003285_Mpv17l	150.00	302.00	284.00	204.00	161.00
ENSRNOG00000032297_Msmo1	3005.00	2954.00	2559.00	2165.00	1561.00
ENSRNOG00000057881_Sppl2b	1063.00	77.00	1014.00	1113.00	778.00
ENSRNOG00000052695_LOC102549869	4.00	1.00	21.00	16.00	0.00
ENSRNOG00000050291_Olr1459	0.00	0.00	0.00	0.00	3.00
ENSRNOG00000049681_AABR07031491.2	1552.98	362.97	1756.48	2327.54	1174.85
ENSRNOG00000034075_Ube2ql1	7.00	24.00	1.00	0.00	9.00
ENSRNOG00000056481_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000049299_AABR07051532.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000060831_Clca1	12.00	0.00	34.00	28.00	8.00
ENSRNOG00000008855_Gjb2	4.00	24.00	45.00	16.00	17.00
ENSRNOG00000055814_AABR07010583.1	11.25	4.31	18.04	15.01	15.37
ENSRNOG00000021938_Lrrtm4	0.00	0.00	5.00	9.00	1.00
ENSRNOG00000039457_Pcdhgb5	16.00	0.00	2.00	0.00	12.92
ENSRNOG00000032232_Snrpg	311.83	801.31	180.77	162.23	361.95
ENSRNOG00000026902_Lyve1	13.00	0.00	261.00	85.00	74.00
ENSRNOG00000010894_Tmem203	264.00	497.00	171.00	153.00	218.00
ENSRNOG00000061675_AABR07031674.7	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000002545_RGD1309748	337.00	628.00	302.00	186.00	354.00
ENSRNOG00000031595_LOC102554838	0.00	0.00	1.00	0.00	0.00
ENSRNOG00000026686_Ddx4	0.00	0.00	9.00	0.00	2.00
ENSRNOG00000058286_LOC682419	0.00	0.00	0.00	2.00	0.00
ENSRNOG00000013192_Olr376	0.00	6.00	0.00	0.00	0.00
ENSRNOG00000027365_Hoxa4	0.00	0.00	0.50	0.00	0.00
ENSRNOG00000031934_Enah	17.00	24.00	39.00	26.00	39.00
ENSRNOG00000045747_Capns1	43.00	28.00	27.00	20.00	36.50
ENSRNOG00000051912_Acnat2	0.00	0.00	2.45	0.00	0.00
ENSRNOG00000056709_U4	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000053722_AABR07069218.2	0.00	5.00	0.00	4.00	9.00
ENSRNOG00000008203_Synpr	12.00	0.00	0.00	0.00	5.00
ENSRNOG00000026705_Dgki	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000051480_Fxr1	534.00	354.00	399.00	519.00	380.00
ENSRNOG00000060345_LOC103694776	0.00	0.00	0.00	0.00	1.00
ENSRNOG00000057598_AABR07032520.4	0.00	0.00	2.00	5.00	2.00
ENSRNOG00000057218_AABR07052390.1	0.00	4.00	2.00	1.00	5.00
ENSRNOG00000043033_AABR07045431.1	152.00	121.00	246.00	224.00	171.00
ENSRNOG00000058510_AC127140.1	0.00	0.00	5.00	0.00	1.00
ENSRNOG00000002540_Rhoh	11.00	72.00	25.00	32.00	22.00
ENSRNOG00000024272_Ino80d	83.00	8.00	83.00	108.00	107.00
ENSRNOG00000022445_Iqcf3	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000029220_Zmym5	717.00	552.00	504.00	271.00	555.00
ENSRNOG00000053421	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000051947_7SK	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000053091_Olr1726	0.00	0.00	0.00	1.00	0.00
ENSRNOG00000053356_AABR07006197.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000012397_Zmym4	192.00	115.00	187.00	137.00	308.00
ENSRNOG00000025857_Ms4a5	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000009953_Snx16	340.00	151.00	367.00	288.00	207.00
ENSRNOG00000058124_LOC102553349	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000020686_Dkkl1	2.00	3.00	0.00	0.00	0.00
ENSRNOG00000061017_AABR07031979.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000048415_AABR07048957.1	7.84	23.60	10.07	8.80	8.51
ENSRNOG00000060139_AABR07048478.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000036366_AABR07021018.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000009792_Zbbx	5.00	0.00	0.00	0.00	1.00
ENSRNOG00000023879_AABR07039133.1	0.00	0.00	0.00	2.00	2.00
ENSRNOG00000042702_Nipa1	52.00	18.00	40.00	40.00	65.00
ENSRNOG00000059659_Zfand3	118.00	177.00	126.00	91.00	114.00
ENSRNOG00000021095_Fxyd3	0.00	0.00	0.00	0.00	1.00
ENSRNOG00000058127_AABR07030706.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000030089_AABR07003235.2	6.65	7.13	3.74	5.14	1.28
ENSRNOG00000014218_Tmem25	260.00	126.00	626.00	444.00	344.00
ENSRNOG00000010963_RGD1563222	2.00	4.00	3.00	0.00	2.00
ENSRNOG00000055383_AABR07067762.1	0.00	0.00	0.00	1.00	0.00
ENSRNOG00000051477_AABR07046830.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000027410_Ccdc125	365.00	205.00	148.00	153.00	282.00
ENSRNOG00000006268_Ifnb1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000047234_AABR07057530.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000048247_AABR07028995.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000016960_Polr3e	387.00	113.00	286.00	429.00	259.00
ENSRNOG00000050241_AABR07010747.1	0.00	0.00	0.00	2.00	0.00
ENSRNOG00000025815_Cdr2l	10.00	2.00	47.00	40.00	11.00
ENSRNOG00000055116_LOC108349637	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000034052_AABR07071482.2	0.00	0.00	2.02	3.04	0.00
ENSRNOG00000052852_AABR07012752.1	0.00	2.00	0.00	0.00	0.00
ENSRNOG00000058740_AABR07036312.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000053408_AABR07027810.3	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000001701_Cbr3	160.00	105.00	51.00	73.00	151.00
ENSRNOG00000008274_Xpc	722.00	179.00	752.00	581.00	519.00
ENSRNOG00000056900_AABR07015525.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000024144_Cdipt	2931.00	987.00	1201.00	1434.00	2625.00
ENSRNOG00000003026_Rad23a	1101.00	763.00	902.00	883.00	1182.00
ENSRNOG00000013110_Nudt2	558.00	1101.00	697.00	585.00	457.00
ENSRNOG00000038917_RGD1563302	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000057413_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000055050_AC095267.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000012164_Plppr2	21.00	0.00	4.00	3.00	17.00
ENSRNOG00000061657_AABR07007124.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000003596_Itgb1bp2	2.00	8.00	16.00	9.00	3.00
ENSRNOG00000019986_Pot1	955.00	265.00	614.00	555.00	529.00
ENSRNOG00000057685_AABR07045333.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000051341_AABR07038849.1	1.00	0.00	1.00	0.00	2.00
ENSRNOG00000013585_Nmnat3	398.00	136.00	320.00	276.00	415.00
ENSRNOG00000054437_Rel	20.00	0.00	14.00	13.00	11.00
ENSRNOG00000046362_AABR07009457.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000021609_RGD1563072	13.63	13.00	6.24	6.00	21.00
ENSRNOG00000011606_AABR07061825.1	44.55	48.55	42.18	34.39	43.51
ENSRNOG00000051831_5_8S_rRNA	3.00	20.43	6.00	2.43	4.86
ENSRNOG00000024799_Cd93	9.00	16.00	124.00	34.00	31.00
ENSRNOG00000062252_AABR07072853.5	0.00	0.00	0.00	2.00	1.00
ENSRNOG00000003267_Pycr2	666.00	324.00	299.00	430.00	657.00
ENSRNOG00000019721_Ypel3	1721.00	668.00	114.00	102.00	2417.00
ENSRNOG00000051856_AABR07012640.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000021087_Lgi4	1.00	0.00	2.00	5.00	2.00
ENSRNOG00000008078_Kcnh6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000055459_AABR07029768.2	0.00	0.00	0.00	1.00	0.00
ENSRNOG00000054971_AABR07013323.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000005498_Gcg	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000048525_Olr247	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000041053_5S_rRNA	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000026195_LOC689725	0.00	0.00	0.00	6.00	14.00
ENSRNOG00000038068_Pcdh9	2.00	1.00	10.00	3.00	4.00
ENSRNOG00000059278_AABR07008399.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000057624_AABR07058173.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000057586_AC131806.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000054584_AABR07024873.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000031383_LOC362901	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000059143_AABR07018331.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000052044_AABR07054979.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000050177_LOC100911002	0.00	0.00	0.00	0.00	8.00
ENSRNOG00000028214_Zscan4f	0.00	0.00	0.00	0.00	4.00
ENSRNOG00000053957_AABR07022064.1	1.00	2.00	1.00	5.00	0.00
ENSRNOG00000049890_AABR07043429.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000059675_Mir5132	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000017806_RGD1564827	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000027126_Dpy30	1567.00	2825.00	918.00	977.00	1090.00
ENSRNOG00000049483_Olr241	0.00	1.00	0.00	0.00	5.00
ENSRNOG00000033843_AABR07007121.1	3.25	9.45	3.27	7.40	9.64
ENSRNOG00000002417_Serpinb10	0.00	0.00	0.00	2.00	3.00
ENSRNOG00000056485_LOC103694903	60.13	112.12	21.21	34.33	79.53
ENSRNOG00000061700_AABR07008844.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000057454_Cldn25	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000014475_Slc31a1	1312.00	699.00	1645.00	932.00	908.00
ENSRNOG00000004910_Eif2d	893.00	281.00	951.00	777.00	843.00
ENSRNOG00000051890_LOC102549170	0.00	0.00	0.00	0.00	1.00
ENSRNOG00000015713_Parva	2599.00	808.00	2967.00	2430.00	1552.00
ENSRNOG00000005346_Tmem128	1505.00	2268.00	1024.00	913.00	1199.00
ENSRNOG00000055258_AABR07019814.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000008611_AABR07060593.1	3.03	2.02	1.01	0.00	2.03
ENSRNOG00000056461_7SK	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000033397_Adamts20	0.00	0.00	0.00	1.00	1.00
ENSRNOG00000058482_Gm45623	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000048907_AABR07010563.1	3.00	0.00	4.00	3.00	4.00
ENSRNOG00000000593_Rev3l	189.00	76.00	344.00	251.00	213.00
ENSRNOG00000053194_AABR07057907.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000055252_AABR07058134.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000014480_Sys1	424.00	288.00	52.00	45.00	842.00
ENSRNOG00000060169_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000057735_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000055414_AABR07068086.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000004534_Spdya	1.00	0.00	20.00	12.00	8.00
ENSRNOG00000021800_Zfp541	0.00	9.00	1.00	5.00	1.00
ENSRNOG00000040116_LOC502109	0.00	0.00	0.00	0.00	4.00
ENSRNOG00000045574_Morn3	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000020985_Atp4a	29.00	1.00	0.00	0.00	11.00
ENSRNOG00000060427_U6	0.00	0.00	0.00	0.00	0.00
