gene_id	C2-cTAL30-1.genes.results	U2-CCD30-2.genes.results	U4-CCD30-1.genes.results	C1-CCD30-1.genes.results	U1-cTAL30-1.genes.results
ENSRNOG00000042605_Fpr2	0.27	0.00	0.00	0.29	0.32
ENSRNOG00000010296_Slc7a7	6.75	0.06	1.30	2.08	82.17
ENSRNOG00000014801_Exog	2.35	1.07	3.56	3.74	0.98
ENSRNOG00000051889_Usp34	2.97	2.18	3.14	4.61	3.51
ENSRNOG00000015264_Lrrc38	0.03	0.44	0.00	0.31	0.07
ENSRNOG00000015128_Sae1	65.10	15.80	88.68	83.35	50.83
ENSRNOG00000018832_RGD1564854	3.31	1.92	2.07	1.46	2.30
ENSRNOG00000019662_Tm6sf1	1.37	0.47	1.20	1.00	1.67
ENSRNOG00000049553_AABR07017647.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000058206_AABR07058788.4	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000053345_7SK	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000017040_Wrnip1	3.72	1.71	6.45	9.65	2.86
ENSRNOG00000018366_RGD1310819	0.15	0.01	0.12	0.16	0.13
ENSRNOG00000028215_Nup160	3.61	0.05	4.73	2.72	3.04
ENSRNOG00000055873_AABR07044805.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000051239_AABR07048474.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000049258_Mir196b	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000006001_Luc7l2	6.94	10.18	10.01	13.53	6.11
ENSRNOG00000058855_AC124874.3	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000052949_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000048743_AABR07018273.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000014405_Aprt	150.70	217.22	141.67	170.83	178.40
ENSRNOG00000008610_Mbip	11.88	7.87	12.80	9.56	13.13
ENSRNOG00000010626_Sphk1	86.51	0.00	0.34	1.17	91.09
ENSRNOG00000010068_Plpp7	8.29	1.45	5.81	4.80	9.34
ENSRNOG00000057590_AABR07028143.1	0.42	0.02	0.00	0.26	0.06
ENSRNOG00000042470_Eras	0.00	0.00	0.00	0.00	0.07
ENSRNOG00000027656_AABR07034329.1	0.00	0.00	0.00	0.76	0.00
ENSRNOG00000005257_Prkaca	0.84	1.19	0.62	1.66	0.62
ENSRNOG00000024877_Olr136	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000028137_Mki67	1.37	1.10	1.76	2.91	1.81
ENSRNOG00000059713_AABR07058412.3	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000005465_Kcnmb1	0.00	0.00	0.00	0.00	0.87
ENSRNOG00000058713_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000026675_Prr20e	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000033901_Ttll2	0.00	0.00	0.04	0.19	0.00
ENSRNOG00000052354_Arhgef40	0.73	0.17	2.34	2.14	0.84
ENSRNOG00000051119_AABR07039029.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000054451_AABR07031674.4	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000052725_Shisal1	0.02	0.02	0.01	0.08	0.01
ENSRNOG00000019655_Atp6v0b	303.48	1371.16	1047.19	990.49	278.68
ENSRNOG00000061405_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000016632_Dsg3	0.14	0.00	0.00	0.19	0.13
ENSRNOG00000059060_AABR07034600.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000024366_AABR07035438.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000052372_AABR07053688.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000004117_Kcnv1	0.02	0.27	0.00	0.07	0.00
ENSRNOG00000055009_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000060441_U1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000027445_AABR07060293.1	0.00	0.00	0.55	0.16	0.00
ENSRNOG00000060174_AABR07070775.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000056202_U1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000043204_Harbi1	6.86	3.50	5.81	7.24	6.22
ENSRNOG00000037835_Catip	1.45	0.33	1.03	0.88	0.93
ENSRNOG00000031995_Smim15	32.35	43.63	39.93	40.49	33.68
ENSRNOG00000053603_AC110306.2	0.41	0.00	0.00	0.51	0.00
ENSRNOG00000052659_U2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000058745_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000053899_AABR07051731.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000026493_Cdnf	0.41	0.03	0.04	0.16	0.12
ENSRNOG00000007883_Timm10	66.75	117.26	45.55	52.61	50.80
ENSRNOG00000050121_Rhag	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000035510_Mir196c	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000033953_AABR07047594.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000042326_Smpdl3b	9.91	0.96	1.03	1.00	3.71
ENSRNOG00000061437_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000052642_U1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000041583_AABR07068008.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000056878_AABR07055492.1	1.79	1.25	1.32	1.96	1.00
ENSRNOG00000018528_Nrl	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000062263_AABR07031521.2	0.79	0.00	0.16	0.73	0.14
ENSRNOG00000052674_U2	0.00	0.00	14.63	25.92	0.00
ENSRNOG00000019426_Ramac	61.45	101.57	56.84	57.13	44.81
ENSRNOG00000013320_RGD1561916	0.58	1.20	0.39	0.38	0.53
ENSRNOG00000056314_AABR07056330.1	0.08	0.00	0.00	0.08	0.00
ENSRNOG00000020332_Tnnt3	0.00	0.00	0.30	0.00	0.21
ENSRNOG00000054758_AABR07061535.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000056845_AABR07041229.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000041560_AABR07048892.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000058356_AABR07068712.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000031126_Tecta	0.41	0.01	0.06	0.07	0.40
ENSRNOG00000054469_AABR07031234.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000054763_LOC108348322	0.00	0.02	0.00	0.00	0.00
ENSRNOG00000009175_Jagn1	84.17	70.20	84.80	86.24	66.82
ENSRNOG00000015676_Brd9	16.22	6.18	19.50	14.33	14.66
ENSRNOG00000046024_AABR07048419.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000030467_Ube2l6	9.50	13.65	15.80	11.04	7.19
ENSRNOG00000047577_AABR07065656.2	0.00	0.21	0.00	0.00	0.00
ENSRNOG00000059464_5_8S_rRNA	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000061937_AC126486.2	0.00	0.68	0.00	0.35	0.00
ENSRNOG00000055054_AABR07022690.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000050970_RGD1561318	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000051175_AABR07039256.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000048915_Twf2	9.02	3.01	7.50	9.37	7.47
ENSRNOG00000004740_Mmadhc	130.05	84.04	126.49	118.63	96.87
ENSRNOG00000060210_AABR07057116.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000059323_AABR07005579.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000053567_AABR07067042.4	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000015970_Tbc1d13	18.82	0.45	13.54	5.80	15.71
ENSRNOG00000047636_Olr1394	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000001226_AABR07044593.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000023910_Man2b1	39.12	10.36	57.69	54.08	45.16
ENSRNOG00000050858_Aadacl2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000054385_Rhebl1	3.10	0.14	0.70	1.54	2.03
ENSRNOG00000020157_Wnt8a	0.04	0.44	0.00	0.09	0.00
ENSRNOG00000059054_AABR07044036.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000029336_Zfp180	18.57	2.21	9.17	9.88	13.95
ENSRNOG00000013922_Dok2	0.93	0.00	0.41	0.25	1.51
ENSRNOG00000026840_Thap3	15.95	9.79	18.75	18.84	15.79
ENSRNOG00000018724_Zfp474	0.00	0.06	0.00	0.00	0.00
ENSRNOG00000032417_Gabrp	0.51	11.64	245.67	132.24	0.65
ENSRNOG00000053920_Olr1658	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000005049_Tbr1	0.03	0.05	0.00	0.18	0.00
ENSRNOG00000023016_Magea9	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000061352_AC117905.2	0.14	0.09	0.00	0.00	0.00
ENSRNOG00000052900	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000013005_Rpa2	15.66	13.53	17.35	20.56	10.80
ENSRNOG00000004049_Baiap2	6.70	0.52	5.67	6.28	8.83
ENSRNOG00000058893_AABR07002382.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000041637_AABR07005447.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000038235_AABR07038799.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000001088_Rfc3	20.68	14.38	15.64	16.39	14.53
ENSRNOG00000009434_RGD1310507	0.38	0.07	0.08	0.19	0.11
ENSRNOG00000060963_Rbmy1j	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000054424_AABR07008103.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000013422_Med23	8.86	2.17	11.61	10.60	8.33
ENSRNOG00000052601_5_8S_rRNA	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000013411_Nup155	5.84	0.90	6.30	4.87	4.64
ENSRNOG00000057260_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000058535_AABR07044484.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000051724_AABR07032261.1	0.00	0.10	0.00	0.00	0.00
ENSRNOG00000054671_LOC108348129	0.00	0.00	0.07	0.15	0.00
ENSRNOG00000015832_Olr96	0.00	0.00	0.00	0.10	0.00
ENSRNOG00000043259_AABR07030029.1	0.55	0.00	0.00	0.48	0.00
ENSRNOG00000029964_Tmprss11g	0.02	0.00	0.00	0.03	0.00
ENSRNOG00000027849_Wipf2	0.41	0.00	0.44	0.40	0.31
ENSRNOG00000041485_AABR07019412.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000016266_Mphosph10	12.36	8.60	15.54	10.16	10.43
ENSRNOG00000050761_LOC100909524	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000015367_AC096024.1	0.00	0.00	0.00	0.68	0.00
ENSRNOG00000057277_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000003273_Spata20	0.03	0.00	0.00	0.17	0.00
ENSRNOG00000054511_AABR07035309.1	0.52	0.00	0.12	0.58	0.49
ENSRNOG00000030641_Shisal2a	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000020793_Ruvbl2	30.90	18.16	41.01	41.07	30.15
ENSRNOG00000057535_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000014341_Btbd10	12.81	4.82	22.51	15.79	9.37
ENSRNOG00000011377_Socs4	4.06	0.02	4.55	4.28	4.08
ENSRNOG00000060788_AABR07073270.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000022593_Pdpr	3.80	0.43	2.87	1.73	3.48
ENSRNOG00000049416_Mrgprb13	0.05	0.00	0.00	0.05	0.00
ENSRNOG00000051640_AABR07068351.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000052723_AABR07031154.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000060227_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000055076_AABR07025023.1	0.70	0.00	0.17	0.06	0.20
ENSRNOG00000000938_Ran	290.08	415.49	353.50	333.75	245.97
ENSRNOG00000025889_Gnas	0.18	0.06	0.17	0.00	0.45
ENSRNOG00000046598_AABR07029742.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000024172_T2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000057825_U7	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000016704_Pcyox1	29.17	2.26	34.06	26.55	20.71
ENSRNOG00000052322_Y_RNA	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000024954_Mgat5b	0.00	0.10	0.00	0.00	0.01
ENSRNOG00000008277_Bag1	4.58	17.10	12.32	28.08	4.93
ENSRNOG00000030575_AABR07013111.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000057856_AABR07058789.1	0.15	0.10	0.00	0.88	0.38
ENSRNOG00000042080_Il31ra	0.13	0.00	0.00	0.00	0.00
ENSRNOG00000047081_AABR07042514.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000056649_AABR07007896.1	0.00	0.00	0.00	0.43	0.00
ENSRNOG00000056023_LOC102554931	0.22	0.00	0.00	0.00	0.00
ENSRNOG00000014836_Ralgapb	3.47	1.79	4.26	3.80	4.29
ENSRNOG00000031244_LOC108349606	55.85	72.23	56.70	47.65	64.85
ENSRNOG00000030988_AC136588.2	0.38	0.08	0.64	0.70	0.27
ENSRNOG00000048170_AC098022.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000057340_Adam21	0.06	0.00	0.00	0.00	0.00
ENSRNOG00000061452_U1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000013832_Fam193a	1.27	0.41	1.78	2.80	0.98
ENSRNOG00000052606_AC099444.3	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000046849_Olr406	0.00	0.00	0.00	0.00	0.08
ENSRNOG00000059770_AABR07044383.1	1.70	0.38	2.92	3.45	0.63
ENSRNOG00000007372_Casp1	4.51	1.74	2.92	1.04	6.32
ENSRNOG00000036681_Myadml2	0.73	0.37	0.91	1.74	0.87
ENSRNOG00000061628_AABR07043645.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000017406_Atrnl1	0.41	0.11	0.38	0.40	0.99
ENSRNOG00000059001_AABR07017737.1	0.12	0.00	0.00	0.25	0.00
ENSRNOG00000052443_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000015649_Olr68	0.00	0.00	0.00	0.10	0.00
ENSRNOG00000056343_Lats2	2.03	2.97	4.32	5.95	2.43
ENSRNOG00000028640_Siva1	65.78	91.42	44.56	51.61	41.21
ENSRNOG00000055730_AABR07028784.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000018915_Tagap	1.09	0.06	0.60	0.80	1.38
ENSRNOG00000053831_AABR07065049.2	0.94	0.00	0.00	0.00	0.76
ENSRNOG00000061420_AABR07062154.1	0.10	0.00	0.04	0.27	0.04
ENSRNOG00000056035_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000049175_AABR07037395.1	0.97	0.22	0.00	0.59	0.13
ENSRNOG00000042407_Obp2a	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000011705_Stmn2	0.03	0.00	0.00	0.04	0.00
ENSRNOG00000057872_U7	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000015432_Olr50	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000040402_Mir301b	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000000121_Pigv	3.19	1.96	9.74	10.68	3.41
ENSRNOG00000051260_Olr1206	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000055830_AABR07001700.1	0.00	0.17	0.00	0.81	0.00
ENSRNOG00000026163_Cpt1c	0.37	0.08	0.62	0.55	0.30
ENSRNOG00000061680_AABR07066800.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000036481_AABR07047693.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000014953_Fbxo39	0.00	0.00	0.04	0.15	0.00
ENSRNOG00000010358_Sh3rf1	4.99	3.30	5.48	7.50	3.07
ENSRNOG00000053406_Gramd1c	9.40	1.15	13.28	8.24	9.19
ENSRNOG00000031391_Ceacam16	0.05	0.00	0.00	0.05	0.00
ENSRNOG00000051917_AC098563.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000035517_Mir3557	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000022248_Fbxl16	0.00	0.00	0.00	0.17	0.00
ENSRNOG00000050604_Olr827	0.00	0.00	0.00	0.00	0.30
ENSRNOG00000047771_AABR07049119.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000009198_Rab6b	0.23	0.35	1.94	1.28	0.07
ENSRNOG00000005070_Spopl	0.92	0.00	1.49	2.72	0.94
ENSRNOG00000002440_Ralb	4.48	3.60	2.30	3.70	3.02
ENSRNOG00000048129_LOC682102	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000052043_AABR07035864.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000045864_RGD1560203	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000056067_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000003213_Helz	3.89	0.47	3.46	3.55	2.90
ENSRNOG00000056037_AABR07034636.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000047590_AABR07069913.1	0.00	0.62	0.19	1.25	0.00
ENSRNOG00000030677_AABR07044581.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000019789_Tssk4	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000045524_Slc39a3	1.36	2.44	9.14	9.33	1.31
ENSRNOG00000061111_Olr1499	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000059744_Atxn7l3b	18.68	16.98	57.53	51.22	15.28
ENSRNOG00000060791_AABR07051348.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000020479_Pik3c2a	3.51	6.81	6.44	8.15	3.38
ENSRNOG00000023064_Catsper2	1.29	0.79	1.11	0.84	1.25
ENSRNOG00000019394_Mpv17l2	0.92	6.31	6.68	31.20	2.15
ENSRNOG00000060268_AABR07067491.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000047243_AABR07033357.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000010092_Magix	18.02	7.45	18.65	18.22	15.88
ENSRNOG00000046424_Mfn2	100.62	1.00	35.67	28.25	76.81
ENSRNOG00000060612_Mir295-1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000055671_AABR07070850.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000009248_Pnrc2	54.96	47.48	70.91	57.47	64.50
ENSRNOG00000021266_Prokr2	0.06	0.00	0.00	0.13	0.05
ENSRNOG00000060518_AABR07015057.1	18.79	22.85	26.82	53.20	20.28
ENSRNOG00000046761_AABR07035375.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000008020_Pax4	0.00	0.00	0.00	0.08	0.00
ENSRNOG00000013237_AABR07027925.1	0.19	0.13	0.09	0.15	0.00
ENSRNOG00000008252_Spink4	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000006217_Wiz	1.21	0.22	0.98	1.77	0.87
ENSRNOG00000033844_LOC100912195	41.78	73.60	51.72	41.70	36.50
ENSRNOG00000036498_Mir431	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000052887_Dnajc6	0.04	0.00	0.01	0.00	0.49
ENSRNOG00000004996_Zcrb1	3.84	17.50	25.99	32.28	2.96
ENSRNOG00000026192_AABR07036324.1	0.35	0.00	0.00	0.00	0.00
ENSRNOG00000019695_Il17b	0.35	0.00	0.00	0.52	0.00
ENSRNOG00000030447_AC105662.1	0.00	0.00	0.75	1.99	0.64
ENSRNOG00000006199_Crppa	10.07	1.93	14.03	10.76	9.92
ENSRNOG00000023549_Samd5	1.61	0.13	2.87	4.30	0.86
ENSRNOG00000053282_AABR07070594.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000001860_Ccdc116	0.00	0.00	0.00	0.12	0.00
ENSRNOG00000027859_Tmem26	0.25	0.00	0.00	0.00	0.92
ENSRNOG00000056732_7SK	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000052239_AABR07045313.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000030680_Ddx5	145.06	142.34	218.78	227.51	141.77
ENSRNOG00000056225_AC119356.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000043416_Bcl3	0.08	0.00	0.07	0.32	0.41
ENSRNOG00000056990_SNORA70	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000009163_Fam133b	8.01	5.83	6.45	7.57	3.96
ENSRNOG00000061186	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000061168_AABR07058511.1	0.31	0.49	0.00	0.46	0.00
ENSRNOG00000059748_hist1h2ail2	0.00	0.00	0.00	1.27	0.00
ENSRNOG00000045943_Rnf170	9.15	0.99	10.78	13.23	9.81
ENSRNOG00000019276_Dele1	39.36	10.05	40.92	38.11	37.62
ENSRNOG00000043400_LOC100910678	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000000405_Vgll2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000014589_Arpin	36.99	46.64	45.53	42.02	33.33
ENSRNOG00000057935_AABR07052557.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000043745_AABR07028622.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000060627_SNORD62	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000044850_5S_rRNA	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000061221_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000057403_AABR07062046.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000049099_AABR07017250.1	3.53	10.40	3.56	3.82	6.54
ENSRNOG00000015717_Ptpre	0.24	0.04	0.08	0.00	0.83
ENSRNOG00000057202_AABR07048303.3	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000053573_7SK	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000061976_AABR07029970.1	0.43	0.43	0.00	0.67	0.18
ENSRNOG00000017057_Tbc1d22a	6.50	0.20	8.27	8.05	7.67
ENSRNOG00000048680_AABR07058091.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000010615_AABR07007690.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000001572_Hoxd1	0.08	0.00	0.11	0.17	0.00
ENSRNOG00000024241_Cdc23	28.41	3.30	33.05	25.03	23.57
ENSRNOG00000042101_Zfp93	1.04	0.00	0.00	0.32	0.25
ENSRNOG00000051508_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000007628_Ptp4a3	0.90	2.33	2.45	4.15	2.07
ENSRNOG00000012828_Emg1	9.94	6.81	10.95	10.68	7.79
ENSRNOG00000029598_Robo2	1.86	0.00	0.04	0.08	0.38
ENSRNOG00000016717_Gas2	1.96	1.55	1.63	1.07	8.98
ENSRNOG00000010728_Stradb	30.53	9.41	28.08	28.44	23.65
ENSRNOG00000011178_Lrp2bp	0.00	0.00	0.05	0.11	0.17
ENSRNOG00000012739_Brf2	8.52	7.32	11.69	11.46	6.67
ENSRNOG00000043032_Ang2	0.00	0.00	0.00	0.17	0.00
ENSRNOG00000062150_AC243833.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000012488_Rab2b	30.39	38.37	41.17	41.72	29.85
ENSRNOG00000053934_AC109837.1	0.01	0.01	0.00	0.04	0.00
ENSRNOG00000027400_Vwc2l	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000049071_Phyhip	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000008572_Ppcs	13.86	16.32	28.25	29.43	9.25
ENSRNOG00000004180_Tafa2	0.00	0.00	0.02	0.11	0.00
ENSRNOG00000061833_AABR07017635.2	0.22	1.10	0.03	0.20	0.08
ENSRNOG00000015851_LOC103690139	6.01	1.07	0.78	5.01	9.38
ENSRNOG00000061625_AABR07048698.1	0.54	0.35	0.07	0.56	0.12
ENSRNOG00000025001_Pcolce	13.64	0.47	0.32	0.89	17.26
ENSRNOG00000037160_Bloc1s6	27.18	9.42	29.61	21.44	24.94
ENSRNOG00000059195_AABR07060591.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000023533_Dipk1a	17.10	8.18	29.02	24.54	25.81
ENSRNOG00000009576_Xpa	0.07	0.46	0.25	0.29	0.62
ENSRNOG00000001007_Baiap2l1	2.33	5.24	22.12	16.56	1.86
ENSRNOG00000061381_Olr101	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000055548_7SK	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000049421_Olr1239	0.05	0.17	0.00	0.00	0.00
ENSRNOG00000060349_Fam3c	12.90	57.41	189.98	177.01	10.94
ENSRNOG00000058753_AABR07065699.5	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000013378_Svopl	0.00	0.00	0.05	0.00	0.13
ENSRNOG00000061403_AABR07039446.2	1.16	0.21	0.40	0.00	1.36
ENSRNOG00000036897_Defb24	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000054069_AC119116.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000049796_LOC100910899	0.00	0.04	0.09	0.03	0.00
ENSRNOG00000011586_LOC100909712	8.63	18.96	35.84	23.28	6.97
ENSRNOG00000056214_AABR07022098.1	0.00	0.14	0.00	0.00	0.00
ENSRNOG00000018509_Cx3cr1	3.36	0.20	2.34	0.82	7.80
ENSRNOG00000051628_AABR07024648.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000060680_AABR07027309.1	1.00	1.96	1.00	1.06	1.03
ENSRNOG00000043341_Zfp51	6.59	1.71	6.08	4.99	6.93
ENSRNOG00000001456_Nup153	2.34	2.08	3.42	4.88	2.64
ENSRNOG00000028650_Inf2	0.00	0.00	0.00	0.09	0.03
ENSRNOG00000027899_Ct55	0.00	0.00	0.32	0.48	0.00
ENSRNOG00000002331_Aldh3a1	0.08	0.00	0.00	0.00	0.07
ENSRNOG00000052417	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000011302_Rab11a	113.80	138.27	262.60	206.20	96.03
ENSRNOG00000045743_Etnppl	3.57	0.06	0.23	0.47	2.87
ENSRNOG00000007224_Bmt2	1.79	1.50	1.88	4.17	1.65
ENSRNOG00000001480_Ncf1	1.09	0.07	1.20	0.54	1.18
ENSRNOG00000058607_AABR07049117.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000013933_Med27	21.55	18.36	24.93	27.26	17.14
ENSRNOG00000005093_Lgr6	0.14	0.08	0.04	0.17	0.17
ENSRNOG00000059031_7SK	0.00	0.00	0.00	1.52	0.00
ENSRNOG00000052020_LOC103694556	0.04	0.00	0.02	0.00	0.03
ENSRNOG00000014765_Vapa	29.18	74.21	59.29	135.90	30.03
ENSRNOG00000025285_Gfm2	12.58	2.08	12.96	12.90	10.72
ENSRNOG00000052696_AABR07071851.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000059142_Dtwd2	1.17	0.87	6.42	6.47	0.73
ENSRNOG00000010008_Polr3a	4.41	1.22	4.20	4.44	3.99
ENSRNOG00000057575_AABR07053717.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000050061_Slc25a51	8.65	0.00	19.67	18.11	8.43
ENSRNOG00000059969_AABR07021762.1	0.03	0.00	0.13	0.09	0.02
ENSRNOG00000052884_Olr1245	0.00	0.60	0.00	0.41	0.00
ENSRNOG00000057263_Olr960	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000062046_AC128962.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000026762_RT1-DOa	0.87	0.42	0.15	0.06	1.16
