gene_id	C2-cTAL30-1.genes.results	U2-CCD30-2.genes.results	U4-CCD30-1.genes.results	C1-CCD30-1.genes.results	U1-cTAL30-1.genes.results
ENSRNOG00000051568_AABR07004776.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000023385_Rpl37a	57.20	129.37	65.25	69.17	61.21
ENSRNOG00000045781_Mir3561	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000006491_Foxi3	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000008709_Arhgap32	1.50	0.37	1.73	2.02	0.98
ENSRNOG00000055203_7SK	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000056337_Crtc2	5.41	1.69	9.97	6.52	4.57
ENSRNOG00000047995_AABR07054027.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000057186_Kctd5	2.39	0.71	11.56	14.31	2.86
ENSRNOG00000057644_LOC103694488	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000012354_Trim23	8.78	3.28	9.08	7.26	11.79
ENSRNOG00000026035_Fam24a	0.00	0.00	0.00	0.25	0.00
ENSRNOG00000029263_Vom1r101	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000059412_Rnf113a1	0.00	1.85	0.00	0.00	3.88
ENSRNOG00000060062_AABR07072881.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000047389_AABR07057787.1	0.18	0.00	0.00	0.00	0.00
ENSRNOG00000038490_AABR07026233.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000012720_Irx4	0.03	0.00	0.00	0.08	0.02
ENSRNOG00000007459_Pcnx1	2.49	0.72	1.15	2.33	2.52
ENSRNOG00000014886_Fam107b	125.39	7.92	45.05	31.55	78.05
ENSRNOG00000052754_AABR07058483.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000023529_Rpl5	207.74	399.16	210.63	226.63	207.08
ENSRNOG00000056965_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000008049_Max	14.98	6.19	20.78	23.60	12.76
ENSRNOG00000007766_Pqbp1	43.78	48.52	58.09	50.46	34.43
ENSRNOG00000008155_Dus4l	3.94	1.29	3.21	2.57	2.72
ENSRNOG00000061782_Tspyl2	2.87	1.14	5.60	5.77	1.77
ENSRNOG00000050200_Kdm3b	2.39	1.53	3.58	4.60	3.02
ENSRNOG00000055861_AABR07065429.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000001923_Tprg1	0.13	0.00	0.04	0.27	0.01
ENSRNOG00000006751_Psmd6	161.13	88.10	152.42	152.49	127.06
ENSRNOG00000030946_Olr586	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000040422_Mir742	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000004372_Cbln4	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000033693_Naip2	0.14	0.08	0.12	0.15	0.06
ENSRNOG00000061726_AABR07061577.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000004155_Samd14	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000058545_Arhgap4	2.76	0.42	2.41	1.36	1.77
ENSRNOG00000010798_Blk	0.05	0.02	0.02	0.00	0.00
ENSRNOG00000001823_St6gal1	17.58	11.50	49.50	47.34	13.62
ENSRNOG00000048288_Taf12	28.50	19.33	37.92	35.93	24.12
ENSRNOG00000002154_Mepe	0.09	0.00	0.00	0.00	0.00
ENSRNOG00000001162_Tff2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000055451_Gcnt4	0.00	0.00	8.72	5.08	0.00
ENSRNOG00000020289_Akt1s1	3.71	9.18	18.80	22.17	3.68
ENSRNOG00000048990_AABR07037356.1	0.56	0.00	0.19	0.04	0.18
ENSRNOG00000057301_LOC100909869	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000055882_AABR07032422.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000054713_AABR07059009.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000008720_LOC103692173	128.63	58.44	144.97	119.20	107.90
ENSRNOG00000061846_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000027422_Fastkd3	10.90	2.56	8.31	6.79	12.66
ENSRNOG00000051500_AABR07072058.1	0.64	0.00	0.00	0.00	0.00
ENSRNOG00000016707_Casp2	9.59	2.82	12.44	10.20	12.18
ENSRNOG00000005247_LOC100912008	112.21	126.86	101.87	96.56	99.61
ENSRNOG00000044353_5S_rRNA	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000045585_Dpy19l2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000042261_Hdgf	10.99	8.71	9.73	13.14	7.91
ENSRNOG00000021096_Tmem143	6.81	0.30	6.69	7.03	4.12
ENSRNOG00000003248_Mpzl1	10.66	21.08	100.81	122.55	8.92
ENSRNOG00000022524_Tango6	4.52	0.63	2.47	2.00	5.16
ENSRNOG00000058320_AABR07008420.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000051170_Ddx17	10.79	5.78	20.43	22.13	5.66
ENSRNOG00000031364_Kif1c	0.66	0.24	0.41	1.29	0.62
ENSRNOG00000061861_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000021866_Bola3	41.72	124.42	65.19	73.06	40.89
ENSRNOG00000016774_Telo2	3.69	0.05	3.96	6.03	3.62
ENSRNOG00000060056_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000059484_AABR07052903.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000055634_AABR07024908.1	121.91	166.68	151.66	146.33	132.67
ENSRNOG00000036827_Ppp1r1a	116.03	0.69	0.35	7.21	109.08
ENSRNOG00000014235_Zgpat	19.32	0.90	17.18	15.74	14.51
ENSRNOG00000059842_AABR07012588.1	5.78	0.00	0.00	6.79	0.00
ENSRNOG00000021048_AC095693.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000037079_Padi6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000059469_Otx1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000062079_AABR07047191.1	0.00	0.12	0.00	0.00	0.00
ENSRNOG00000032642_Actl11	0.03	0.00	0.00	0.11	0.00
ENSRNOG00000061878_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000020994_Slc25a39	128.21	84.54	195.83	310.78	103.64
ENSRNOG00000061767_SNORD83	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000060817_Stam	11.06	6.31	14.95	15.12	14.43
ENSRNOG00000045577_AABR07039174.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000057656_AABR07047174.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000030856_Olr1118	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000050088_AABR07054352.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000024677_Arhgap33	0.15	0.00	0.10	0.16	0.06
ENSRNOG00000020880_Klhl18	3.12	0.00	3.86	3.65	2.70
ENSRNOG00000025120_Gli1	0.02	0.03	0.01	0.02	0.05
ENSRNOG00000055257_Selenof	363.90	458.25	456.82	411.85	368.79
ENSRNOG00000051294_AABR07034923.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000050182_LOC100911944	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000041438_AABR07045391.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000060525_AABR07007717.3	0.13	0.17	3.07	5.16	0.00
ENSRNOG00000042787_Fam229a	0.00	0.42	0.70	0.66	0.00
ENSRNOG00000057116_LOC102548286	93.53	40.36	96.70	83.90	87.83
ENSRNOG00000010598_Hs3st1	2.91	0.09	1.19	2.36	10.71
ENSRNOG00000058775_Ly49s7	0.58	0.00	0.13	0.11	0.09
ENSRNOG00000003953_Rab3gap1	11.99	0.61	15.44	13.08	11.81
ENSRNOG00000004143_Adipor1	77.85	43.18	153.73	197.48	72.29
ENSRNOG00000016670_AABR07028769.1	0.92	1.01	1.65	1.27	0.84
ENSRNOG00000010188_Satb2	0.55	0.03	0.08	0.33	0.40
ENSRNOG00000012266_Zcchc17	40.97	27.84	40.06	43.65	26.93
ENSRNOG00000004470_Il24	0.00	0.00	0.00	0.08	0.00
ENSRNOG00000055306_AABR07071512.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000056690_U1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000035459_Mir336	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000000251_St6galnac1	0.00	0.02	0.00	0.03	0.00
ENSRNOG00000046925_LOC100912233	0.00	0.07	0.00	0.00	0.00
ENSRNOG00000039466_Hyal5	0.17	0.00	0.00	0.14	0.17
ENSRNOG00000057513_SNORA73	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000003278_Map3k14	2.41	0.03	0.58	0.44	1.91
ENSRNOG00000023303_Dpep2	3.97	2.96	15.28	6.03	0.90
ENSRNOG00000010238_Chmp4c	22.71	28.05	63.36	45.93	22.59
ENSRNOG00000003524_Lrrc59	16.81	9.81	56.73	40.57	12.42
ENSRNOG00000050271_LOC100910858	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000019412_Rhbg	7.93	206.24	1462.65	1407.08	7.38
ENSRNOG00000018557_Cdh22	0.00	0.00	0.00	0.06	0.00
ENSRNOG00000054365_AC094067.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000056514_AABR07026997.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000053672_AABR07019437.3	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000028767_AABR07001926.1	0.48	0.00	0.99	0.70	0.45
ENSRNOG00000006828_Baz1a	1.27	0.83	2.22	2.33	0.93
ENSRNOG00000059660_AABR07065531.26	0.00	0.00	0.00	0.00	0.66
ENSRNOG00000008461_Smdt1	283.03	520.88	349.78	416.89	276.63
ENSRNOG00000013089_Kif13b	0.91	1.12	6.46	7.95	1.87
ENSRNOG00000019041_Psme1	414.21	538.82	531.65	489.70	386.22
ENSRNOG00000005260_Acp1	151.45	118.99	159.53	160.26	151.45
ENSRNOG00000006228_Pdia4	91.16	37.03	122.61	122.15	81.58
ENSRNOG00000014492_Pgc	0.06	0.00	0.00	0.00	0.00
ENSRNOG00000027309_AABR07026805.1	0.12	0.00	0.13	0.00	0.02
ENSRNOG00000022910_Emcn	34.94	9.84	3.22	8.46	82.21
ENSRNOG00000001223_Pttg1ip	141.29	48.26	196.61	197.28	156.93
ENSRNOG00000002778_Aatf	7.31	9.06	19.21	15.49	6.43
ENSRNOG00000058078_SNORA70	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000014531_Hbs1l	5.52	4.26	5.33	7.76	4.31
ENSRNOG00000051593_SNORD115	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000046663_Fcgr2a	7.21	1.26	2.82	2.87	10.28
ENSRNOG00000046477_AABR07037523.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000049311_AABR07066826.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000017620_Ceacam11	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000020538_AC121639.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000010895_Tmem30a	51.38	39.99	190.72	156.24	43.22
ENSRNOG00000014264_AABR07027306.1	0.78	8.30	51.69	41.18	0.70
ENSRNOG00000024712_Insc	0.01	0.01	0.00	0.12	0.00
ENSRNOG00000017409_Wnt6	0.00	0.00	0.00	0.07	0.00
ENSRNOG00000054061_AABR07052327.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000054552_AABR07002680.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000017605_Gmds	14.91	3.96	9.96	10.34	10.85
ENSRNOG00000032895_Cyp4f4	0.00	0.02	0.00	0.03	0.00
ENSRNOG00000019868_Psma5	202.77	299.98	202.98	194.06	173.77
ENSRNOG00000011981_Slc39a13	18.77	6.16	22.59	25.43	13.08
ENSRNOG00000035046_5S_rRNA	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000060339_AABR07073013.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000056412_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000009505_Cd164l2	14.57	11.52	32.84	39.59	10.12
ENSRNOG00000015003_Pex11a	8.54	0.14	7.05	3.45	5.62
ENSRNOG00000027860_Ggnbp2	19.09	17.06	41.59	31.67	16.17
ENSRNOG00000057976_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000058618_Dcst2	0.34	0.21	0.72	0.70	0.29
ENSRNOG00000001746_Ncbp2	83.44	48.52	107.82	91.28	72.32
ENSRNOG00000057310_Olr1288	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000024309_Cox6b1	1837.71	2730.86	1331.65	1331.68	1857.30
ENSRNOG00000053279_AC123495.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000047260_AABR07025288.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000060023_AABR07073536.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000002632_Naca	387.28	697.68	460.35	435.86	351.03
ENSRNOG00000059830_AC244836.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000041456_AABR07070077.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000046926_Tmem247	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000062163_AABR07000765.3	0.00	0.00	0.16	0.00	0.00
ENSRNOG00000003019_Ubn1	1.74	0.86	3.03	3.36	2.15
ENSRNOG00000036441_Mir678	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000054571_AABR07004227.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000013014_Cyba	32.07	68.03	59.48	68.35	130.64
ENSRNOG00000062297_Klra5	0.00	0.00	0.28	0.00	0.27
ENSRNOG00000000805_Gja1	1.07	0.19	0.29	0.72	3.16
ENSRNOG00000053558_AABR07028394.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000039949_Rad54b	0.16	0.12	0.20	0.13	0.21
ENSRNOG00000020259_RGD1305347	130.40	147.94	132.24	175.56	100.96
ENSRNOG00000012549_Hs2st1	1.18	3.37	2.71	3.70	2.37
ENSRNOG00000053587_AABR07004254.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000015511_Atic	51.36	7.93	50.64	42.99	56.87
ENSRNOG00000055497_U2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000050889_AABR07051626.2	0.00	1.29	0.00	0.00	0.00
ENSRNOG00000058474_AABR07015941.1	0.00	0.00	2.25	0.00	0.00
ENSRNOG00000058193_Slc27a6	0.07	0.01	0.00	0.05	0.02
ENSRNOG00000047250_Gmfb	17.43	5.26	22.47	9.65	11.75
ENSRNOG00000050771_AABR07026300.1	1.53	1.64	1.43	1.21	0.00
ENSRNOG00000051069_AC134204.1	1.50	0.24	0.00	1.08	1.91
ENSRNOG00000014137_Fbln1	0.06	0.00	0.14	0.53	0.32
ENSRNOG00000059385_AABR07020905.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000057676_Polr2m	18.90	21.37	77.65	122.31	13.70
ENSRNOG00000058417_AC095852.4	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000016046_Hecw1	0.04	0.00	0.00	0.00	0.01
ENSRNOG00000009453_Mob3b	5.96	1.16	2.17	4.66	3.84
ENSRNOG00000056449_5S_rRNA	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000023824_RGD1561648	0.04	0.22	0.16	0.59	0.00
ENSRNOG00000004741_Rpl19	619.24	1240.98	676.75	595.90	546.47
ENSRNOG00000057132_AABR07002267.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000032396_RGD1559575	0.54	1.30	3.27	1.53	0.12
ENSRNOG00000052640_AABR07070043.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000022166_Ammecr1	0.00	0.00	0.00	0.19	0.00
ENSRNOG00000054255_U4	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000052161_AC105648.4	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000056719_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000053632_5_8S_rRNA	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000006706_Olr724	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000061526_Rsph6a	0.00	0.00	0.00	0.06	0.00
ENSRNOG00000036332_AABR07033859.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000001117_Fbxl18	0.76	0.00	0.96	0.97	0.51
ENSRNOG00000017954_Prelid3a	1.78	0.41	0.56	0.32	1.61
ENSRNOG00000049193_AABR07027458.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000009835_Tram1l1	0.19	0.00	0.09	0.00	0.00
ENSRNOG00000017067_LOC108348136	4.56	0.68	2.25	1.37	1.04
ENSRNOG00000022533_Micall2	1.09	0.25	0.65	0.46	1.39
ENSRNOG00000055817_AABR07029863.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000056375_AABR07072559.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000030775_Adarb2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000046339_AABR07002473.1	0.03	0.00	0.00	0.06	0.02
ENSRNOG00000017157_Trim69	0.10	0.29	0.07	0.15	0.06
ENSRNOG00000029740_Slc35g1	0.08	2.02	14.47	23.79	0.06
ENSRNOG00000011945_Cyfip1	43.05	5.66	37.48	30.90	42.34
ENSRNOG00000028753_B9d2	29.78	20.25	28.70	29.33	21.67
ENSRNOG00000014008_Mfsd2a	0.52	0.00	0.03	0.00	0.00
ENSRNOG00000028880_AABR07038913.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000026646_Ndufs5	1044.47	1457.68	927.46	841.08	980.70
ENSRNOG00000011194_Tpp2	14.07	5.09	15.29	15.33	14.44
ENSRNOG00000011964_Abcd4	1.43	0.04	2.17	1.71	3.38
ENSRNOG00000047264_LOC108349290	0.18	0.00	0.00	0.56	0.07
ENSRNOG00000050252_LOC100911668	53.45	1.23	2.55	8.03	47.61
ENSRNOG00000008810_Nsmf	0.28	0.39	4.65	4.41	0.31
ENSRNOG00000055759_AABR07043454.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000059133_AABR07020537.1	0.35	0.18	0.02	0.18	0.14
ENSRNOG00000019506_Dnajb2	15.50	5.93	31.51	17.40	12.95
ENSRNOG00000030494_AABR07072761.1	0.00	0.00	0.00	0.39	0.00
ENSRNOG00000049754_AABR07052895.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000015544_LOC100909441	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000014859_Rnf152	1.07	1.93	5.56	9.26	0.94
ENSRNOG00000015479_Mrps34	19.18	44.07	79.00	101.19	11.96
ENSRNOG00000003915_Pacc1	9.81	10.67	21.53	21.22	16.06
ENSRNOG00000007954_Olr417	0.00	1.03	0.00	0.00	0.00
ENSRNOG00000023129_Mfsd9	5.84	0.79	4.43	4.09	5.34
ENSRNOG00000032391_Esyt2	0.32	0.20	2.74	3.87	1.19
ENSRNOG00000037851_Spidr	7.45	1.06	7.75	4.81	6.21
ENSRNOG00000055202_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000022698_Vsig10	0.76	0.00	2.05	1.80	0.61
ENSRNOG00000050416_Kcna10	0.21	0.45	0.00	0.35	0.00
ENSRNOG00000048835_RGD1561226	0.00	0.00	0.00	0.11	0.00
ENSRNOG00000009824_Irf2	10.32	0.63	9.04	8.36	9.86
ENSRNOG00000057574_AABR07037453.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000047069_AABR07068007.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000042353_Mlkl	2.30	0.23	3.43	3.06	3.36
ENSRNOG00000011226_Timm8a1	85.50	110.41	91.11	73.17	72.04
ENSRNOG00000020594_Rhbdf1	2.13	0.79	8.21	10.05	1.77
ENSRNOG00000058829_AABR07031150.1	0.21	0.00	0.00	0.00	0.00
ENSRNOG00000021437_AABR07073181.1	0.18	0.02	0.90	0.63	0.39
ENSRNOG00000028713_Acvrl1	0.74	0.13	3.18	1.85	2.19
ENSRNOG00000046124_AABR07057872.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000011659_Alpk3	0.07	0.05	0.01	0.17	0.02
ENSRNOG00000058675_AABR07035780.5	0.00	0.04	0.00	0.00	0.00
ENSRNOG00000055613_LOC103689940	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000032004_Cyp2b21	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000008921_Dynll2	2.04	3.51	4.49	9.30	1.42
ENSRNOG00000033772_Serpinb9	8.74	11.51	20.70	22.17	18.19
ENSRNOG00000060005_Surf4	83.31	22.57	116.70	108.93	66.98
ENSRNOG00000059951_AC120742.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000020543_Nosip	50.13	45.57	58.55	59.10	44.31
ENSRNOG00000003779_Dedd	4.51	0.40	11.68	5.41	7.73
ENSRNOG00000054743_SNORD115	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000004359_Wars1	38.73	12.53	33.91	43.01	25.45
ENSRNOG00000006004_Phc2	1.38	2.57	2.38	3.94	2.21
ENSRNOG00000054868_AABR07038019.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000053107_AABR07064650.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000059386_Nudt19	7.16	18.47	28.52	37.09	5.41
ENSRNOG00000057408_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000056188_AABR07034833.2	1.21	0.22	0.12	1.36	0.43
ENSRNOG00000015590_Dnaaf1	0.00	18.48	53.00	35.25	0.00
ENSRNOG00000010306_H2az1	289.81	726.30	451.66	563.64	262.07
ENSRNOG00000001080_Arl6ip4	59.19	48.84	47.79	43.66	56.50
ENSRNOG00000007356_Chmp3	153.04	155.81	237.35	189.64	128.87
ENSRNOG00000015894_Dock8	32.69	9.65	16.50	25.69	25.71
ENSRNOG00000020420_Pklr	4.52	0.00	0.42	0.66	7.05
ENSRNOG00000046867_Zfp260	9.92	0.00	10.73	2.27	4.59
ENSRNOG00000030750_Zfp2	10.55	0.28	7.70	6.22	8.81
ENSRNOG00000062159_AC242641.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000052552_SNORD116	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000013386_Psmb5	409.25	687.51	442.88	484.52	354.00
ENSRNOG00000031653_Ccdc58	26.17	36.02	29.91	30.84	24.24
ENSRNOG00000042374_Tgif2	1.14	0.55	3.60	3.52	0.91
ENSRNOG00000009782_Efcab7	11.70	7.08	15.17	12.34	11.33
ENSRNOG00000002346_Tbx22	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000057423_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000061549_AABR07058816.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000023187_RGD1565685	53.17	27.85	40.50	31.18	54.02
ENSRNOG00000011360_Dkk2	0.11	0.00	0.08	0.14	0.56
ENSRNOG00000052862_Metazoa_SRP	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000054689_Cox7b	3002.95	2915.51	2662.46	2080.76	3006.14
ENSRNOG00000002532_Prm1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000034060_AC119015.3	0.00	0.00	0.00	1.54	0.00
ENSRNOG00000032454_AABR07047714.1	0.00	0.83	0.00	0.00	0.00
ENSRNOG00000006877_Efnb1	0.50	1.17	6.46	5.36	0.50
ENSRNOG00000011341_Rictor	1.07	0.04	1.05	1.27	0.92
ENSRNOG00000008091_Gins1	7.74	7.94	5.05	5.03	4.11
ENSRNOG00000011713_LOC691113	2.25	0.21	0.98	0.22	0.88
ENSRNOG00000009245_Exosc2	12.55	5.15	7.12	10.22	8.56
ENSRNOG00000061024	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000015527_LOC100912013	0.00	0.00	0.00	0.03	0.00
ENSRNOG00000058970_U5	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000054278_AABR07061390.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000052356_snoZ196	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000021463_Ppara	2.60	0.51	0.32	0.84	2.36
ENSRNOG00000058122_AABR07059009.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000040005_Ndufa1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000060718_AABR07064253.1	0.52	0.28	0.02	0.26	0.08
ENSRNOG00000016624_AABR07000276.1	0.00	0.00	0.39	0.38	0.34
ENSRNOG00000026745_Acsl6	0.40	0.00	0.01	0.11	0.00
ENSRNOG00000030871_Calm2	467.50	465.41	606.44	463.99	393.18
ENSRNOG00000035590_Mir181b1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000053090_AABR07025051.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000020807_NEWGENE_1306714	0.32	0.03	0.12	0.00	0.00
ENSRNOG00000049380_AABR07033657.1	0.37	0.08	0.22	0.63	0.41
ENSRNOG00000042983_Nudt21	33.34	34.97	42.19	38.48	30.60
ENSRNOG00000018486_RGD1311084	2.12	1.84	2.15	3.14	0.96
ENSRNOG00000058999_AABR07053470.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000004883_Erh	269.74	414.07	331.93	293.48	246.86
ENSRNOG00000011148_Ssr3	36.10	34.77	49.35	42.73	44.13
ENSRNOG00000031618_AABR07018028.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000045995_AABR07025048.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000052612_AABR07061087.1	0.00	0.00	0.00	0.46	0.00
ENSRNOG00000052911_AABR07032361.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000019428_Higd1a	115.27	141.12	94.49	94.54	90.19
ENSRNOG00000033056_AABR07055917.1	1.28	0.41	1.75	0.97	0.79
ENSRNOG00000011754_Myom2	0.00	0.00	0.00	0.02	0.00
ENSRNOG00000046444_AABR07004949.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000003763_Prdx4	69.55	224.09	167.30	165.06	69.63
ENSRNOG00000020124_Lrrc51	3.75	16.39	6.40	4.87	4.98
ENSRNOG00000046736_Olr1567	0.00	0.00	0.00	0.21	0.08
ENSRNOG00000062177_AABR07058280.2	0.00	0.10	0.15	0.00	0.00
ENSRNOG00000060972_Heca	1.21	3.42	1.51	1.97	2.41
ENSRNOG00000058678_AABR07072810.1	0.00	0.00	0.00	0.56	0.00
ENSRNOG00000007375_Ccdc105	0.00	0.00	0.00	0.14	0.00
ENSRNOG00000048132_Olr927	0.00	0.00	0.00	0.10	0.00
ENSRNOG00000060162_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000039649_Lnp1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000011615_Olr1638	0.00	0.00	0.00	0.21	0.00
ENSRNOG00000001351_Trafd1	11.62	0.58	9.99	12.68	11.05
ENSRNOG00000029805_AABR07002774.2	2.64	0.14	2.35	1.85	2.17
ENSRNOG00000057520_AABR07072528.2	0.00	0.00	0.00	0.24	0.00
ENSRNOG00000055538_Vom1r12	0.00	0.00	0.00	0.11	0.00
ENSRNOG00000006122_Igf2bp1	0.00	0.05	0.24	0.04	0.00
ENSRNOG00000024825_Fam163a	0.10	0.03	0.00	0.04	0.01
ENSRNOG00000041308_AABR07051508.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000016427_Letm1	7.21	1.19	19.76	33.85	6.42
ENSRNOG00000022163_LOC102555023	0.06	0.12	0.17	0.30	0.05
ENSRNOG00000060284_AABR07000436.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000043105_Lyrm2	49.74	34.83	43.13	43.79	41.34
ENSRNOG00000044463_5S_rRNA	0.00	0.00	0.00	0.00	0.00
