WaveLength	#38-1_T	#38-1_C	#38-10_T	#38-10_C	#38-11_T	#38-11_C	#38-12_T	#38-12_C	#38-13_T	#38-13_C	#38-14_T	#38-14_C	#38-15_T	#38-15_C	#38-16_T	#38-16_C	#38-17_T	#38-17_C	#38-18_T	#38-18_C	#38-19_T	#38-19_C	#38-2_T	#38-2_C	#38-20_T	#38-20_C	#38-21_T	#38-21_C	#38-22_T	#38-22_C	#38-23_T	#38-23_C	#38-24_T	#38-24_C	#38-25_T	#38-25_C	#38-26_T	#38-26_C	#38-27_T	#38-27_C	#38-28_T	#38-28_C	#38-29_T	#38-29_C	#38-3_T	#38-3_C	#38-30_T	#38-30_C	#38-4_T	#38-4_C	#38-5_T	#38-5_C	#38-6_T	#38-6_C	#38-7_T	#38-7_C	#38-8_T	#38-8_C	#38-9_T	#38-9_C
800.000000	0.748653	0.653910	0.000000	0.000000	0.296810	0.346172	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.094800	0.000000	0.337518	1.062368	0.653204	0.534788	0.168553	1.074988	0.000000	0.142648	0.000000	0.180777	0.043818	0.030580	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.115118	0.638810	0.816430	0.816430	0.268665	0.160162	0.350830	0.350830	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.315051	0.000000	0.301554	0.168043	0.000000	0.000000
801.132000	2.081940	1.347550	1.001049	1.065557	2.237764	1.160504	0.332831	1.929952	0.763264	0.078374	0.000000	0.041012	9.258068	0.944209	0.236088	0.068984	1.238784	1.824913	2.112244	1.016241	1.242106	1.971432	1.289079	1.457661	5.391694	6.129282	2.597475	2.951454	0.605754	4.969676	1.499789	5.293277	0.000000	1.108870	0.672880	0.000000	0.334460	1.466878	7.423801	4.346338	0.285330	2.564665	2.554881	2.554881	0.929725	0.572184	1.813610	1.813610	1.084582	0.930514	0.000000	0.871241	1.482522	2.214967	5.837424	9.867165	1.346122	0.802595	2.207218	0.990110
802.264000	3.427863	2.058366	2.607035	2.351695	4.324476	2.108554	0.830471	4.779236	1.887189	0.603358	0.068280	0.329536	18.752783	2.199672	0.847527	0.363799	2.557871	3.937826	4.278814	2.193574	2.330734	2.891023	2.096347	2.436594	11.274636	11.490016	5.801089	6.253649	1.636588	10.887413	3.750523	11.188261	0.000000	3.354347	2.217327	0.429109	0.972668	3.296746	23.694998	10.011017	0.832651	5.031477	4.676584	4.676584	1.638752	1.108322	3.675204	3.675204	2.360795	1.972259	0.000000	2.254830	3.393029	4.885644	11.571928	19.813558	2.522436	1.495700	4.717019	2.356790
803.396000	4.651607	2.705964	4.758724	3.961182	6.384942	3.025066	1.558540	8.555244	3.810272	1.846719	0.537809	1.015768	24.961332	3.851659	1.877903	1.062712	3.931994	6.299336	6.519878	3.454473	3.717324	3.675017	2.791044	3.332773	18.331922	17.689962	9.436052	9.734788	3.080793	17.493066	6.627669	17.040868	0.619258	6.897865	4.989363	1.355520	2.048039	5.358348	30.612356	15.884007	1.841437	7.869747	7.103607	7.103607	2.297174	1.785405	5.832034	5.832034	3.773467	3.113333	0.018177	4.153470	5.994529	8.240755	15.126487	26.073273	3.739093	2.210327	7.541085	4.123203
804.528000	5.727139	3.233691	6.963546	5.675613	8.519314	3.893356	3.260225	13.354845	6.809209	3.836397	2.069121	2.521157	28.746126	5.854521	3.451453	2.328263	5.474999	8.900913	8.778575	4.964088	5.203837	4.235564	3.655123	4.139969	25.168210	23.546642	13.649161	13.584083	5.028816	25.846104	10.345616	23.241480	2.514187	12.555949	9.626093	5.637788	3.927937	7.458374	35.457459	24.868441	3.290108	11.214622	9.765929	9.765929	2.823430	2.352379	8.216886	8.216886	5.320504	4.296688	0.682125	6.798688	9.408101	11.920241	17.990700	29.218906	4.943598	2.937694	10.748807	6.518096
805.660000	6.498250	3.683447	8.829351	7.835012	10.564207	4.707257	6.638897	19.395550	11.050773	6.924831	5.071564	5.050202	32.240128	8.249966	5.715908	5.348003	7.365141	11.796389	11.080614	6.752237	6.652046	4.621281	4.513058	4.893626	32.652830	29.833544	18.607353	18.132692	7.760627	33.006846	15.161129	30.472113	7.471291	20.999473	17.140546	13.934776	6.877955	10.404780	38.871642	35.162398	5.890563	15.387235	13.426672	13.426672	3.240630	3.047207	11.279334	11.279334	6.978115	5.525898	2.073263	10.378559	13.767290	16.429892	21.065649	31.849421	6.285583	3.704245	14.377247	9.615360
806.792000	7.027760	4.042048	11.409450	10.525508	12.094722	5.656914	12.013414	26.610918	16.686628	11.947993	10.268614	9.462973	36.162606	11.177231	9.315078	10.795275	9.646357	14.912742	13.314829	8.773581	7.551648	4.853053	5.272236	5.577264	40.523321	37.561034	24.362101	23.354485	11.835708	41.722360	21.208944	38.638270	16.246102	32.594077	28.018864	27.144426	11.039966	14.115261	46.035016	47.149394	9.640131	20.391843	17.841564	17.841564	3.705819	3.987171	15.227809	15.227809	8.754007	6.853324	5.414268	15.326111	19.205338	21.813141	24.003355	35.886193	7.699574	4.467219	18.416459	13.632812
807.924000	7.483880	4.315676	14.787063	13.616236	13.383872	6.666251	20.065575	35.043498	23.790786	18.290440	18.016556	16.141452	41.412273	15.108157	14.609805	19.024628	12.317309	18.312187	15.401256	11.269806	8.195889	4.970638	5.839466	6.082052	46.633752	44.254374	31.001359	29.303247	17.443424	53.386763	28.667099	47.816948	29.397888	47.765602	42.722432	45.967901	16.582047	17.964523	59.306049	61.282730	14.711257	26.233250	22.833909	22.833909	4.202710	5.118004	20.023680	20.023680	10.802745	8.327017	11.690541	22.228722	25.852194	28.193202	26.885179	43.267256	9.122030	5.221966	22.892511	18.666105
809.056000	7.783049	4.527769	18.558008	17.183937	15.636582	7.661535	30.679075	44.464181	32.137857	25.593097	28.096281	24.912003	47.669277	19.992423	21.481209	29.801139	15.368448	22.060639	17.406579	14.264865	8.591957	5.006395	6.301425	6.535334	52.381609	49.043555	38.503036	35.946662	24.475691	72.891222	37.295085	57.963942	46.575987	66.255553	60.949385	69.625007	23.422627	21.985824	79.068084	77.287593	21.055795	32.912994	27.945370	27.945370	4.443239	6.391623	25.652207	25.652207	13.159139	9.913598	20.652702	30.927889	33.608934	35.469616	30.474283	53.109092	10.709721	6.015220	27.767141	24.650176
810.188000	7.639564	4.602228	22.966301	21.091606	16.292573	8.647902	43.432853	54.875847	41.606264	33.103100	40.167536	35.479499	54.094942	25.659137	29.641604	42.706527	18.759516	26.098050	19.358473	17.734047	8.765270	4.705650	6.569016	6.939848	57.914915	56.623560	46.475435	43.019541	32.691877	100.164262	47.147114	68.526575	67.097952	87.337509	82.059059	98.016710	31.278550	26.410610	96.910365	94.769164	28.234598	40.216638	33.956808	33.956808	4.687695	7.886392	31.809962	31.809962	15.745919	11.650029	31.886765	41.144031	42.266228	43.487314	34.349738	63.789692	12.455202	6.851800	33.013820	31.449985
811.320000	7.507613	4.714478	27.956288	25.492820	19.250063	9.837689	57.994738	66.263711	52.032201	45.749036	53.916229	47.619300	60.589251	32.022894	38.892749	57.326270	22.564870	30.498678	21.431617	21.700558	8.846884	4.413800	6.999763	7.455819	65.835166	61.129212	54.685302	50.941935	42.096399	115.686931	58.080158	80.416543	90.546623	111.184937	105.691361	131.785468	40.221421	33.581980	115.095221	113.563408	35.883870	48.344608	39.279690	39.279690	5.189636	9.681860	38.749872	38.749872	18.782849	13.711076	45.092417	52.755071	51.672377	52.173216	37.309988	75.074486	14.364557	7.856405	38.632804	39.001917
812.452000	7.652156	4.969320	31.511678	30.524350	21.798419	11.417526	73.945844	78.481389	63.175937	55.100819	68.940270	61.033609	66.871083	39.025778	48.959167	73.173331	26.857473	35.306352	23.817318	26.247594	9.078810	4.271571	7.727498	8.243491	71.724509	66.528282	62.983317	60.138267	52.650951	134.400180	68.462962	94.599023	116.377559	137.894658	131.306777	161.199270	50.296466	39.235201	135.697352	133.292696	44.323681	57.505242	45.710064	45.710064	6.200898	11.739054	46.664537	46.664537	22.344713	16.146239	59.884699	65.524338	61.654186	61.436779	41.626442	86.613034	16.667991	9.171282	44.648184	47.189089
813.584000	7.975426	5.350364	36.904740	35.905703	24.190685	13.282197	91.030970	91.341067	74.928336	67.783566	85.061360	75.522699	73.514007	46.549397	59.718986	90.052367	31.535597	40.419083	26.419435	31.231431	9.404345	4.269038	8.593512	9.241580	78.601681	78.665234	72.883538	69.840537	64.085640	155.011244	78.544438	109.337753	144.129218	166.316345	158.307885	189.476018	61.033461	45.424371	167.690033	153.705239	53.129812	67.376584	56.899664	56.899664	7.611938	14.008048	55.095138	55.095138	26.309163	18.878390	76.007855	79.244287	72.152761	71.147253	44.379750	97.776175	19.257143	10.703636	50.979472	55.896065
814.716000	8.369987	5.816218	41.823396	41.183362	30.355776	15.324542	109.106991	104.755976	87.165834	83.471480	102.161817	90.972356	80.547000	54.525341	71.069161	107.881288	36.511346	45.755006	29.163144	36.538653	9.842025	4.337405	9.626291	10.341500	85.622087	87.840868	84.241997	78.337020	76.194233	174.114602	90.067859	122.842807	173.487823	195.384943	187.073571	220.983099	71.991601	55.143793	207.712355	174.709877	64.630581	77.474006	69.746754	69.746754	9.234045	16.440560	63.726125	63.726125	30.551517	21.811757	93.288519	93.767718	83.163725	81.232953	47.669930	108.219094	22.013560	12.366624	57.553444	65.045391
815.848000	8.746844	6.244037	43.793521	45.947099	34.844673	17.432372	127.804934	118.538920	99.669579	100.426103	119.949734	107.076442	87.652378	62.779546	82.826345	126.330199	41.622845	51.166661	31.922364	41.996952	10.370244	4.498274	10.682810	11.440295	91.986124	93.152580	93.590123	86.252512	88.641009	195.611254	107.860046	132.149737	203.755229	223.927558	218.183148	272.341054	82.690174	61.785604	227.706822	195.978360	73.704646	87.189554	76.976218	76.976218	10.953788	19.006470	71.260309	71.260309	34.896526	24.823482	111.315180	108.766569	94.458894	91.485690	55.305395	116.814884	24.840811	14.042749	64.251875	74.461438
816.980000	9.106617	6.449731	46.410098	50.716911	39.583638	19.535081	146.804027	132.391033	112.224070	117.573293	138.160071	123.525724	94.671355	71.132483	94.813392	145.115348	46.719561	56.539356	34.565080	47.415356	10.971776	4.650714	11.671954	12.381323	100.740473	101.050059	101.103446	93.311938	100.992564	211.035761	126.875152	138.299211	234.212916	250.666893	242.599181	336.315745	92.534486	70.974062	243.125658	217.331674	81.903674	95.801407	83.940531	83.940531	12.666801	21.598368	78.186747	78.186747	39.186943	27.737991	129.680494	123.931490	105.819039	101.754960	61.097704	121.643008	27.614942	15.598485	70.978023	84.002973
818.112000	9.737932	6.847151	60.509313	55.568324	43.360994	21.766842	165.879146	146.328686	124.753355	132.577185	156.564942	140.208010	102.223436	79.528260	106.888571	163.952657	51.940517	62.015312	37.343197	52.958537	11.745896	4.960980	12.758677	13.404323	107.528277	106.672194	116.193007	99.906506	113.365697	225.221325	136.513925	142.378208	264.793408	276.107732	265.997838	369.590382	101.941726	78.350053	259.643378	238.524979	97.800522	103.996263	90.211811	90.211811	14.501203	24.420859	85.258551	85.258551	43.655808	30.775792	148.263767	139.280337	117.321554	112.032791	65.064209	126.865422	30.491555	17.253625	77.793798	93.637759
819.244000	10.589222	7.624817	72.145541	60.145148	46.032612	24.405211	184.815885	160.496685	137.193181	144.009293	174.931983	157.042797	110.069346	88.096017	118.882121	182.471482	57.527172	67.771230	40.626559	58.873628	13.031020	5.780229	14.188795	14.946286	114.543542	113.104808	127.682532	105.872153	126.180025	240.747949	148.269655	146.609847	295.466139	301.809818	291.821959	402.627876	111.530009	85.343473	271.912734	259.537075	109.829914	112.603018	99.943591	99.943591	16.761245	27.738645	92.811380	92.811380	48.377206	34.212206	166.954524	154.843272	128.982164	122.366514	70.301170	132.640231	33.753059	19.322596	84.819272	103.417060
820.376000	11.824529	8.879546	72.039163	64.954139	48.928601	27.638395	203.546120	174.890716	149.492961	156.062303	193.134219	173.997600	118.181551	96.811902	130.747868	200.544261	63.571688	73.877369	44.544581	65.244427	15.157191	7.131299	16.371948	17.162122	122.277927	119.228981	139.052422	113.284396	139.600971	257.883938	158.950417	151.304005	326.268418	327.927440	331.095145	435.849412	121.229770	93.321829	288.806157	280.172760	121.481364	121.946347	107.131347	107.131347	19.753581	31.656058	101.402098	101.402098	53.432249	38.141870	185.754353	170.607989	140.964704	132.772069	74.848067	136.253589	37.681411	21.949472	92.099235	113.321826
821.508000	14.301541	11.112636	72.215953	70.673444	53.927002	31.802197	222.013507	189.506345	161.652583	169.739723	211.101060	191.045718	126.539766	105.622822	142.407148	218.034108	70.194558	80.437916	49.277910	72.214684	18.174327	9.053465	19.567487	20.246140	130.763905	126.273001	148.637080	121.401475	153.876230	276.830886	175.494036	156.825075	357.336525	354.838484	377.112620	470.141842	131.195539	101.398910	305.194214	300.380160	130.360520	132.424789	117.180439	117.180439	23.868751	36.329349	111.803677	111.803677	59.253865	42.729746	204.680077	186.629595	153.510190	143.281789	80.905940	140.162396	42.380775	25.315649	99.701097	123.384913
822.640000	18.150042	14.484494	73.166678	76.803576	60.356885	37.035706	239.853259	204.308042	173.506566	184.213219	228.495436	207.972727	135.195823	114.636893	153.629831	234.506198	77.508163	87.539976	55.048600	79.875809	22.328700	11.708364	23.936255	24.434369	139.226009	133.146328	161.230524	130.895732	169.043567	301.780866	188.695709	165.385613	388.323727	383.760440	400.840992	503.407533	141.682983	111.429406	319.107801	319.890403	141.992038	144.522757	127.750615	127.750615	29.351411	41.912345	124.538904	124.538904	66.004954	48.147641	223.415591	202.794350	166.099432	153.856868	86.316173	144.969115	48.043144	29.579724	107.678946	133.554096
823.772000	23.411058	19.007992	65.059203	83.336422	67.568292	43.450757	256.697856	219.185299	184.831741	197.677750	244.999928	224.539327	144.101214	123.677184	164.229839	249.585373	85.537934	95.191855	61.985037	88.238805	27.796618	15.346922	29.632093	29.855389	148.625377	141.053618	175.814874	143.062548	185.028330	333.006426	206.512131	181.222240	418.697016	415.510998	427.239178	536.301723	153.556686	121.932107	334.102261	338.411782	155.081963	158.415547	139.850360	139.850360	36.416389	48.478710	139.047049	139.047049	73.561661	54.428654	241.649899	218.880602	178.086829	164.388090	93.450677	152.205966	54.764297	34.793848	116.024313	143.733819
824.904000	30.529619	25.074029	70.022903	92.008344	76.030663	51.393040	272.224498	234.104488	195.453361	210.366958	260.287394	240.582361	153.306294	132.633120	174.019172	262.828633	94.478869	103.576871	70.421620	97.498368	34.928331	20.418602	37.048906	36.867485	159.171230	149.840246	192.577859	161.019559	202.064736	373.588845	225.065571	207.903309	448.233749	451.674401	448.627357	563.796725	167.330904	133.475574	348.567235	355.708053	169.577695	174.933797	153.659389	153.659389	45.463698	56.274096	156.408475	156.408475	82.205744	61.851957	259.159924	234.871100	189.586138	174.883029	100.639265	162.004650	62.846403	41.235269	124.837147	153.906534
826.036000	39.876031	32.978399	75.831895	103.268677	86.112609	61.143439	286.083942	249.113681	205.246552	222.305699	274.038526	255.913159	162.840738	141.653904	182.787758	273.814924	104.492749	112.826264	80.646899	107.797593	44.046256	27.220636	46.495600	45.780204	171.018776	159.441274	211.146384	185.380113	220.316840	426.371131	246.107496	248.918588	476.654127	493.788814	477.323819	587.932291	183.682399	146.248004	362.101084	371.568467	184.897108	194.819649	169.161670	169.161670	56.805428	65.515580	177.316920	177.316920	92.063343	70.624049	275.704473	250.679110	200.414889	185.340437	109.007240	173.091083	72.547417	49.140405	134.210664	164.053216
827.168000	51.187209	42.455257	82.362682	116.399376	97.555187	72.448149	298.295638	264.073971	214.172583	233.378082	286.260320	270.457049	172.576630	150.575761	190.526901	281.768195	115.403925	122.777625	92.419155	118.956094	54.867975	35.505774	57.719380	56.351825	183.877486	169.859809	231.321659	214.889051	239.514392	488.942755	269.001500	301.354012	503.781893	540.419883	496.290120	608.104010	201.982896	159.989887	377.227742	385.924808	200.978483	217.427176	185.760680	185.760680	70.194738	75.998962	201.245087	201.245087	102.979963	80.544570	291.218248	266.167918	209.585610	195.647781	118.157018	185.282583	83.644819	58.307032	144.015711	174.075459
828.300000	64.047746	53.238155	95.863625	130.552846	110.042491	84.978200	308.658433	278.873394	222.290725	243.608914	297.072522	284.191188	182.402079	159.218091	197.302284	288.524520	126.971315	133.221677	105.406751	130.757969	67.105258	44.971407	70.356250	68.240596	197.449396	180.765687	252.881261	247.456792	259.338640	557.857065	293.178733	360.131564	529.589366	589.156409	519.709174	624.401780	221.175531	174.523071	392.178980	398.881158	217.725487	241.904493	203.485845	203.485845	85.189853	87.446712	227.884088	227.884088	114.710702	91.326009	305.707510	281.237602	218.602032	205.708244	127.758795	201.449463	95.821388	68.488023	154.091100	183.909248
829.432000	77.927823	64.848871	113.799500	145.277527	123.191180	98.319452	317.069974	293.230388	229.524751	252.958309	306.026861	296.985880	192.091197	167.636053	203.127279	294.114785	138.865659	143.875775	119.168787	142.869972	80.282556	55.238956	83.915548	80.989477	211.387011	191.890698	274.812843	281.692471	279.229114	629.569529	317.589711	422.519880	553.664046	638.455249	539.733577	635.938533	240.677144	189.340798	406.502897	410.371965	234.479978	267.224573	221.807373	221.807373	101.255252	99.515520	254.364506	254.364506	126.874610	102.665750	319.030474	295.636545	227.295587	215.360671	137.598949	218.713491	108.667919	79.276696	164.219404	193.403238
830.564000	92.278115	76.720193	128.811417	159.991562	136.550831	111.936694	324.992675	306.898827	235.830932	261.391363	314.136980	308.738063	201.426931	175.611699	208.003549	298.029395	150.704100	154.411941	133.191301	154.904740	93.831971	65.942783	97.826230	94.056129	225.319587	202.963972	296.012906	315.859235	298.562791	699.768406	340.877192	485.001109	575.613908	686.443486	558.508938	644.797539	259.739350	203.917849	419.644584	420.364510	250.551127	292.154157	239.971808	239.971808	117.834180	111.820924	277.550037	277.550037	139.078782	114.104048	331.060749	309.099284	234.817891	224.394732	147.397547	236.144322	121.700037	90.199207	174.167886	202.431079
831.696000	106.999001	88.889582	141.414810	174.064054	150.039058	125.765736	332.459606	319.845237	241.023395	268.868045	321.427071	319.476440	210.387144	183.008647	211.995564	299.996689	162.453317	164.783039	147.402910	166.834493	107.710844	77.012768	112.025952	107.376573	239.060744	213.749416	316.971077	348.712296	317.358581	767.764341	363.812499	544.127644	595.586065	731.487415	575.569312	652.138925	277.577035	218.314969	431.423882	428.769135	266.212615	316.437688	257.966878	257.966878	134.776569	124.245937	300.303677	300.303677	151.317004	125.550706	341.882657	321.643224	241.444492	232.814060	157.139792	253.435757	134.853859	101.298323	183.886343	210.961291
832.828000	122.060539	101.485605	153.410209	187.052233	163.644036	139.804713	337.710852	332.038830	245.414341	275.466286	327.437431	328.904740	218.966554	190.036838	214.814697	300.439391	174.116317	175.005551	161.805838	178.679242	121.896427	88.340020	126.525323	120.962767	252.623835	224.333519	338.322447	379.553742	335.709740	834.010294	387.256798	597.698237	613.752277	772.472670	590.724789	656.325977	293.638551	232.554453	441.836415	435.619112	281.815686	340.133611	275.700284	275.700284	152.056445	136.804883	323.383892	323.383892	163.573786	137.058122	351.547489	333.310272	248.649818	240.634473	166.820016	270.492304	148.135653	112.681603	193.376839	219.005520
833.960000	137.281388	114.396334	165.009703	194.963907	177.190102	153.862029	341.864025	343.466106	249.502159	281.244865	332.148761	337.606955	227.122103	196.639695	217.084663	299.380217	185.594092	184.988748	176.209766	190.358342	136.167562	99.769994	141.143487	134.639937	265.868367	234.562497	360.300503	406.496807	353.576973	896.443912	411.367724	640.714521	630.330742	803.104701	604.000716	657.619654	304.259042	246.479943	450.605205	441.571979	297.516691	362.612521	293.659585	293.659585	169.492193	149.342823	349.453893	349.453893	175.613487	148.503536	360.208550	344.139209	255.391970	247.850983	176.405326	286.772560	161.388366	124.280893	202.548039	226.532259
835.092000	152.510948	127.590272	176.595920	202.557587	190.533906	167.794243	345.164724	354.078081	252.937156	286.375970	335.750446	345.653894	234.832939	202.637391	218.985008	297.562041	196.810258	194.674233	190.480268	201.817435	150.356041	111.147897	155.748102	148.271013	278.548171	244.349671	383.254211	425.087390	370.940980	953.369797	436.786010	660.632978	645.589158	825.451539	616.317233	657.472390	312.131170	260.097774	456.262613	447.016790	313.533046	383.094587	312.107886	312.107886	186.872190	161.732310	383.323285	383.323285	187.505485	159.779384	367.999862	354.178741	261.689520	254.465227	185.847180	301.739075	174.491301	136.074194	211.328020	233.538833
836.224000	167.277225	140.627030	187.715230	209.682916	203.355556	181.239253	347.542709	363.616895	255.625657	290.540930	338.554272	352.861993	241.907450	207.975098	220.275625	295.400822	207.471277	203.797671	204.241114	212.740504	164.113387	122.176891	169.899715	161.471644	290.417429	253.443421	406.150880	440.723750	387.236551	1003.458735	462.331335	671.177577	658.407396	846.022224	627.017208	655.554823	319.328217	272.993527	461.228110	451.165298	329.174292	400.894372	330.414352	330.414352	203.742541	173.672643	420.623253	420.623253	198.889023	170.618748	374.706371	363.157713	279.275270	260.325939	194.897144	315.157993	187.083745	147.678337	219.498509	239.895578
837.356000	181.018594	152.839831	197.462897	216.065761	215.230995	193.711921	348.830345	371.994230	257.339584	293.581206	340.500331	358.286970	248.020420	212.767270	220.323583	291.930724	217.163874	212.004070	216.982616	222.693423	176.985430	132.539782	183.012796	173.694127	301.179507	261.656485	427.215377	451.515736	401.672988	1038.580700	485.731873	676.428025	668.974713	863.652720	634.886631	651.079342	325.460428	284.579017	465.295175	453.485227	343.323442	417.197540	347.247509	347.247509	219.469288	184.820820	456.130386	456.130386	209.288345	180.557595	380.016950	370.694519	290.138819	264.960984	203.153214	326.340733	198.685338	158.515629	226.960028	245.445732
838.488000	193.544146	164.053052	205.726179	217.948455	226.017945	205.040731	348.957440	378.726525	258.222447	295.901227	341.328069	362.597865	252.784776	216.723413	219.524374	287.443085	225.736732	219.156679	228.520534	231.511118	188.787574	142.132239	194.895760	184.749548	310.740644	268.950676	446.155722	459.096158	413.932408	1069.756826	506.795425	676.616224	676.738075	867.957321	639.835922	643.543064	325.725420	294.674023	466.245099	454.573643	355.721355	431.724218	361.883603	361.883603	233.852324	195.016842	471.821513	471.821513	218.524474	189.437310	382.877394	375.990117	293.799778	268.314490	210.485752	336.001551	209.133805	168.454318	233.618168	250.121819
839.620000	204.630045	174.067611	211.848353	217.954036	235.559294	215.052968	347.077927	384.051266	257.554712	297.398849	340.619084	365.157498	256.408217	219.122013	218.258854	282.213635	233.022369	225.104405	238.656333	239.005162	199.410370	150.884715	205.311347	194.426762	318.724051	275.234161	462.573618	462.643110	423.628367	1097.129922	524.441427	665.158573	679.024750	864.375664	640.860968	634.990606	322.431089	303.012016	465.086861	453.375404	366.065841	441.875984	374.299801	374.299801	246.621071	204.077251	485.662313	485.662313	226.465797	197.056714	383.971841	379.566689	296.577365	270.478862	216.700395	343.896005	218.240457	177.340623	239.208449	253.543425
840.752000	213.721652	182.211033	216.646014	216.845506	243.438984	223.277663	343.386298	386.947758	255.565592	297.375930	339.498286	366.449276	258.076825	220.297911	216.387372	276.400642	238.162855	229.134003	246.908624	244.771294	208.390358	158.404755	213.714952	202.224295	324.846890	279.743448	465.480564	461.020773	426.178538	1101.701250	527.467531	648.227861	677.937855	851.448341	638.306827	625.692640	317.348547	307.857974	462.321557	450.187455	366.997912	444.515168	379.629201	379.629201	257.248321	211.657285	491.958355	491.958355	231.637678	203.041752	383.971841	381.052602	296.773114	271.320868	221.089414	350.228602	225.393765	184.567852	243.583856	255.542834
841.884000	218.930862	184.885941	217.999139	215.158384	248.007458	228.024137	339.380496	387.392126	252.429526	296.279567	337.069892	364.987667	258.076825	220.696037	213.894399	269.637941	239.300680	229.291259	250.891148	246.083524	214.850685	164.326529	217.458120	205.612395	328.891241	283.047029	465.480564	452.605420	426.178538	1090.767822	527.467531	623.614775	676.423318	838.342990	634.894786	613.871041	311.710201	308.435417	458.022036	446.467093	366.997912	441.368666	379.629201	379.629201	264.402070	216.989191	489.689933	489.689933	233.348289	204.365101	383.124345	381.371559	282.521447	270.803092	222.914342	352.355242	229.754935	187.527098	245.195230	256.984605
843.016000	218.930862	184.885941	217.929273	211.532791	249.301358	228.126143	335.317605	386.038099	248.826895	294.500095	334.015012	362.926429	257.218652	220.106181	210.277583	262.374301	239.300680	229.291259	251.474837	246.083524	217.543023	166.708254	217.458120	205.612395	330.645999	284.222113	465.480564	443.148378	426.178538	1074.785011	527.467531	597.008795	670.160558	824.729403	627.798364	600.015138	306.207734	308.435417	452.776371	442.311425	366.997912	438.245769	379.629201	379.629201	265.609457	218.057707	477.110127	477.110127	233.348289	204.685645	380.212410	378.980612	273.217020	268.869178	222.928339	350.842663	229.754935	187.527098	244.878792	256.884424
844.148000	218.930862	184.885941	217.129121	209.505299	249.301358	228.126143	330.315630	384.144684	243.830895	291.602576	330.345764	359.708472	254.942673	218.364319	205.870749	254.740888	239.300680	228.808275	251.474837	246.083524	217.543023	166.708254	217.458120	205.612395	330.692677	284.805788	465.247681	432.206837	424.601766	1052.135760	525.140489	570.512845	656.550790	805.307971	615.303849	584.685288	299.282365	308.431838	445.634158	434.664830	365.373544	433.654491	379.530629	379.530629	265.609457	218.057707	467.371981	467.371981	233.348289	204.685645	373.750389	373.369115	270.741058	265.642477	222.928339	348.698399	229.754935	187.527098	244.554460	255.839998
845.280000	218.930862	183.559436	215.211840	207.070320	248.915840	228.050525	322.739205	379.553584	236.864326	287.453191	325.781079	354.334012	250.240583	215.150325	200.733041	246.761955	237.999050	226.369201	251.474837	244.564394	217.543023	166.708254	217.147251	205.612395	328.558632	283.972077	443.963655	415.306349	413.067198	989.503225	499.132011	540.504719	637.654064	778.922672	597.360833	567.980751	290.637196	302.647567	435.902083	425.236742	350.804183	416.288539	365.337273	365.337273	265.609457	218.057707	442.705174	442.705174	230.172995	202.897000	364.896025	365.440150	265.409086	260.126060	220.188040	345.899296	228.752909	185.697941	244.033933	253.684882
846.412000	213.738086	175.584783	209.218526	202.892395	245.738435	224.456821	314.044994	372.039008	228.714032	282.006160	320.024143	346.583202	243.093824	210.075731	194.944173	238.438758	232.058836	220.077356	246.657280	238.262734	215.781668	166.513825	210.685142	198.991954	324.769903	281.117358	416.040745	394.668665	397.486181	913.903343	465.868989	509.066259	614.486692	748.279633	575.684717	550.011199	281.280364	292.899045	424.542200	414.207869	331.939018	394.238357	346.791043	346.791043	263.643910	216.832011	412.685529	412.685529	222.725548	197.426274	354.392818	354.521003	258.565474	252.582410	215.785971	337.629162	222.654820	179.186732	241.091097	249.657179
847.544000	204.907196	165.373030	201.425461	196.755274	239.574257	216.890628	304.385446	362.336756	219.576051	275.488827	313.454400	337.324333	234.443456	203.894889	188.562478	229.778130	224.002183	212.112884	238.503812	230.068496	209.851313	162.890226	201.316490	190.162956	318.076403	276.500705	383.135744	371.301465	378.582069	827.945653	426.962439	475.860784	587.773414	713.780464	550.950713	530.894962	270.288361	280.741769	411.782373	401.832291	309.669225	368.380686	324.678537	324.678537	255.969748	211.387528	376.630677	376.630677	212.919457	189.401793	343.388864	341.575996	250.440674	243.674086	208.953577	326.882619	214.407221	170.310902	235.840448	244.400878
848.676000	194.267044	153.585187	192.216870	190.786345	231.358973	207.656843	293.936030	351.084938	209.710807	268.080746	306.090081	326.780733	224.620906	196.812078	181.656734	220.763551	214.513362	202.855844	228.657036	220.430483	202.301270	157.554607	190.213808	179.699155	309.970347	270.638363	347.057442	345.608138	357.274491	735.119752	384.529914	440.326255	558.459372	675.791824	523.961021	510.830877	257.853363	266.679637	397.783290	388.386547	285.146053	339.888543	299.985626	299.985626	246.669699	204.507770	334.088788	334.088788	201.236961	179.987222	331.340880	327.040489	241.329830	233.680000	200.972676	314.256566	204.551788	160.007450	229.472197	238.165866
