WaveLength	#38-1_T	#38-1_C	#38-10_T	#38-10_C	#38-11_T	#38-11_C	#38-12_T	#38-12_C	#38-13_T	#38-13_C	#38-14_T	#38-14_C	#38-15_T	#38-15_C	#38-16_T	#38-16_C	#38-17_T	#38-17_C	#38-18_T	#38-18_C	#38-19_T	#38-19_C	#38-2_T	#38-2_C	#38-20_T	#38-20_C	#38-21_T	#38-21_C	#38-22_T	#38-22_C	#38-23_T	#38-23_C	#38-24_T	#38-24_C	#38-25_T	#38-25_C	#38-26_T	#38-26_C	#38-27_T	#38-27_C	#38-28_T	#38-28_C	#38-29_T	#38-29_C	#38-3_T	#38-3_C	#38-30_T	#38-30_C	#38-4_T	#38-4_C	#38-5_T	#38-5_C	#38-6_T	#38-6_C	#38-7_T	#38-7_C	#38-8_T	#38-8_C	#38-9_T	#38-9_C
979.988000	138.569827	126.762839	104.362664	112.916447	92.626610	126.229835	136.169478	144.195938	115.291543	90.475493	140.641799	146.192988	100.229400	85.409438	94.859947	100.269729	74.097625	104.244461	89.573101	65.679895	69.908200	55.431390	120.589746	104.516369	73.400202	78.377561	189.199488	187.583414	169.580395	368.363996	93.502504	164.965482	257.232786	408.299429	270.398546	249.410719	173.323533	168.210711	178.858115	218.618692	83.442831	166.080809	110.327073	110.327073	114.341080	114.442612	145.629366	145.629366	79.740455	80.000221	147.521042	147.004796	117.121252	95.174408	107.556741	200.260306	135.107606	126.676001	128.921599	92.474403
981.120000	137.023073	125.833358	102.953395	111.885172	92.965906	126.442607	143.670661	150.565042	118.453661	94.151955	153.807614	157.015135	100.765150	86.869513	98.937129	104.519136	75.796759	105.064135	89.728173	63.462361	74.801294	61.214467	119.131541	99.316305	76.545477	83.387759	194.831456	197.406548	168.638311	378.174892	93.290974	157.634600	274.568286	403.917353	287.053069	264.908886	187.541791	177.570588	187.380011	224.005457	74.294624	166.639083	111.581698	111.581698	115.461045	113.403122	145.848796	145.848796	80.167993	84.001419	155.380111	155.513179	117.853577	93.545182	108.055621	200.038056	132.125475	123.223646	130.110582	94.590022
982.252000	134.601555	122.984710	101.405411	109.955663	92.596387	123.632621	150.982070	156.456927	121.349614	97.580499	166.448087	167.284768	100.930210	87.862109	102.944993	108.814282	77.326208	105.040008	89.484827	60.865767	79.208202	66.842556	116.659976	92.546765	79.394910	88.146349	202.052528	205.983373	168.627066	395.675851	93.290974	154.904620	295.791638	403.917353	303.888309	281.200696	201.560812	187.340322	195.335508	228.592642	69.841968	167.242354	113.157937	113.157937	116.082699	111.898924	145.877509	145.877509	80.347868	87.339001	162.992803	163.444091	118.270271	91.640585	108.587754	198.941159	128.052240	117.170283	130.652305	95.326997
983.384000	131.722688	119.042114	99.733067	108.036957	91.635905	119.364889	157.974122	162.368719	123.913411	100.775102	178.510834	177.037156	100.826746	88.170818	106.742429	113.018804	78.510175	104.612647	88.958861	58.126662	83.128014	72.255519	113.882020	84.918751	82.065218	93.080598	218.376117	215.675773	176.442058	413.812469	97.224818	157.707408	326.670100	403.917353	321.521279	299.406176	217.135599	199.525286	202.504111	232.521935	69.841968	169.717011	117.953424	117.953424	116.125902	109.995177	146.783415	146.783415	80.015658	90.032469	170.179126	170.731290	118.315573	89.531761	109.156337	197.222688	123.256243	110.051777	130.502733	95.552402
984.516000	128.619720	114.701580	97.346797	106.408889	90.208320	114.482877	164.684911	169.003245	126.056526	103.637508	189.906305	186.303422	99.774028	88.081550	107.925290	116.966491	79.263215	103.409240	87.811309	55.524640	85.574561	77.384739	111.223496	77.223934	83.803713	98.153490	255.100755	243.901372	194.320854	448.551566	116.935112	184.314116	375.688317	449.951023	340.564995	321.218197	236.990083	217.337459	208.772578	235.501730	72.326631	193.914160	134.815377	134.815377	115.096721	107.640157	160.643925	160.643925	79.643140	92.275399	176.693384	176.991688	117.499549	87.636653	109.723149	195.060821	118.383193	102.704231	129.795949	94.689016
985.648000	124.650567	109.973586	94.647165	103.990945	88.718604	109.372233	170.796098	175.457136	127.005392	104.566244	199.940963	194.358605	98.277676	87.533809	108.611922	120.625291	79.167078	101.855040	86.155124	52.656408	87.153179	81.639863	107.725856	69.895629	85.068983	102.600736	299.414174	280.624175	219.775264	526.404409	155.680588	231.409209	430.465962	569.206152	360.650490	344.569784	257.054761	236.871006	212.996501	236.548328	81.128164	235.425920	157.991851	157.991851	112.861367	104.607288	189.868080	189.868080	78.555107	93.200873	182.282799	181.742713	116.271889	85.491662	110.265287	192.570644	112.930427	94.977008	128.113516	94.393129
986.780000	118.892068	104.365078	91.656281	100.571524	87.573757	104.094348	176.213927	180.685942	127.025812	105.200603	207.750661	200.180851	96.222806	86.178146	110.199462	123.341257	78.295263	99.555835	83.608850	49.115628	87.153179	84.802937	102.521301	62.463427	86.067884	105.442702	335.433780	310.930775	240.146599	593.615174	189.662288	280.952896	474.772113	686.720142	380.946533	366.749797	272.287392	252.693665	215.628451	235.313602	93.385450	274.918958	175.285626	175.285626	110.154421	100.496443	215.117100	215.117100	76.893188	93.820849	186.311674	183.628436	114.302170	83.258613	110.764577	189.106958	106.745995	86.525189	125.721844	94.038872
987.912000	110.799181	96.679081	88.120001	95.937081	85.070369	97.518899	179.586356	182.481929	126.680402	105.553310	210.625973	203.022469	92.918179	83.619151	110.732039	125.460938	76.722830	96.025804	79.093198	44.658332	86.631482	85.350642	95.087986	55.923197	86.752680	106.150881	365.341503	339.885100	264.553268	665.215669	223.968997	318.232522	511.658119	734.365617	401.665739	388.463480	283.628324	267.600830	215.775369	233.790465	109.669304	309.583763	189.003051	189.003051	106.805522	94.983143	237.658381	237.658381	74.973947	92.599987	188.722085	183.739359	111.306721	80.482035	111.386277	183.667257	101.189069	77.540400	122.077886	93.354126
989.044000	99.630487	87.096019	83.511651	89.735261	80.661853	90.387518	182.619944	183.749932	125.081203	104.386183	212.339603	203.022469	87.496087	79.451957	110.170586	126.205620	74.841828	89.302157	71.846489	38.976761	82.762713	85.350642	84.667713	52.155957	84.399306	106.221525	386.284223	360.392951	292.036940	746.164980	258.603042	350.601020	533.351478	753.437770	422.655585	409.286465	286.763862	279.924036	214.200069	230.860466	131.492698	328.684820	194.714830	194.714830	101.917428	87.690260	256.039934	256.039934	72.216307	88.575257	189.481219	182.392812	107.055951	76.739315	112.057815	175.493275	93.905807	68.087987	115.741735	90.459904
990.176000	86.179190	76.105673	78.223262	82.341245	76.806848	82.970262	185.400882	184.666530	122.227305	100.549045	212.339603	202.589453	80.717088	73.367035	122.746399	126.718073	72.015334	80.794334	62.696204	32.449363	76.270249	84.814812	72.041120	48.950168	80.530765	106.282168	386.284223	372.084254	319.427612	825.644441	285.519682	391.207033	536.543036	776.685350	443.892166	426.675609	287.449774	291.485710	210.545426	223.824844	156.947299	347.453214	194.714830	194.714830	94.949597	79.039409	260.455208	260.455208	68.273886	82.322520	189.568112	178.448200	102.109799	72.032124	112.802626	165.503857	85.328342	58.435033	107.772675	88.047830
991.308000	72.010758	64.955544	72.562880	74.537898	72.785686	75.985749	187.346904	184.328898	118.283034	96.512661	210.193857	200.812086	73.257378	66.697642	135.243221	126.947606	68.716827	71.653821	52.768054	25.897796	67.947757	83.572582	58.778547	45.781236	76.331409	104.611652	386.284223	372.084254	337.142445	847.932761	290.760277	419.352757	536.543036	802.815855	465.730552	444.826731	288.039265	305.210452	204.259507	215.072906	174.002193	360.392485	194.714830	194.714830	87.111982	69.864581	260.455208	260.455208	64.049501	75.162366	188.682161	172.633051	96.167945	67.479964	113.676388	154.861052	76.856681	49.188117	98.991066	85.487493
992.440000	56.956422	52.919119	66.711254	66.269885	68.556074	68.491007	188.231635	182.411727	114.051847	91.884316	206.175997	196.329134	65.233002	59.706066	132.338063	127.127724	64.894216	61.887518	41.956063	19.194787	58.757497	80.603557	44.654746	42.490471	71.283483	101.901196	386.284223	372.084254	347.648391	872.322867	295.332183	426.127145	533.561579	804.968801	486.816045	462.475335	286.340130	313.027536	198.287617	205.403523	174.002193	363.128139	193.555824	193.555824	78.773821	60.192640	260.455208	260.455208	59.526016	66.953019	186.896190	164.696826	90.089354	62.946503	114.531530	143.728524	68.810338	39.970801	89.582919	82.592048
993.572000	41.004466	39.413963	60.631015	57.543624	64.112061	61.025445	189.016270	179.157926	109.840388	87.536842	201.525698	190.577533	56.834032	52.809928	129.348974	127.053105	60.898319	51.619771	30.262635	12.302971	49.332782	77.435299	29.626947	38.894199	66.042778	98.877442	343.109753	334.338946	325.678770	906.053235	308.659332	445.376086	515.791381	821.751574	504.395095	476.603180	263.002467	294.668818	192.035868	195.278925	177.224402	373.262539	150.932240	150.932240	70.425204	50.153489	258.562693	258.562693	54.735372	58.726747	184.302170	156.336781	84.365542	60.511195	115.366195	132.417978	60.108789	30.388211	79.815163	79.183397
994.704000	26.256653	27.225292	54.789482	51.737255	59.961536	54.348918	189.635437	177.563445	106.554443	83.730506	196.973164	184.956564	48.822467	47.553896	126.305596	127.183029	56.771757	43.119390	19.215253	6.836672	40.487318	75.492461	15.899386	35.318689	62.110433	96.837018	344.588562	344.197317	345.506421	943.112826	323.268200	468.328366	515.791381	854.569796	523.098657	492.343482	253.250961	294.616678	182.390554	186.052514	193.188354	385.888731	150.932240	150.932240	62.208972	40.713415	265.557854	265.557854	51.728230	50.922482	181.490354	148.140839	79.128591	58.240013	116.263290	123.103728	51.802174	23.162777	70.925673	76.492282
995.836000	19.441444	20.905624	49.615805	47.194806	57.869643	49.143969	190.167918	178.835988	103.330512	80.039201	192.395936	181.959947	42.444049	42.577354	118.216186	127.418118	52.533844	39.226982	11.932708	5.274892	34.879763	74.050599	10.001268	34.480779	60.001922	95.907064	344.588562	350.338810	348.585814	994.085057	334.113134	494.291763	515.791381	988.882040	546.694494	510.008358	253.633505	296.436903	176.606724	180.615123	196.973227	409.798913	150.932240	150.932240	54.117106	34.259920	267.686136	267.686136	50.162474	46.947523	178.406715	140.969222	74.288983	56.093798	117.215174	117.679878	46.292791	17.180838	63.600249	73.518112
996.968000	18.162766	20.905624	45.486607	42.859286	53.331611	44.138986	190.780021	182.588068	100.505137	77.413758	188.721345	181.342523	39.177399	38.903827	104.180007	127.862147	48.289642	35.599851	10.879280	4.536461	30.129925	72.633145	9.528718	36.071743	57.959990	97.708023	352.779305	359.596433	356.833566	1195.006818	355.466592	590.077894	515.791381	1282.805585	568.666866	530.737619	254.123278	297.200649	171.790189	175.895711	197.915228	486.284845	150.932240	150.932240	46.614251	30.976065	303.321470	303.321470	48.722973	43.540881	175.411831	136.407356	70.774693	55.084795	118.164583	112.997325	44.219892	14.502571	59.077582	71.745153
998.100000	18.162766	20.905624	43.306064	39.315013	51.862695	42.154747	191.538195	193.305559	100.509635	76.846882	186.716244	183.253123	36.490062	37.910321	90.234679	128.583345	44.126423	32.440872	10.169058	4.122672	26.701151	72.250673	9.528718	39.397776	59.840678	104.474597	456.163807	469.569658	478.069197	1540.781219	497.326288	862.820299	604.607139	1798.305089	595.936868	569.525068	261.429309	331.235698	163.128278	172.211874	312.844100	675.640948	217.886703	217.886703	40.093738	28.199473	368.535834	368.535834	47.796128	42.922741	172.367207	133.311299	68.152285	62.090024	119.051002	110.506247	43.444342	14.819131	55.427281	71.172071
999.232000	18.162766	22.895498	41.724773	42.787513	51.402950	40.539434	192.650891	211.795836	101.557996	81.772552	186.987549	190.787282	35.028194	39.413857	78.021759	129.823418	40.209920	38.114083	9.716612	8.933972	28.230521	75.203480	11.608695	43.618922	65.199641	114.358226	683.440273	676.816978	758.360094	2063.982490	736.236619	1194.593462	907.981618	2383.651094	636.561733	647.735244	355.357703	462.153907	162.065014	175.373587	482.088066	901.075793	415.362271	415.362271	34.585483	27.457767	502.026974	502.026974	50.829724	44.389157	169.542474	130.869175	66.494257	72.400643	119.923555	111.877317	42.139695	18.391820	54.777871	72.401494
1000.364000	27.912627	33.306615	40.729170	47.892416	47.291086	37.831435	194.200745	232.411580	103.249432	96.293939	189.070830	201.064443	36.604963	41.819285	76.412716	132.035787	36.782308	45.948214	14.103480	16.218021	32.429358	79.644065	22.231749	49.718594	74.375368	125.608612	1126.101647	1111.455907	1037.346018	3145.773256	1192.789227	1815.262896	1371.240758	3353.791032	670.169937	729.252148	491.812534	585.040961	156.735339	180.424890	835.506912	1337.494128	645.277198	645.277198	30.810005	30.328889	892.552892	892.552892	55.619168	50.431852	167.595988	131.090904	66.049011	84.159271	120.796757	117.908790	45.068453	22.979652	55.899690	73.884841
1001.496000	40.280934	44.990465	40.366551	54.296553	46.140183	38.209141	196.080223	254.676738	106.237154	97.847695	191.662266	212.994381	39.515349	45.408030	75.644708	135.514261	33.947387	55.048342	22.662732	24.435441	37.237411	84.692335	35.698236	55.216032	83.008748	138.350187	1582.163681	1581.578906	1114.164695	4326.978297	1636.265577	1902.143062	1511.645774	3470.844481	699.522755	757.084419	492.454738	601.744652	157.101496	186.531203	878.949425	1383.902225	837.854074	837.854074	26.865484	34.616287	1332.723661	1332.723661	61.196259	57.791947	166.585419	133.096686	66.780680	97.179846	121.770653	124.983194	48.908507	29.548527	59.055470	75.521176
1002.628000	53.039866	56.355764	43.872743	61.348207	48.933246	38.404577	198.379294	277.643209	109.727620	101.449514	194.972202	225.476780	44.207907	49.743557	75.432834	139.580875	32.261920	64.090517	30.958487	32.697342	42.170265	90.944589	49.512922	59.915055	91.593208	151.472912	1582.163681	1581.578906	1114.164695	4326.978297	1636.265577	1902.143062	1511.645774	3470.844481	731.489861	784.750220	492.619959	601.744652	159.407682	192.965134	878.949425	1383.902225	837.854074	837.854074	22.879153	39.619667	1332.723661	1332.723661	67.514901	64.973330	167.017358	136.401817	67.569669	110.977137	122.739786	132.405280	53.477574	36.981267	62.496568	77.310333
1003.760000	64.652240	64.404035	49.461741	69.089010	51.682128	39.667843	202.722449	298.040419	114.663725	103.543442	198.567789	237.492654	48.844832	53.953965	82.124474	145.147480	31.265212	73.087025	38.362147	40.203039	50.459961	98.702196	62.141829	63.009477	100.064759	163.901964	1582.163681	1581.578906	1114.164695	4326.978297	1636.265577	1902.143062	1511.645774	3470.844481	748.775319	802.900029	492.619959	601.744652	160.963016	199.927204	878.949425	1383.902225	837.854074	837.854074	21.474338	44.964518	1332.723661	1332.723661	72.886232	72.018591	168.467192	139.848516	69.143757	123.879365	123.727812	140.051805	56.384284	43.599327	67.040824	79.321000
1004.892000	68.487502	64.404035	50.511930	71.804240	49.825211	40.426588	207.782247	299.404995	118.478883	111.796533	200.474330	241.838047	49.153356	58.050438	98.623115	152.686038	31.265212	81.373958	40.128104	45.463883	60.678934	111.784894	66.322810	62.953151	106.089789	167.052954	1582.163681	1581.578906	1089.248869	4326.978297	1636.265577	1902.143062	1484.044448	3434.518454	751.157053	778.272193	418.758861	480.324872	163.540632	202.883864	856.699350	1306.041034	837.854074	837.854074	21.800831	44.964518	1332.723661	1332.723661	74.309245	77.458271	170.318625	143.292811	73.067987	131.929832	124.819633	144.286140	55.628324	44.386146	67.633880	78.197066
1006.024000	69.269168	64.404035	52.580048	71.804240	51.115309	41.224881	213.770746	301.185557	123.730140	118.929081	203.609056	242.909908	50.687037	61.703292	112.626775	162.065252	31.865009	81.386519	40.261987	47.126467	69.326401	121.538230	67.038038	59.779453	113.615590	171.068446	1264.507978	1027.075363	730.442019	2974.793268	1077.080033	1123.384001	1169.609415	2063.553371	751.510126	744.723881	335.488681	335.788697	168.610179	207.441970	503.832968	775.772101	606.387517	606.387517	22.464613	45.673828	1136.610948	1136.610948	76.379022	79.062764	173.738389	148.816695	79.900653	135.842566	126.057111	146.716953	53.302731	44.386146	69.466745	76.962417
1007.156000	69.624621	59.629254	56.087570	71.804240	52.330196	43.009149	221.089901	303.444131	132.312511	130.795723	212.174696	244.689603	54.814772	68.753912	119.631282	174.833337	34.089773	82.186033	41.319376	49.333562	79.191738	132.645571	67.069172	48.826525	124.123956	177.961333	836.389893	612.301964	552.889660	1765.470847	665.290954	684.611158	969.228310	1227.986929	753.026600	732.266498	286.344586	262.337423	178.732426	213.860698	340.159818	464.328732	415.618299	415.618299	26.938020	47.677869	718.084490	718.084490	79.753312	82.563142	181.454514	159.041452	89.690965	139.888710	127.426013	151.493510	48.920409	44.386146	72.401005	77.631411
1008.288000	68.396216	49.919554	50.821378	71.851316	53.361311	45.687278	231.531619	292.389085	143.864091	147.493063	221.593632	243.858080	57.367062	78.392918	129.016075	190.252379	38.522383	85.761840	39.215198	51.393468	109.186590	142.059234	67.041337	37.088808	136.940473	186.353105	490.623390	337.673946	378.427884	1087.784414	348.178880	349.578506	794.094066	700.437497	724.758166	702.812582	263.217595	220.926422	192.003290	223.602669	199.513633	263.642977	225.259272	225.259272	32.346300	48.741033	388.765269	388.765269	81.292166	87.695710	191.770962	170.045431	102.356763	145.194748	128.864391	158.352927	43.568868	39.379472	77.524908	80.474776
1009.420000	63.444317	43.608187	56.902378	67.828199	56.585195	49.909974	243.311030	269.328928	154.560443	166.573224	232.209569	236.407816	58.689926	87.432315	142.104494	207.593367	44.423381	88.540824	35.091108	52.106889	133.615782	154.745932	63.285489	34.517554	146.198906	185.585620	273.743452	212.727313	252.500409	644.881878	234.769090	217.724876	626.079727	487.794136	687.089632	663.322387	246.751667	212.006387	207.581447	228.449828	135.839860	166.275499	169.002762	169.002762	43.216829	47.663782	221.811072	221.811072	80.428351	92.595381	203.997217	182.422693	116.942125	144.689655	130.390729	163.696869	39.887058	32.578338	81.505195	81.705492
1010.552000	62.107404	42.339798	64.382203	65.142783	62.932474	56.127005	256.439370	246.234112	167.793277	190.182385	246.941642	230.679724	62.758357	101.740117	156.702289	226.597283	51.528688	92.895194	33.953657	54.030577	148.034255	171.170107	64.017265	34.517554	157.873769	186.043972	171.157179	189.413140	144.480181	460.528359	211.850664	176.931505	497.017610	447.523867	643.562773	617.866478	228.243913	197.924562	225.834350	236.301008	93.256188	131.271227	131.736508	131.736508	55.629662	50.707423	178.596354	178.596354	81.643975	100.540817	218.040396	197.986554	134.223775	145.050706	132.042725	173.877355	40.493449	28.760190	88.707017	83.806705
1011.684000	64.409894	42.339798	73.739954	66.688216	72.479548	65.341259	270.869432	228.801387	184.997278	220.374376	268.797171	232.308023	71.129629	120.638789	170.720831	246.935205	59.703946	98.702870	37.909784	61.451367	170.183361	191.277272	66.187839	35.316921	175.851076	190.837949	133.172886	138.575948	112.293730	291.020261	153.233719	165.071547	466.721100	393.239068	598.156093	560.683323	199.132034	178.927356	251.001961	250.411064	76.182140	106.364685	116.033950	116.033950	66.520019	56.142888	123.732145	123.732145	85.317046	110.966952	233.713387	218.560581	155.011931	148.828861	133.733182	190.895910	43.236506	28.756721	100.101557	91.899863
1012.816000	72.584056	50.512027	84.606151	73.148738	83.590243	77.850046	285.676478	223.134725	205.087254	253.858846	293.092049	240.461889	84.346201	140.398102	186.183858	267.823381	68.537317	110.566144	42.073620	72.642879	194.984654	213.410065	71.427025	55.101113	194.843020	200.654713	127.791527	113.633483	99.166168	266.251030	114.827786	164.637137	431.572743	386.428685	554.970426	497.107105	162.657438	133.774421	278.144932	269.588693	63.123762	106.364685	66.174728	66.174728	80.864470	62.773969	117.550623	117.550623	92.356029	122.397767	250.116426	242.609158	176.712007	157.255268	135.338512	208.783902	49.041415	29.287821	114.782329	104.256569
1013.948000	82.243374	69.627649	107.967631	79.800245	95.670512	90.023632	299.939491	224.290933	223.268331	281.786469	312.576017	248.908713	95.619612	156.812643	205.497101	288.567496	77.651105	123.313660	49.165129	82.747667	221.575782	235.803005	84.928150	84.676625	212.622325	213.656909	119.590385	104.404251	93.674356	233.605370	101.387393	141.225219	395.976841	348.535486	516.505703	444.494231	126.204493	92.662679	302.614591	286.057244	62.294271	105.929202	56.887495	56.887495	94.662240	73.157479	93.519047	93.519047	100.272140	135.614483	266.387153	264.402110	196.451687	166.328073	136.909012	224.639145	58.968366	32.390494	129.724272	118.260849
1015.080000	96.048316	92.616902	119.276705	87.316982	105.865953	100.165316	312.817671	227.952889	238.489609	303.150481	323.624881	256.766996	106.322447	165.677501	221.419070	307.731099	86.622004	135.429580	58.573989	92.239925	248.023790	258.537628	100.883616	117.040489	224.783794	219.610037	87.722583	69.765672	92.423660	221.681317	73.550237	136.946220	386.769439	311.502777	499.836178	432.953759	112.571164	82.906558	320.935354	296.548419	56.471102	107.657779	49.487228	49.487228	106.112261	83.234217	77.719428	77.719428	107.087441	146.843421	280.879631	281.591500	212.404246	174.336724	138.444888	235.483056	71.567873	38.579030	142.401938	131.725562
1016.212000	112.835770	117.590427	123.409712	96.831099	111.329535	106.013942	322.700431	236.774112	249.085260	312.065092	325.408966	267.706708	116.367524	169.473939	233.352245	324.970769	94.990940	145.643345	74.035713	101.318049	279.093477	281.237466	119.986287	151.623841	231.412827	219.610037	84.814460	66.034399	93.972580	219.815389	64.123573	137.734357	384.114711	306.520952	486.579684	432.260011	109.893439	82.906558	333.894033	303.532560	57.644077	119.123544	46.651826	46.651826	111.067716	92.109992	78.221132	78.221132	112.921303	152.560246	293.167032	292.014866	222.372223	179.946019	139.896336	242.519831	86.677997	49.190400	149.703325	143.381148
1017.344000	131.660699	142.929136	126.668643	111.046389	117.194406	111.266878	331.315481	262.975364	260.260591	317.935126	328.941728	288.827877	131.644078	173.183014	243.737409	341.724839	102.826501	155.682041	94.564029	112.470987	310.645535	303.216461	139.574463	185.207568	238.560580	225.961988	83.003273	66.527507	99.778556	224.827363	70.090497	150.181191	381.301586	336.835341	475.020893	431.356256	106.500761	85.382820	342.410637	311.913375	64.812679	132.262620	50.401874	50.401874	112.481221	100.726544	79.457063	79.457063	121.961133	158.164156	305.172418	299.426025	226.521175	192.224974	141.267555	250.171465	101.991017	62.658220	159.172696	157.291928
1018.476000	154.569896	174.526035	128.168684	127.842050	124.716488	117.513843	339.118078	306.141461	270.299270	325.943121	331.311210	315.892737	148.843597	175.711837	253.218531	357.598483	110.439217	165.402011	122.180585	120.724974	339.959084	325.503840	162.324771	222.324139	247.991909	238.903050	89.828880	85.250211	105.596616	246.077052	86.814966	166.179930	384.218109	384.635389	476.404668	451.285482	102.355744	97.098601	348.035317	321.025009	72.492752	147.664300	58.069985	58.069985	113.727493	112.601122	85.109750	85.109750	129.850877	163.206496	316.626507	308.187802	228.012239	208.414441	142.505899	261.415225	121.484343	81.477142	171.969632	173.880236
1019.608000	166.115209	200.649943	121.971171	146.194542	128.929749	121.079052	345.460593	347.908057	278.303194	323.929847	321.265715	336.426727	166.762688	167.369876	258.186931	371.068208	117.650352	168.085103	139.395406	122.249107	352.066102	340.833246	176.316859	251.267561	254.027846	249.772223	95.014175	85.250211	115.238657	265.739446	86.889062	180.549019	403.849285	391.802636	489.777104	495.873358	117.555282	131.623515	350.685733	328.387625	80.087827	167.710005	58.364618	58.364618	114.840028	123.429474	89.109332	89.109332	138.811729	164.732382	326.229636	317.418669	229.464030	225.319260	143.632912	261.281232	138.778107	96.328503	181.213705	185.196380
1020.740000	171.488895	206.475565	121.013682	161.421765	132.360713	124.769779	351.142154	374.551930	279.915964	296.866396	303.585370	353.844175	175.948347	156.137986	257.211284	384.840317	124.810206	172.908327	138.610382	123.610208	356.584644	352.914286	180.085459	269.548784	261.612095	260.966884	109.682362	85.250211	157.522347	342.346591	99.693425	214.726831	424.393157	432.171671	504.701927	543.181998	137.569077	167.363478	347.528863	334.679941	105.917793	218.970659	85.135653	85.135653	116.166079	127.621891	96.736935	96.736935	147.371050	167.847166	336.478931	325.847964	230.694222	238.793022	144.581034	248.439723	144.993628	102.230015	187.570035	192.615485
1021.872000	178.659641	217.763102	122.850489	177.879574	138.038341	127.999655	356.419776	398.377655	288.364490	298.015170	305.584547	372.547640	194.887793	158.078972	264.087405	397.006895	131.730221	174.244698	141.762422	125.583808	360.193774	365.964412	183.664175	294.433088	272.471348	277.752153	182.365955	166.033199	240.075731	495.015249	197.576743	319.980401	482.697173	636.922945	521.422809	589.036233	167.206268	212.824452	351.675362	346.497157	167.353856	308.713422	137.787223	137.787223	117.226685	132.349712	134.671593	134.671593	156.712635	172.507044	345.734343	335.843314	232.884513	254.802179	145.367341	253.950775	151.625405	107.777786	194.427996	204.346858
1023.004000	205.580099	275.370354	126.117728	208.831443	158.878910	134.982935	361.712120	429.454594	299.333268	298.576003	307.429469	394.939881	215.662809	161.564476	271.388826	407.118798	139.118754	195.128233	149.602193	131.442681	367.939669	380.444911	229.833716	368.680951	287.791278	298.522990	286.099933	274.044078	334.049514	665.318990	314.104279	447.428467	582.409236	867.560017	546.633748	632.118021	201.212445	278.231535	356.252241	367.370002	236.414225	412.733043	208.165589	208.165589	119.361234	151.025790	208.247187	208.247187	167.518265	182.241035	353.613300	350.157548	238.079373	280.137163	146.001711	264.532769	192.663007	128.042299	205.588145	232.588261
1024.136000	265.549790	402.316905	133.018208	252.342182	190.844388	156.083127	368.212193	485.726776	317.198104	304.643354	308.938390	434.424817	240.932883	172.387527	280.016951	415.044428	147.301033	238.612109	190.342306	143.092907	403.034144	400.894084	315.913344	501.420201	313.771915	326.510225	387.693794	376.637441	421.684964	841.615242	422.564786	583.601210	672.394419	1076.541691	568.167691	647.812555	237.322529	327.846549	368.435241	403.365653	300.149460	519.711615	275.473757	275.473757	130.889773	189.426020	284.064893	284.064893	186.704104	207.873591	361.976219	381.777492	255.779787	316.924245	146.475531	299.040571	264.831976	173.018754	237.994921	277.521174
1025.268000	396.139414	542.938012	156.831891	291.874518	241.154261	206.715482	380.020938	585.770659	349.668512	360.620751	370.192144	513.833011	279.772589	237.893451	291.520663	424.716848	156.737285	323.992500	299.623687	236.494452	475.187612	439.461468	406.828692	637.450544	375.507235	387.594108	470.394011	452.382307	485.961952	1014.652847	499.362310	718.593757	744.888154	1216.535364	585.538583	658.717693	273.935958	363.727649	430.477676	479.891303	345.725131	619.973038	327.164510	327.164510	162.399062	241.649953	351.635792	351.635792	235.989413	297.426904	375.363513	439.883965	292.415588	378.991741	146.591502	391.301726	346.676917	248.324296	298.123057	332.695547
1026.400000	588.222360	757.889710	189.149718	342.880446	313.374228	274.535336	394.751412	709.624053	412.979072	519.677775	489.987640	615.997187	347.816486	347.688332	330.362223	435.352811	166.689577	448.045705	456.235021	386.328361	573.749411	488.542235	553.804809	851.100877	456.346661	464.963435	535.419491	504.536937	529.340251	1173.183898	548.450066	840.963158	806.118379	1293.098272	611.180214	669.791772	318.773217	394.006075	516.423951	580.559308	375.334311	707.468849	364.848998	364.848998	205.415422	315.699641	410.343306	410.343306	301.410939	420.051528	391.008019	515.461975	342.053470	455.546742	146.397697	554.324194	469.406624	353.751159	373.191293	407.151507
1027.532000	809.665298	1120.285569	223.393910	428.885335	412.357037	344.942752	410.076911	830.218167	479.575892	675.319100	617.242087	717.616350	414.940070	463.189996	371.950890	447.368125	176.744769	624.504170	615.738293	541.541341	677.911450	535.852119	814.412108	1228.634394	542.227675	544.934524	587.291705	540.802143	557.041807	1306.476287	578.564764	940.579288	860.579972	1332.984175	637.483559	676.894114	362.198483	448.075366	607.269509	683.938211	394.238757	776.373676	392.225357	392.225357	251.525046	429.122883	460.964866	460.964866	367.759916	548.434046	407.961383	596.724074	395.663650	532.076958	145.903786	715.046188	653.142951	477.318595	493.069458	542.691047
1028.664000	1009.634076	1482.777715	264.875042	526.761109	524.549941	421.923416	424.852461	934.747722	529.757486	770.831767	738.084174	812.874611	479.910696	579.436499	393.912980	458.832487	186.827077	806.378240	755.921395	673.937938	782.844202	585.214062	1083.443173	1625.367717	636.289757	633.480629	637.389386	577.788696	583.957216	1423.624014	607.800779	1022.679119	901.497141	1368.253754	658.235995	660.682359	406.348319	535.596746	701.288815	795.811035	410.648786	837.506557	419.595958	419.595958	304.851983	553.669361	510.764068	510.764068	436.011721	682.453384	423.992840	684.053747	455.868085	620.942185	145.359683	862.839304	842.055606	593.469948	626.827384	690.157176
